ES111,ES112,ES113,ES120,ES213,ES241,ES243,ES413,ES415,ES419,ES425,ES431,ES432,ES512,ES513,ES514,ES523,ES617,FR,PT,IT,time,EU
66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,1699.0,296.4,636.0,01/01/2015 11:00,27197.960000000003
71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,960.0,292.8,609.0,01/01/2015 12:00,26841.085
57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,57.05555555555555,610.0,645.4,737.0,01/01/2015 13:00,27422.78
63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,63.94444444444444,598.0,432.5,933.0,01/01/2015 14:00,29100.71
64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,64.22222222222221,660.0,468.9,1212.0,01/01/2015 15:00,31306.22
90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,90.33333333333333,3006.0,786.1,1393.0,01/01/2015 16:00,33470.546
177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,177.94444444444443,5744.0,1183.8,1468.0,01/01/2015 17:00,32680.877000000004
296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,296.27777777777777,6382.0,1240.1,1343.0,01/01/2015 18:00,30578.701
343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,5380.0,1243.5,891.0,01/01/2015 19:00,27754.925
346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,346.16666666666663,3513.0,1239.7,563.0,01/01/2015 20:00,24836.52
297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,297.72222222222223,4193.0,1244.7,492.0,01/01/2015 21:00,22618.69000000001
195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,195.05555555555554,3041.0,880.8,364.0,01/01/2015 22:00,20015.655
133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,133.77777777777777,1773.0,467.9,269.0,01/01/2015 23:00,17770.975
66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,66.88888888888889,1172.0,287.4,172.0,02/01/2015 00:00,16831.79
41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,41.27777777777778,903.0,270.5,119.0,02/01/2015 01:00,16363.36
35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,35.33333333333333,533.0,215.9,119.0,02/01/2015 02:00,15562.175
28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,28.055555555555554,430.0,208.5,142.0,02/01/2015 03:00,15710.955
30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,30.277777777777775,350.0,201.8,245.0,02/01/2015 04:00,18406.620000000003
50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,50.44444444444444,716.0,431.7,435.0,02/01/2015 05:00,23603.75
65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,65.22222222222221,1452.0,288.1,836.0,02/01/2015 06:00,28444.12
179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,179.38888888888889,3013.0,397.3,1215.0,02/01/2015 07:00,29841.36
254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,254.1111111111111,3975.0,871.9,1344.0,02/01/2015 08:00,30122.19
281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,281.44444444444446,4344.0,1043.2,1212.0,02/01/2015 09:00,29779.095
297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,297.6111111111111,4563.0,1104.3,982.0,02/01/2015 10:00,29535.33
245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,245.33333333333331,5375.0,1101.9,718.0,02/01/2015 11:00,28989.13
248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,248.6111111111111,3989.0,965.5,594.0,02/01/2015 12:00,28381.57
245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,245.1111111111111,3223.0,621.9,677.0,02/01/2015 13:00,28689.68
189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,189.05555555555554,3120.0,644.9,760.0,02/01/2015 14:00,30004.8
185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,185.16666666666666,3249.0,642.2,1069.0,02/01/2015 15:00,32234.81
260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,260.22222222222223,5212.0,646.6,1195.0,02/01/2015 16:00,34548.405
343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,343.72222222222223,6932.0,1178.3,1225.0,02/01/2015 17:00,34356.69500000001
383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,383.05555555555554,7094.0,1177.4,1082.0,02/01/2015 18:00,31931.715
398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,398.88888888888886,5479.0,1178.6,814.0,02/01/2015 19:00,28043.98
435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,435.16666666666663,3591.0,1168.6,532.0,02/01/2015 20:00,25009.185
400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,400.27777777777777,3930.0,780.8,438.0,02/01/2015 21:00,24039.965000000004
321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,321.72222222222223,4450.0,632.0,293.0,02/01/2015 22:00,20761.45
238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,238.7222222222222,2422.0,453.8,276.0,02/01/2015 23:00,17972.015
143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,143.11111111111111,1601.0,254.6,188.0,03/01/2015 00:00,17402.215
87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,1239.0,136.5,152.0,03/01/2015 01:00,16926.590000000004
53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,53.94444444444444,831.0,132.7,149.0,03/01/2015 02:00,17235.845000000005
41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,41.44444444444444,617.0,133.4,151.0,03/01/2015 03:00,17027.190000000002
37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,37.33333333333333,673.0,124.4,157.0,03/01/2015 04:00,17499.649999999998
43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,43.72222222222222,783.0,145.7,231.0,03/01/2015 05:00,18912.23
54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,54.27777777777777,882.0,300.2,485.0,03/01/2015 06:00,21476.560000000005
75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,75.72222222222221,1145.0,474.5,738.0,03/01/2015 07:00,23977.36
126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,126.33333333333333,1505.0,625.5,824.0,03/01/2015 08:00,25960.750000000004
166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,1674.0,1036.3,652.0,03/01/2015 09:00,27360.645
183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,183.11111111111111,2233.0,877.8,517.0,03/01/2015 10:00,27725.365
133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,133.66666666666666,2361.0,876.9,412.0,03/01/2015 11:00,27363.63500000001
109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,109.33333333333333,1939.0,482.2,318.0,03/01/2015 12:00,26997.67
97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,97.33333333333333,1601.0,437.4,260.0,03/01/2015 13:00,27833.255
101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,101.05555555555554,1092.0,298.6,282.0,03/01/2015 14:00,30228.265000000003
101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,101.77777777777777,939.0,301.7,444.0,03/01/2015 15:00,33336.280000000006
130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,130.11111111111111,1852.0,369.0,818.0,03/01/2015 16:00,36036.97
232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,232.2222222222222,3395.0,924.5,1004.0,03/01/2015 17:00,35899.071
287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,287.5,3060.0,1112.3,959.0,03/01/2015 18:00,33523.385
312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,312.22222222222223,1781.0,1076.5,743.0,03/01/2015 19:00,30070.12
321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,1072.0,1017.9,428.0,03/01/2015 20:00,27264.675000000003
264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,264.38888888888886,1511.0,795.2,320.0,03/01/2015 21:00,24535.88
197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,1414.0,650.7,247.0,03/01/2015 22:00,22153.255
102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,102.88888888888889,663.0,333.5,183.0,03/01/2015 23:00,20142.09
62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,62.83333333333333,467.0,277.0,138.0,04/01/2015 00:00,18861.04
40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,40.666666666666664,304.0,233.3,92.0,04/01/2015 01:00,18395.22
30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,30.22222222222222,152.0,211.6,70.5,04/01/2015 02:00,17840.935
28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,28.444444444444443,174.0,124.2,72.0,04/01/2015 03:00,17775.184999999994
29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,29.777777777777775,181.0,121.5,71.5,04/01/2015 04:00,18375.060000000005
42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,42.22222222222222,144.0,124.2,95.0,04/01/2015 05:00,19299.795
39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,39.22222222222222,142.0,312.4,133.5,04/01/2015 06:00,20525.215
41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,41.666666666666664,269.0,391.2,223.5,04/01/2015 07:00,22312.81
65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,256.0,367.4,258.5,04/01/2015 08:00,25002.390000000007
70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,70.44444444444444,508.0,299.9,331.0,04/01/2015 09:00,27246.175
63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,741.0,331.9,317.0,04/01/2015 10:00,27743.135
