Source:_EU_EnVis_Scenarios_InputData_v1.3.0.csv	Unnamed:_1
Coal	2.40192
CoalCCS	6.867
Lignite	3.0024
LigniteCCS	5.77368
GasOCGT	5.760000000000001
GasCCGT	4.680000000000001
GasCCS	4.80276
Nuclear	6.4000000008
Wave	0.104048964
Geo	0.1299999996
Bio	3.562848
BioCCS	7.015680000000001
Hydrorun-of-the-river	0.0036
Hydroregulated	0.320256
Windonshore	0.18
Windoffshorefloating	0.39312
Windoffshoregrounded	0.39312
Solar	0.0036
Oil	6.385104
Waste	2.952
