Source:_Assumed	Unnamed:_1	Unnamed:_2	Unnamed:_3
Spain	CCS	1	936.3000000000001
Spain	CCS	2	1694.3
Spain	CCS	3	4137.3
Spain	CCS	4	4137.3
Spain	CCS	5	4137.3
Spain	CCS	6	3201.0
Spain	CCS	7	4277.9
