delivery_time,-12,-9,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,709.5,709.5,992.1379673882827,762.0639175036599,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182,680.1818181818182
1,711.1,711.1,938.4515098913911,793.3402360911919,684.9425558404151,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1,711.1
2,710.4,710.4,850.3561073597529,789.4388612865188,601.3345943905515,667.1094881432185,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764,702.0423529411764
3,709.5,709.5,854.7790892425047,683.9754811996514,569.4838628388595,582.7172575468118,629.4714812511498,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286,650.5714285714286
4,708.9,708.9,896.006375502362,815.6393258023103,479.50566749023636,517.0549842331478,505.74983031332397,451.96680783173156,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794,560.470351758794
5,681.9,681.9,939.212773102513,784.7414829433742,560.7651316714177,487.41664688916245,506.10838574346513,414.4736708419096,336.8028193170512,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537,559.3807622504537
6,883.1,883.1,1025.4479340526768,1023.7874494376694,539.5310030756802,627.9617485999489,555.2358477692095,577.9129929032032,337.2634468140666,332.7323551436849,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798,669.3666041275798
7,1660.5,1660.5,1660.5,1011.6851344849983,674.5881014360674,831.2423354313044,634.7845802044664,692.1295625587309,690.9958053439336,319.3039249044765,251.35094062790574,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105,1060.3894736842105
8,6502.099999999999,6502.099999999999,6502.099999999999,6502.099999999999,3585.886218627915,3742.893690684239,3039.3016245917684,3470.413492411938,3025.1625996562616,3009.9513274120873,2812.991762369536,3582.350967815021,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735,2735.05350069735
9,14501.800000000001,14501.800000000001,14501.800000000001,14501.800000000001,14501.800000000001,11661.294627138293,11296.945339255686,10926.979863936294,11638.835691249784,11498.29437965236,10777.547127642754,11441.322053391463,10867.504962228022,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942,9876.627915096942
10,20301.5,20301.5,20301.5,20301.5,20301.5,20301.5,18248.51933027188,18141.984838191293,18043.45166073808,18982.32404873313,18547.387679126474,18478.185768246254,18405.40403570888,17211.8999771742,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431,19310.7877969431
11,22823.8,22823.8,22823.8,22823.8,22823.8,22823.8,22823.8,20753.378740727567,20804.852075975523,20931.070570115076,21516.253529210233,21421.158669402797,21143.98720281039,19737.078052202938,21558.359288908716,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334,22587.649749333334
12,24173.6,24173.6,24173.6,24173.6,24173.6,24173.6,24173.6,24173.6,22212.46069255432,22246.066438451664,22496.88680596885,22734.606682821843,22796.33300548145,21674.361538898214,22308.104855691832,23127.647054357167,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878,24418.569598702878
13,24768.5,24768.5,24768.5,24768.5,24768.5,24768.5,24768.5,24768.5,24768.5,22995.34620292626,23026.318638887093,23363.72895990071,23296.249029079718,22782.041097310743,22644.995855027362,23183.319533875914,24089.624893933615,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067,25191.45434804067
14,24836.0,24836.0,24836.0,24836.0,24836.0,24836.0,24836.0,24836.0,24836.0,24836.0,23100.819079589073,23105.23151002487,23638.314004619075,23170.911552027497,23390.278789717515,22933.95655892972,23668.538618911716,24571.81334321808,25588.977076657626,25588.977076657626,25588.977076657626,25588.977076657626,25588.977076657626,25588.977076657626,25588.977076657626,25588.977076657626,25588.977076657626,25588.977076657626
15,24577.5,24577.5,24577.5,24577.5,24577.5,24577.5,24577.5,24577.5,24577.5,24577.5,24577.5,23015.38446441317,23254.84551331658,23347.61282769987,23560.062500743392,23988.988506997845,23106.072086955606,23804.432178973693,24437.07807615433,25503.58736337775,25503.58736337775,25503.58736337775,25503.58736337775,25503.58736337775,25503.58736337775,25503.58736337775,25503.58736337775,25503.58736337775
16,23798.5,23798.5,23798.5,23798.5,23798.5,23798.5,23798.5,23798.5,23798.5,23798.5,23798.5,23798.5,22084.588271475794,22173.102412275344,22639.99936934102,22960.64510743249,23374.3843825228,23293.910427270657,23254.649977521305,23709.851926465148,24612.601654242826,24612.601654242826,24612.601654242826,24612.601654242826,24612.601654242826,24612.601654242826,24612.601654242826,24612.601654242826
17,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,22210.3,20300.998680741708,21237.696234430186,21124.57734851314,21038.18903850986,22221.96890423159,22042.58471461819,21891.406965698116,22069.652484637845,23156.96852459016,23156.96852459016,23156.96852459016,23156.96852459016,23156.96852459016,23156.96852459016,23156.96852459016
