,DA,ID2,ID3,CID,BE
2024-01-16 00:00:00+00:00,1.0,1.6130663132197487,1.6130663132197487,1.8335694013457697,2.340800319665634
2024-01-16 01:00:00+00:00,1.0,1.3541018329997248,1.3541018329997248,2.219370389813339,2.678919880816986
2024-01-16 02:00:00+00:00,1.0,1.1460450604789636,1.1460450604789636,2.3324900745693387,2.41903330060028
2024-01-16 03:00:00+00:00,1.0,1.6610339959706266,1.6610339959706266,2.21694845507094,2.825670590552545
2024-01-16 04:00:00+00:00,1.0,1.34250474655239,1.34250474655239,2.415630047167923,2.7870046562411552
2024-01-16 05:00:00+00:00,1.0,0.9539584623917265,0.9539584623917265,1.9900271335266109,2.9294697768051834
2024-01-16 06:00:00+00:00,1.0,0.6674158533603166,0.6674158533603166,2.377086450181131,2.3545007640987428
2024-01-16 07:00:00+00:00,1.0,0.9318707534937365,0.9318707534937365,1.3743533604046898,1.2232310988130188
2024-01-16 08:00:00+00:00,1.0,0.8875867303132815,0.8875867303132815,0.9973763297242695,0.7905998642722643
2024-01-16 09:00:00+00:00,1.0,0.9992647526335676,0.9992647526335676,0.9423018308567089,0.8365480805865048
2024-01-16 10:00:00+00:00,1.0,1.015013945805849,1.015013945805849,0.9394474386111455,0.8664422276438636
2024-01-16 11:00:00+00:00,1.0,1.014331426508875,1.014331426508875,0.9137849937610263,1.002546413476239
2024-01-16 12:00:00+00:00,1.0,1.0149676883424397,0.9431456515133663,1.031950729514001,1.0655964336834836
2024-01-16 13:00:00+00:00,1.0,1.0,0.9486880845223932,1.051235851371908,1.0105100925613613
2024-01-16 14:00:00+00:00,1.0,1.0,0.9611577281839682,0.9989021943382286,0.9357888253173063
2024-01-16 15:00:00+00:00,1.0,1.0,0.955178011072141,0.9122564285868087,0.775586810292264
2024-01-16 16:00:00+00:00,1.0,1.0,0.9401064475306898,0.6464440218610193,0.9907313043103766
2024-01-16 17:00:00+00:00,1.0,1.0,0.8507214901463199,1.1712743297475408,1.2081244061851948
2024-01-16 18:00:00+00:00,1.0,1.0,0.5624444656393227,1.588871058963495,1.511332010734108
2024-01-16 19:00:00+00:00,1.0,1.0,0.5594222481310115,1.3307429601145049,1.606090858214543
2024-01-16 20:00:00+00:00,1.0,1.0,0.0,1.2558015744592133,2.8569217077496827
2024-01-16 21:00:00+00:00,1.0,1.0,0.04838685784167714,3.52451775140628,3.0546401897566997
2024-01-16 22:00:00+00:00,1.0,1.0,0.7135410447776503,2.2469288026892027,3.1969812089007767
2024-01-16 23:00:00+00:00,1.0,1.0,1.0,3.3257427651886946,3.2670286920975324
