delivery_time,-12,-9,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,30242.800000000003,30242.800000000003,30289.906917553908,30431.611528100282,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323,30236.480722136323
1,27222.4,27222.4,27511.64962448056,27475.37629838527,27281.45077143428,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884,27206.808018680884
2,26407.600000000002,26407.600000000002,26879.63483734912,26706.305287072388,26759.126643785155,26940.269616057623,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822,26880.492889546822
3,26048.6,26048.6,26400.435933440316,26499.130608872092,26518.81616668804,26382.859853546932,26607.609409685338,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115,26578.930778443115
4,25700.2,25700.2,26091.369699581453,26241.745029514095,26106.34239385048,25995.43621991555,25955.68152613384,26271.405911090485,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725,25847.984977863725
5,25911.1,25911.1,26553.14643400658,26328.773696170974,26306.256009666005,26142.054719706335,26128.583198796063,26300.348808295403,26395.20076513511,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596,26307.32716113596
6,26613.8,26613.8,26292.93340531679,26562.457574800417,26443.925181745464,26681.81313174556,26636.99987575495,26965.05206687492,26357.107048387006,26743.864722449507,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625,25998.02866170625
7,27814.4,27814.4,27814.4,27933.012526435537,28240.660692553545,28032.23325007294,27840.9357929002,28622.92040175159,27879.356316442118,27487.63068115404,27560.01606114537,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397,27596.813004165397
8,30480.199999999997,30480.199999999997,30480.199999999997,30480.199999999997,30860.07580005598,30649.113072727247,31007.619643155685,30719.87907779644,30892.108736617945,30911.353163108302,29788.367551988056,30302.148419682802,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544,30201.18739695544
9,32590.6,32590.6,32590.6,32590.6,32590.6,32776.351742109495,32713.60711953665,33066.02075372197,32270.230748044127,32729.806603983965,32486.627842362446,32083.06470403473,32201.761542525903,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753,32742.53752913753
