delivery_time,-12,-9,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,24000.200000000004,24000.200000000004,24158.0994972084,24275.130371627703,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205,24213.208068420205
1,22934.500000000004,22934.500000000004,23130.198682283844,23134.05185547381,23044.46780663482,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372,22950.230109739372
2,21851.699999999997,21851.699999999997,21882.786088698835,22064.255304499326,21952.607010109146,22038.384568759455,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372,22129.651258457372
3,21492.3,21492.3,21457.21596228727,21624.406135421126,21529.895795710825,21521.934827954203,21806.23416617075,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683,21595.277480578683
4,21462.1,21462.1,21564.923694863657,21417.41516998939,21438.673639609806,21392.529863881842,21469.55584910351,21535.36761310309,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356,21316.277194133356
5,21875.6,21875.6,21947.583845169156,21951.4327810525,21898.637030522248,21858.330610298246,21875.825005431052,21754.466464033223,21914.461193444808,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673,21701.052494050673
6,23947.6,23947.6,23582.543109237977,23842.7291249555,23643.038625143137,24030.542396558816,23614.83376254258,23432.87773206505,23193.27212242548,23017.041442297803,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594,22863.771272276594
7,26246.1,26246.1,26246.1,25734.36731644184,25954.965526368294,25820.38032836041,25775.578951492957,25733.573394077725,25524.589605497826,25037.560690589093,25220.701528444577,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955,25064.477428253955
8,28507.1,28507.1,28507.1,28507.1,27929.224802863497,28198.16628812302,28196.63268812305,27874.229920944417,28025.305662511495,27911.446849843964,27764.498673651586,27656.71532665382,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203,27907.906828517203
9,31600.299999999996,31600.299999999996,31600.299999999996,31600.299999999996,31600.299999999996,31384.842876705898,31330.48312762537,31408.01754413079,31100.929526021813,31218.9423730561,31311.07949103591,31101.018654413812,31094.11141828498,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904,31114.275360423904
10,34059.1,34059.1,34059.1,34059.1,34059.1,34059.1,33876.005551055045,34063.487275639134,34055.71933663775,33757.62447789591,33877.02617782129,33973.04081409008,33782.8149149247,33750.34119406285,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096,33570.656439883096
11,36382.299999999996,36382.299999999996,36382.299999999996,36382.299999999996,36382.299999999996,36382.299999999996,36382.299999999996,36346.52085218934,36558.849732846276,36555.333187499295,36250.8472509892,36207.63421509627,36513.297314793774,36265.36273878412,36052.428984888946,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282,36328.83866999282
12,37615.1,37615.1,37615.1,37615.1,37615.1,37615.1,37615.1,37615.1,37370.018527958266,37673.90260476219,37868.56408207072,37228.64543235794,37390.51289326999,37598.53922839637,37312.735621000975,37651.50168109944,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233,37609.97113444233
13,37924.799999999996,37924.799999999996,37924.799999999996,37924.799999999996,37924.799999999996,37924.799999999996,37924.799999999996,37924.799999999996,37924.799999999996,37426.75287477702,37925.06441729688,37870.03647075462,37623.28536078262,37644.770000419674,37743.14157620842,37843.90494344294,37809.97129297505,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072,37529.11589085072
14,38682.9,38682.9,38682.9,38682.9,38682.9,38682.9,38682.9,38682.9,38682.9,38682.9,38429.55955434138,38526.20550151314,38744.556006318926,38555.402066934956,38370.812304144114,38787.269192411586,38648.69628081675,38441.47765212498,38880.129330470954,38880.129330470954,38880.129330470954,38880.129330470954,38880.129330470954,38880.129330470954,38880.129330470954,38880.129330470954,38880.129330470954,38880.129330470954
