ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,time,hour,dayofweek,month,EU
0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.569247815,0.271718417,01/04/2015 15:00,15,2,4,0.4102117021620185
0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.606426197,0.314314539,01/04/2015 16:00,16,2,4,0.4411250874086767
0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.678936354,0.37551844,01/04/2015 17:00,17,2,4,0.4529101516834232
0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.698879724,0.49531069,01/04/2015 18:00,18,2,4,0.4522633883628673
0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.673150314,0.521017823,01/04/2015 19:00,19,2,4,0.4387759706252314
0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.648528869,0.582707469,01/04/2015 20:00,20,2,4,0.4176547265191295
0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.659362305,0.469155177,01/04/2015 21:00,21,2,4,0.4002504310173717
0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.670318848,0.342076748,01/04/2015 22:00,22,2,4,0.3805609055991386
0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.64889819,0.297462915,01/04/2015 23:00,23,2,4,0.3564406780639054
0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.62981657,0.238127265,01/05/2015 00:00,0,4,5,0.3486060442195669
0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.618490705,0.150805216,01/05/2015 01:00,1,4,5,0.3362075524154143
0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.601132586,0.231700482,01/05/2015 02:00,2,4,5,0.3351774846189805
0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.593253724,0.208945186,01/05/2015 03:00,3,4,5,0.3370483666994778
0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.601378801,0.224227478,01/05/2015 04:00,4,4,5,0.3474878953422182
0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.630432106,0.252550163,01/05/2015 05:00,5,4,5,0.3725919406838757
0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.692355041,0.351941113,01/05/2015 06:00,6,4,5,0.4039591543158485
0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.721654561,0.409856892,01/05/2015 07:00,7,4,5,0.4263429752601418
0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.731256925,0.47573142,01/05/2015 08:00,8,4,5,0.4364445833091727
0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.733965284,0.503157344,01/05/2015 09:00,9,4,5,0.4410197525029196
0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.754770405,0.546201846,01/05/2015 10:00,10,4,5,0.4336144870532056
0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.739135787,0.481485633,01/05/2015 11:00,11,4,5,0.4184908476137899
0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.711436661,0.488323432,01/05/2015 12:00,12,4,5,0.4108085036400825
0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.696048258,0.438889512,01/05/2015 13:00,13,4,5,0.422578538878559
0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.681890927,0.465119755,01/05/2015 14:00,14,4,5,0.4326542632413637
0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.677828389,0.518103352,01/05/2015 15:00,15,4,5,0.4410689300959111
0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.733719069,0.532937264,01/05/2015 16:00,16,4,5,0.4624048435013117
0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.781115351,0.541419123,01/05/2015 17:00,17,4,5,0.466482130465717
0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.790348393,0.606060606,01/05/2015 18:00,18,4,5,0.4563908526496776
0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.741597932,0.602772484,01/05/2015 19:00,19,4,5,0.4326824379632923
0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.692970577,0.538205732,01/05/2015 20:00,20,4,5,0.4099989874052163
0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.693216792,0.542726899,01/05/2015 21:00,21,4,5,0.3987699985382997
0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.700603225,0.488435527,01/05/2015 22:00,22,4,5,0.3801303835727561
0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.666256309,0.399544147,01/05/2015 23:00,23,4,5,0.3666011990853763
0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.641881078,0.26801928,01/06/2015 00:00,0,0,6,0.3527642276073736
0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.634494645,0.209692486,01/06/2015 01:00,1,0,6,0.3463490492387226
0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.627723747,0.229346486,01/06/2015 02:00,2,0,6,0.3420008139277393
0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.613320202,0.22706722,01/06/2015 03:00,3,0,6,0.3420959149760262
0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.61073495,0.242013227,01/06/2015 04:00,4,0,6,0.3510351755113328
0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.634617752,0.214699398,01/06/2015 05:00,5,0,6,0.3745535682224788
0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.686938323,0.235773269,01/06/2015 06:00,6,0,6,0.4040812515192903
0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.721039025,0.372678698,01/06/2015 07:00,7,0,6,0.4279900658733083
0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.739258894,0.441392968,01/06/2015 08:00,8,0,6,0.4329621955554298
0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.751077188,0.468632067,01/06/2015 09:00,9,0,6,0.4275400462964664
0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.746891543,0.506669656,01/06/2015 10:00,10,0,6,0.4213223633493245
0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.739751323,0.437880656,01/06/2015 11:00,11,0,6,0.4142559167904682
0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.726825065,0.425213915,01/06/2015 12:00,12,0,6,0.4107205422680809
0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.699372153,0.417479356,01/06/2015 13:00,13,0,6,0.4170555972786536
0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.6950634,0.381982588,01/06/2015 14:00,14,0,6,0.4297759256526389
0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.678567032,0.387960991,01/06/2015 15:00,15,0,6,0.4449023290692547
0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.721039025,0.381048462,01/06/2015 16:00,16,0,6,0.4661687861653767
0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.778283885,0.481859283,01/06/2015 17:00,17,0,6,0.4663170136772633
0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.796011326,0.532040504,01/06/2015 18:00,18,0,6,0.4505754434547516
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.746152899,0.540372903,01/06/2015 19:00,19,0,6,0.4311343471963327
0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.693216792,0.509957778,01/06/2015 20:00,20,0,6,0.4141960387089514
0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.684106857,0.449090162,01/06/2015 21:00,21,0,6,0.4031883536616055
0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.694570971,0.445764675,01/06/2015 22:00,22,0,6,0.3876930984691252
0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.67019574,0.418338751,01/06/2015 23:00,23,0,6,0.3827309781863144
0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.640157577,0.311362702,01/07/2015 00:00,0,2,7,0.3626016718631776
0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.621568386,0.248552106,01/07/2015 01:00,1,2,7,0.3519919651081682
0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.611104272,0.201023802,01/07/2015 02:00,2,2,7,0.3484045535222199
0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.598178013,0.183163322,01/07/2015 03:00,3,2,7,0.3513892286976227
0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.593253724,0.232970893,01/07/2015 04:00,4,2,7,0.3662344741350077
0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.631293857,0.263797033,01/07/2015 05:00,5,2,7,0.3918493004226835
0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.695432722,0.530433808,01/07/2015 06:00,6,2,7,0.4227142289773511
0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.742090361,0.597765572,01/07/2015 07:00,7,2,7,0.4380954248073149
0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.763018589,0.561670964,01/07/2015 08:00,8,2,7,0.4394639087799439
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.761295088,0.659380488,01/07/2015 09:00,9,2,7,0.4377690993478475
0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.742829004,0.650562344,01/07/2015 10:00,10,2,7,0.428895319400027
0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.74479872,0.684190861,01/07/2015 11:00,11,2,7,0.4148769963663933
0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.717961344,0.655008781,01/07/2015 12:00,12,2,7,0.4098840328705743
0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.687184538,0.617307477,01/07/2015 13:00,13,2,7,0.4176919913649683
0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.682260249,0.606210066,01/07/2015 14:00,14,2,7,0.4308304111263312
0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.688661824,0.64316407,01/07/2015 15:00,15,2,7,0.4463577821313764
0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.706266158,0.642192579,01/07/2015 16:00,16,2,7,0.4622898183224262
0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.767573557,0.668684378,01/07/2015 17:00,17,2,7,0.4632284988537739
0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.736673643,0.700743564,01/07/2015 18:00,18,2,7,0.4486961572102297
0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.681890927,0.693382655,01/07/2015 19:00,19,2,7,0.4219145664071887
0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.645451188,0.650711804,01/07/2015 20:00,20,2,7,0.4012894118165194
0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.625754032,0.62403318,01/07/2015 21:00,21,2,7,0.3998018379835406
0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.627231318,0.597653477,01/07/2015 22:00,22,2,7,0.3875734539902964
0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.608395913,0.488061876,01/07/2015 23:00,23,2,7,0.3847871652001267
0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.582543395,0.379030751,01/08/2015 00:00,0,5,8,0.3665760878596045
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.57835775,0.23831409,01/08/2015 01:00,1,5,8,0.3547759696200391
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.571833067,0.212083847,01/08/2015 02:00,2,5,8,0.3521602940226241
0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.565308384,0.133318387,01/08/2015 03:00,3,5,8,0.3545426217669111
0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.557183307,0.160669581,01/08/2015 04:00,4,5,8,0.3657551570915281
0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.4215,0.580204358,0.312184733,01/08/2015 05:00,5,5,8,0.3974111021610999
0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.64138865,0.594066435,01/08/2015 06:00,6,5,8,0.4311250612021013
0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.676597316,0.61308523,01/08/2015 07:00,7,5,8,0.4513042063973929
