Node	Generator	Period	genInvCap
ES418	GasCCS	1	0.0
ES418	GasCCS	2	0.0
ES418	GasOCGT	1	2.1659980066884346e-07
ES418	GasOCGT	2	3.861471807826776e-07
ES418	Hydrorun-of-the-river	1	1.8189989956380321
ES418	Hydrorun-of-the-river	2	9.23619609857358e-09
ES418	Lignite	1	8.375132454799631e-06
ES418	Lignite	2	3.870437268735362e-06
ES418	Solar	1	5.027994802730973e-07
ES418	Solar	2	1.2692728715372936e-06
ES418	Waste	1	0.00015752268440266765
ES418	Waste	2	4.0664692388311926e-08
ES418	Windonshore	1	5.699581606677384e-07
ES418	Windonshore	2	1.2030764602142728e-06
ES419	BioCCS	1	0.0
ES419	BioCCS	2	0.0
ES419	CoalCCS	1	0.0
ES419	CoalCCS	2	0.0
ES419	GasCCS	1	0.0
ES419	GasCCS	2	0.0
ES419	GasOCGT	1	1.5036300532090425e-07
ES419	GasOCGT	2	5.232002872484692e-07
ES419	Hydroregulated	1	5.313086148817092e-08
ES419	Hydroregulated	2	1.431996796158063e-07
ES419	Hydrorun-of-the-river	1	0.0
ES419	Hydrorun-of-the-river	2	0.0
ES419	Lignite	1	8.293453716455164e-06
ES419	Lignite	2	3.7560835769271136e-06
ES419	Solar	1	6.140903110463114e-07
ES419	Solar	2	5.845855969048656e-07
ES419	Waste	1	5.6372339186210675e-05
ES419	Waste	2	4.1087095336204764e-08
ES419	Windonshore	1	6.250704700505594e-07
ES419	Windonshore	2	1.076819934104732e-06
ES421	BioCCS	1	0.0
ES421	BioCCS	2	0.0
ES421	CoalCCS	1	0.0
ES421	CoalCCS	2	0.0
ES421	GasCCS	1	0.0
ES421	GasCCS	2	0.0
ES421	GasOCGT	1	2.1235373181800542e-07
ES421	GasOCGT	2	4.668354390498806e-07
ES421	Lignite	1	8.227612103219137e-06
ES421	Lignite	2	3.7659390207455862e-06
ES421	Solar	1	5.226243047218304e-07
ES421	Solar	2	1.1199064387030021e-06
ES421	Waste	1	4.0933052160574636e-05
ES421	Waste	2	4.3092240193681366e-08
ES421	Windonshore	1	7.631529115315061e-07
ES421	Windonshore	2	9.097022453892711e-07
ES422	Bio	1	3.8736713530031915e-08
ES422	Bio	2	6.635875495247087e-08
ES422	BioCCS	1	0.0
ES422	BioCCS	2	0.0
ES422	CoalCCS	1	0.0
ES422	CoalCCS	2	0.0
ES422	GasCCS	1	0.0
ES422	GasCCS	2	0.0
ES422	GasOCGT	1	2.4948400710549627e-07
ES422	GasOCGT	2	2.8089234114850583e-07
ES422	Lignite	1	8.313825572535055e-06
ES422	Lignite	2	3.7779295518637343e-06
ES422	Oil	1	1.7494582851094462e-07
ES422	Oil	2	4.841110193686989e-08
ES422	Solar	1	3.595819180191029e-07
ES422	Solar	2	4.359283063720602e-06
ES422	Waste	1	7.556674209629474e-06
ES422	Waste	2	2.059047318871373e-06
ES422	Windonshore	1	3.581358782867028e-07
ES422	Windonshore	2	3.370434901487616e-07
ES423	BioCCS	1	0.0
ES423	BioCCS	2	0.0
ES423	CoalCCS	1	0.0
ES423	CoalCCS	2	0.0
ES423	GasCCGT	1	9.036232756000585e-10
ES423	GasCCGT	2	2.035645460909949e-09
ES423	GasCCS	1	0.0
ES423	GasCCS	2	0.0
ES423	GasOCGT	1	7.952369600105134e-07
ES423	GasOCGT	2	2.340375526715245e-07
ES423	Lignite	1	8.271830855862086e-06
ES423	Lignite	2	3.8107137241829418e-06
ES423	Solar	1	1.6779540601419285e-07
ES423	Solar	2	1.9058980915263704e-06
ES423	Waste	1	5.3639215625646095e-05
ES423	Waste	2	4.288561387275477e-08
ES423	Windonshore	1	6.070220024412265e-07
ES423	Windonshore	2	2.080427309208603e-06
ES424	BioCCS	1	0.0
ES424	BioCCS	2	0.0
ES424	CoalCCS	1	0.0
ES424	CoalCCS	2	0.0
ES424	GasCCS	1	0.0
ES424	GasCCS	2	0.0
ES424	GasOCGT	1	2.00763116295952e-07
ES424	GasOCGT	2	3.080026855854887e-07
ES424	Lignite	1	8.2786284003457e-06
ES424	Lignite	2	3.835761054039645e-06
ES424	Nuclear	1	3.0352360053425083e-07
ES424	Nuclear	2	5.549189499786989e-07
ES424	Solar	1	8.048139079619432e-07
ES424	Solar	2	2.2904951078998315e-06
ES424	Waste	1	5.423679893793728e-05
ES424	Waste	2	4.2617366997736435e-08
ES424	Windonshore	1	6.553538014486548e-07
ES424	Windonshore	2	1.021545189368487e-06
ES425	BioCCS	1	0.0
ES425	BioCCS	2	0.0
ES425	CoalCCS	1	0.0
ES425	CoalCCS	2	0.0
ES425	GasCCGT	1	8.049818416460531e-07
ES425	GasCCGT	2	7.236577012931844e-07
ES425	GasCCS	1	0.0
ES425	GasCCS	2	0.0
