Period,genInstalledCap_MW
,Lignite,LigniteCCS,Coal,CoalCCS,GasOCGT,GasCCGT,GasCCS,Oil,Nuclear,Wave,Geo,Hydroregulated,Hydrorun-of-the-river,Bio,Windonshore,Windoffshoregrounded,Windoffshorefloating,Solar,BioCCS,Waste
Initial,52316.56,0.0,61704.909999999996,0.0,42023.587,184781.344,0.0,14774.309,103746.79999999999,251.09,953.8,96552.03899999999,59624.759,32864.97,217423.16999999998,45085.9,0.0,216154.15899999999,0.0,6831.319
2020-2025,52316.560392765394,0.0,61704.909999999996,0.0,42023.58702941319,184781.34401806252,0.0,14774.309002518652,103746.80001598653,251.09001468244583,2042.099999508764,96552.03900310688,73856.32039977063,32864.970003883005,217423.1700761134,98086.52318725552,1.6486037532291217e-05,288838.6170487007,0.0,7129.169941254508
2025-2030,32369.451301240362,0.0,48874.34443019128,0.0,38782.35020228971,154799.6648790024,0.0,11646.507516040958,102510.79043465717,2307.090001331636,2042.0999995475877,96774.4841014949,74397.68139461052,50760.9003529216,175942.29537759753,238377.9838111406,2.778649906811418e-05,522126.10754958383,0.0,7129.169999728739
""
Period,genExpectedAnnualProduction_GWh
,Lignite,LigniteCCS,Coal,CoalCCS,GasOCGT,GasCCGT,GasCCS,Oil,Nuclear,Wave,Geo,Hydroregulated,Hydrorun-of-the-river,Bio,Windonshore,Windoffshoregrounded,Windoffshorefloating,Solar,BioCCS,Waste
2020-2025,5313.616809503917,0.0,46761.87397365685,0.0,3073.6018554528646,704847.7242837902,0.0,4.2404426622993974e-05,745101.122080922,1011.7922814870261,16099.916333195828,226508.87368709096,289736.31737635954,91391.18085963122,453924.1606975184,328313.4037983876,4.2595692499760614e-05,349001.1973124094,0.0,59118.20262718563
2025-2030,6911.211911933134,0.0,62897.185283821316,0.0,2924.8193500821653,413126.17729542666,0.0,53.01544226989622,645098.1144865459,9296.470786729024,16003.633269730652,227338.8884286655,294242.4519342452,59025.195799729525,369161.0190230921,763009.4940347554,6.985127914137057e-05,647986.4780440098,0.0,55507.79205937523
""
Period,storPWInstalledCap_MW
,HydroPumpStorage,Li-Ion_BESS
2020-2025,61047.00000759482,0.0033647072875021746
2025-2030,61047.00003958626,3359.062701469853
""
Period,storENInstalledCap_MW
,HydroPumpStorage,Li-Ion_BESS
2020-2025,2601010.795004048,0.006729414575004349
2025-2030,2604873.3949930402,6718.125402939706
""
Period,storExpectedAnnualDischarge_GWh
,HydroPumpStorage,Li-Ion_BESS
2020-2025,37272.61419656413,0.011092743608438104
2025-2030,104460.36815121134,2623.6537277590046
