Node	Storage	Period	storPWInvCap
ES618	HydroPumpStorage	1	1.616317661046196e-06
ES618	HydroPumpStorage	2	5.188946681870855e-07
ES618	Li-Ion_BESS	1	7.880335198046041e-05
ES618	Li-Ion_BESS	2	0.001015311673843651
ES620	HydroPumpStorage	1	0.0
ES620	HydroPumpStorage	2	0.0
ES620	Li-Ion_BESS	1	7.773574596942494e-05
ES620	Li-Ion_BESS	2	0.0009140645403961979
EU	HydroPumpStorage	1	3.0827504815533757e-07
EU	HydroPumpStorage	2	1.5892794395542995e-08
EU	Li-Ion_BESS	1	7.738967915990412e-05
EU	Li-Ion_BESS	2	20840.07910854799
France	HydroPumpStorage	1	4.868388714385219e-07
France	HydroPumpStorage	2	3.8630362371678985e-07
France	Li-Ion_BESS	1	8.36554972093075e-05
France	Li-Ion_BESS	2	5278.268808089398
Portugal	HydroPumpStorage	1	2.4631162887089886e-07
Portugal	HydroPumpStorage	2	7.882566354340353e-07
Portugal	Li-Ion_BESS	1	6.896222597411623e-05
Portugal	Li-Ion_BESS	2	0.0007051840952787217
