FromNode	ToNode	Period	transmisionInvCap
ES431	ES618	2	1.4453910168764937e-07
ES431	Portugal	1	0.0
ES431	Portugal	2	0.0
ES432	ES616	1	3.7107965908944607e-06
ES432	ES616	2	4.049673177761426e-07
ES432	Portugal	1	0.0
ES432	Portugal	2	0.0
ES511	ES512	1	1.8905593606177717e-06
ES511	ES512	2	1.4012437900191244e-06
ES511	ES513	1	2.859012965927832e-06
ES511	ES513	2	3.660540675021108e-06
ES511	ES514	1	1.2754640920320526e-05
ES511	ES514	2	2.2077637068420864e-06
ES512	ES513	1	0.00016772788535466697
ES512	ES513	2	5.999228750026727e-05
ES512	France	1	0.0
ES512	France	2	0.0
ES513	ES514	1	1.1515654705362977e-06
ES513	ES514	2	3.657405904745427e-07
ES513	France	1	0.0
ES513	France	2	0.0
ES514	ES522	1	2.9634688871738035e-06
ES514	ES522	2	3.8682077621430466e-06
ES521	ES523	1	2.7285736905469093e-06
ES521	ES523	2	4.184927590454556e-06
ES521	ES620	1	9.756557119544595e-06
ES521	ES620	2	6.887834820573943e-06
ES522	ES523	1	7.2932143666548654e-06
ES522	ES523	2	3.6295478701186536e-06
ES523	ES532	1	1500.0
ES523	ES532	2	0.0
ES611	ES614	1	1.8355563042860013e-06
ES611	ES614	2	4.0565392382125065e-06
ES611	ES620	1	3.137754902127199e-06
ES611	ES620	2	5.26991762283026e-06
ES612	ES615	1	0.0001354113697215225
ES612	ES615	2	5.667411253994729e-05
ES612	ES617	1	9.350614163849968e-06
ES612	ES617	2	5.8381820458937776e-06
ES612	ES618	1	6.880984074086882e-06
ES612	ES618	2	7.889414969792436e-06
ES613	ES614	1	0.00012610642897047453
ES613	ES614	2	4.737660545933177e-05
ES613	ES616	1	1.1017074939445592e-05
ES613	ES616	2	1.790696697744057e-05
ES613	ES617	1	2.407474539722898e-06
ES613	ES617	2	2.1382435190852665e-08
ES613	ES618	1	5.9467784012667835e-06
ES613	ES618	2	1.439830399610037e-05
ES614	ES616	1	3.0858035415803897e-07
ES614	ES616	2	2.6342557033189096e-07
ES614	ES617	1	2.4735541046538856e-06
ES614	ES617	2	4.239323356094905e-06
ES614	ES620	1	0.00026783971304464977
ES614	ES620	2	4.723876510300526e-07
ES615	ES618	1	3.706745701492764e-06
ES615	ES618	2	2.7694075117271604e-06
ES615	Portugal	1	0.0
ES615	Portugal	2	0.0
ES617	ES618	1	8.032116056710947e-07
ES617	ES618	2	3.9846754851212935e-07
EU	France	1	0.0
EU	France	2	1000.0
EU	Italy	1	0.0
EU	Italy	2	999.9999867918559
France	Italy	1	0.0
France	Italy	2	0.0
ES113	ES111	1	1.57809108713991e-06
ES113	ES111	2	6.501895300170618e-06
ES422	ES432	1	2.691406280064257e-06
ES422	ES432	2	1.0681311067571453e-06
ES618	ES422	1	2.4938265141827287e-06
ES618	ES422	2	1.0706892615692037e-06
ES213	France	1	0.0
ES213	France	2	0.0
ES511	Italy	1	0.0
ES511	Italy	2	2000.0
ES523	Italy	1	0.0
ES523	Italy	2	2000.0
