ES111,ES112,ES113,ES120,ES213,ES241,ES243,ES413,ES415,ES419,ES425,ES431,ES432,ES512,ES513,ES514,ES523,ES617,FR,PT,time,EU
78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,78.77777777777777,1500.0,634.4,11/02/2017 22:00,24785.505000000005
76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,76.83333333333333,1620.0,406.7,11/02/2017 23:00,22050.33
67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,67.33333333333333,1159.0,177.2,12/02/2017 00:00,21013.395
57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,57.27777777777777,1122.0,221.2,12/02/2017 01:00,20133.745
48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,48.83333333333333,625.0,216.2,12/02/2017 02:00,20082.95
45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,45.22222222222222,238.0,115.0,12/02/2017 03:00,19884.500000000004
34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,393.0,114.4,12/02/2017 04:00,20498.095
31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,31.166666666666664,494.0,114.4,12/02/2017 05:00,21326.73
38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,38.44444444444444,436.0,280.7,12/02/2017 06:00,23198.725
39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,39.77777777777778,460.0,294.0,12/02/2017 07:00,25961.34
71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,71.44444444444444,926.0,253.5,12/02/2017 08:00,28123.02
