Timestep,Hydro|Reservoir_FR_0,Hydro|Reservoir_ES_0,Hydro|Pumped Storage_ES_0,Hydro|Pumped Storage_FR_0,Battery|Lithium-Ion_FR_0,Battery|Lithium-Ion_PT_0
1911,3.598833e6,904330.8051386614,0.0,0.0,0.0,0.0
1912,3.6e6,905354.2522002634,0.0,0.0,0.0,0.0
1913,3.598283e6,903848.9066316525,0.0,0.0,0.0,0.0
1914,3.596566e6,902343.5610630416,0.0,0.0,0.0,0.0
1915,3.598283e6,896426.0381246435,0.0,0.0,0.0,0.0
1916,3.6e6,890508.5151862456,0.0,0.0,0.0,0.0
1917,3.596753e6,884590.9922478476,0.0,0.0,0.0,0.0
1918,3.593506e6,878673.4693094495,0.0,0.0,0.0,0.0
1919,3.5950395e6,872755.9463710515,0.0,0.0,0.0,0.0
1920,3.596573e6,866838.4234326535,0.0,0.0,0.0,0.0
1921,3.5975495e6,860920.9004942556,0.0,0.0,0.0,0.0
1922,3.598526e6,855003.3775558575,0.0,0.0,0.0,0.0
1923,3.599263e6,849085.8546174595,0.0,0.0,0.0,0.0
1924,3.6e6,843168.3316790615,0.0,0.0,0.0,0.0
1925,3.6e6,838300.951090713,0.0,0.0,0.0,0.0
1926,3.6e6,833433.5705023645,0.0,0.0,0.0,0.0
1927,3.595422e6,827516.0475639666,0.0,0.0,0.0,0.0
1928,3.590844e6,821598.5246255685,0.0,0.0,0.0,0.0
1929,3.5921005e6,818891.0520854807,0.0,0.0,0.0,0.0
1930,3.593357e6,816183.5795453928,0.0,0.0,0.0,0.0
1931,3.5947065e6,817207.0266069948,0.0,0.0,0.0,0.0
1932,3.596056e6,818230.4736685968,0.0,0.0,0.0,0.0
1933,3.597063e6,819253.9207301988,0.0,0.0,0.0,0.0
1934,3.59807e6,820277.3677918009,0.0,0.0,0.0,0.0
1935,3.599035e6,821300.8148534029,0.0,0.0,0.0,0.0
1936,3.6e6,822324.2619150049,0.0,0.0,0.0,0.0
1937,3.59313966e6,820762.656368042,0.0,0.0,0.0,0.0
1938,3.58627932e6,819201.050821079,0.0,0.0,0.0,0.0
1939,3.588978262528656e6,813283.527882681,0.0,0.0,0.0,0.0
1940,3.5916772050573127e6,807366.004944283,0.0,0.0,0.0,0.0
1941,3.5931976025286564e6,801448.4820058851,0.0,0.0,0.0,0.0
1942,3.594718e6,795530.959067487,0.0,0.0,0.0,0.0
1943,3.595869e6,789613.436129089,0.0,0.0,0.0,0.0
1944,3.59702e6,783695.913190691,0.0,0.0,0.0,0.0
1945,3.597577e6,777778.3902522931,0.0,0.0,0.0,0.0
1946,3.598134e6,771860.867313895,0.0,0.0,0.0,0.0
1947,3.599067e6,765943.344375497,0.0,0.0,0.0,0.0
1948,3.6e6,760025.821437099,0.0,0.0,0.0,0.0
1949,3.599765315832571e6,754108.2984987011,0.0,0.0,0.0,0.0
1950,3.599530631665142e6,748190.775560303,0.0,0.0,0.0,0.0
1951,3.59677681421058e6,742273.252621905,0.0,0.0,0.0,0.0
1952,3.5940229967560186e6,736355.729683507,0.0,0.0,0.0,0.0
1953,3.5944884600874837e6,730783.9008093281,0.0,0.0,0.0,0.0
1954,3.5949539234189484e6,725212.071935149,0.0,0.0,0.0,0.0
1955,3.5958429234189484e6,726235.518996751,0.0,0.0,0.0,0.0
1956,3.5967319234189484e6,727258.9660583531,0.0,0.0,0.0,0.0
1957,3.5971649234189484e6,728282.4131199551,0.0,0.0,0.0,0.0
1958,3.5975979234189484e6,729305.8601815571,0.0,0.0,0.0,0.0
1959,3.5982074234189484e6,730329.3072431592,0.0,0.0,0.0,0.0
1960,3.5988169234189484e6,731352.7543047612,0.0,0.0,0.0,0.0
1961,3.597919851247602e6,731870.7236986011,0.0,0.0,0.0,0.0
1962,3.597022779076256e6,732388.6930924411,0.0,0.0,0.0,0.0
1963,3.597153878259858e6,726471.170154043,0.0,0.0,0.0,0.0
1964,3.5972849774434604e6,720553.6472156451,0.0,0.0,0.0,0.0
1965,3.59413198872173e6,714636.1242772471,0.0,0.0,0.0,0.0
1966,3.590979e6,708718.601338849,0.0,0.0,0.0,0.0
1967,3.592155e6,702801.078400451,0.0,0.0,0.0,0.0
1968,3.593331e6,696883.555462053,0.0,0.0,0.0,0.0
1969,3.5943155e6,690966.0325236551,0.0,0.0,0.0,0.0
1970,3.5953e6,685048.509585257,0.0,0.0,0.0,0.0
1971,3.5962095e6,679130.986646859,0.0,0.0,0.0,0.0
1972,3.597119e6,673213.463708461,0.0,0.0,0.0,0.0
1973,3.5985595e6,668970.9479113696,0.0,0.0,0.0,0.0
1974,3.6e6,664728.4321142782,0.0,0.0,0.0,0.0
1975,3.5967345e6,661520.193082838,0.0,0.0,0.0,0.0
1976,3.593469e6,658311.9540513977,0.0,0.0,0.0,0.0
1977,3.5951315e6,659335.4011129998,0.0,0.0,0.0,0.0
1978,3.596794e6,660358.8481746018,0.0,0.0,0.0,0.0
1979,3.598397e6,661382.2952362038,0.0,0.0,0.0,0.0
1980,3.6e6,662405.7422978058,0.0,0.0,0.0,0.0
1981,3.5936925e6,663429.1893594079,0.0,0.0,0.0,0.0
1982,3.587385e6,664452.6364210099,0.0,0.0,0.0,0.0
1983,3.588366e6,665476.0834826119,0.0,0.0,0.0,0.0
1984,3.589347e6,666499.530544214,0.0,0.0,0.0,0.0
1985,3.5912335e6,667522.977605816,0.0,0.0,0.0,0.0
1986,3.59312e6,668546.424667418,0.0,0.0,0.0,0.0
1987,3.5948885e6,669569.87172902,0.0,0.0,0.0,0.0
1988,3.596657e6,670593.318790622,0.0,0.0,0.0,0.0
1989,3.5983285e6,671616.7658522241,0.0,0.0,0.0,0.0
1990,3.6e6,672640.2129138261,0.0,0.0,0.0,0.0
1991,3.5976475719188508e6,673663.6599754281,0.0,0.0,0.0,0.0
1992,3.595295143837702e6,674687.1070370302,0.0,0.0,0.0,0.0
1993,3.596113143837702e6,675710.5540986322,0.0,0.0,0.0,0.0
1994,3.596931143837702e6,676734.0011602342,0.0,0.0,0.0,0.0
1995,3.597669143837702e6,677757.4482218362,0.0,0.0,0.0,0.0
1996,3.598407143837702e6,678780.8952834383,0.0,0.0,0.0,0.0
1997,3.5992035719188508e6,679804.3423450403,0.0,0.0,0.0,0.0
1998,3.6e6,680827.7894066423,0.0,0.0,0.0,0.0
1999,3.59703215467098e6,681851.2364682443,0.0,0.0,0.0,0.0
2000,3.5940643093419597e6,682874.6835298464,0.0,0.0,0.0,0.0
2001,3.5955588093419597e6,683898.1305914484,0.0,0.0,0.0,0.0
2002,3.5970533093419597e6,684921.5776530504,0.0,0.0,0.0,0.0
2003,3.59760165467098e6,685945.0247146524,0.0,0.0,0.0,0.0
2004,3.59815e6,686968.4717762545,0.0,0.0,0.0,0.0
2005,3.599075e6,687991.9188378565,0.0,0.0,0.0,0.0
2006,3.6e6,689015.3658994585,0.0,0.0,0.0,0.0
2007,3.6e6,690038.8129610606,0.0,0.0,0.0,0.0
2008,3.6e6,691062.2600226626,0.0,0.0,0.0,0.0
2009,3.6e6,692085.7070842646,0.0,0.0,0.0,0.0
2010,3.6e6,693109.1541458666,0.0,0.0,0.0,0.0
2011,3.593774243368121e6,694132.6012074687,0.0,0.0,0.0,0.0
2012,3.5875484867362413e6,695156.0482690707,0.0,0.0,0.0,0.0
2013,3.5852241197335883e6,696179.4953306727,0.0,0.0,0.0,0.0
2014,3.5828997527309353e6,697202.9423922747,0.0,0.0,0.0,0.0
2015,3.5840027527309353e6,698226.3894538768,0.0,0.0,0.0,0.0
2016,3.585105752730936e6,699249.8365154788,0.0,0.0,0.0,0.0
2017,3.585946252730936e6,694921.2284211753,0.0,0.0,0.0,0.0
2018,3.586786752730936e6,690592.6203268718,0.0,0.0,0.0,0.0
2019,3.587360752730936e6,687733.190422067,0.0,0.0,0.0,0.0
2020,3.587934752730936e6,684873.7605172622,0.0,0.0,0.0,0.0
2021,3.5872986096725045e6,683300.1419208411,0.0,0.0,0.0,0.0
2022,3.5866624666140736e6,681726.52332442,0.0,0.0,0.0,0.0
2023,3.584324245451547e6,677169.4738129647,0.0,0.0,0.0,0.0
2024,3.5819860242890203e6,672612.4243015096,0.0,0.0,0.0,0.0
2025,3.583504273762171e6,669423.7998463952,0.0,0.0,0.0,0.0
2026,3.5850225232353224e6,666235.1753912807,0.0,0.0,0.0,0.0
2027,3.5859155232353224e6,667477.9325375117,0.0,0.0,0.0,0.0
2028,3.5868085232353224e6,668720.6896837427,0.0,0.0,0.0,0.0
2029,3.5874605232353224e6,669963.4468299737,0.0,0.0,0.0,0.0
2030,3.5881125232353224e6,671206.2039762047,0.0,0.0,0.0,0.0
2031,3.5890150232353224e6,672448.9611224358,0.0,0.0,0.0,0.0
2032,3.5899175232353224e6,673691.7182686668,0.0,0.0,0.0,0.0
2033,3.5874424226623904e6,671263.4342582496,0.0,0.0,0.0,0.0
2034,3.584967322089459e6,668835.1502478324,0.0,0.0,0.0,0.0
2035,3.582688837033901e6,663136.9373940635,0.0,0.0,0.0,0.0
2036,3.580410351978343e6,657438.7245402944,0.0,0.0,0.0,0.0
2037,3.578620965467234e6,651740.5116865253,0.0,0.0,0.0,0.0
2038,3.5768315789561253e6,646042.2988327564,0.0,0.0,0.0,0.0
2039,3.5778625789561253e6,640344.0859789874,0.0,0.0,0.0,0.0
2040,3.5788935789561253e6,634645.8731252183,0.0,0.0,0.0,0.0
2041,3.5794455789561253e6,628947.6602714492,0.0,0.0,0.0,0.0
2042,3.5799975789561253e6,623249.4474176803,0.0,0.0,0.0,0.0
2043,3.5805410789561253e6,617551.2345639113,0.0,0.0,0.0,0.0
2044,3.5810845789561253e6,611853.0217101423,0.0,0.0,0.0,0.0
2045,3.577277378480231e6,606808.4773309208,0.0,0.0,0.0,0.0
2046,3.5734701780043365e6,601763.9329516992,0.0,0.0,0.0,0.0
2047,3.5681827826877274e6,596065.7200979302,0.0,0.0,0.0,0.0
2048,3.5628953873711177e6,590367.5072441612,0.0,0.0,0.0,0.0
2049,3.5614367398518957e6,586677.1369358663,0.0,0.0,0.0,0.0
2050,3.559978092332674e6,582986.7666275714,0.0,0.0,0.0,0.0
2051,3.560581312541154e6,584229.5237738024,0.0,0.0,0.0,0.0
2052,3.561184532749634e6,585472.2809200335,0.0,0.0,0.0,0.0
2053,3.562397032749634e6,586715.0380662645,0.0,0.0,0.0,0.0
