Timestep,Import_FR_MW,Import_PT_MW
253,-8962.92808951602,235.0885779465134
254,-7279.696297216535,-634.8097064533631
255,-7279.696297216535,-634.8097064533631
256,4822.914830761671,-2325.4199652446114
257,4822.914830761671,-2325.4199652446114
258,7839.657203424258,-2083.7627928819365
259,7839.657203424258,-2083.7627928819365
260,9652.894209322214,-889.1919216874612
261,9652.894209322214,-889.1919216874612
262,9652.894209322214,-4040.593456638193
263,9652.894209322214,-4040.593456638193
264,9652.894209322214,-4009.471625025333
265,9652.894209322214,-4009.471625025333
266,9652.894209322214,-1108.9319979224347
267,9652.894209322214,-1108.9319979224347
268,9652.894209322214,-832.0979619966129
269,9652.894209322214,-832.0979619966129
270,9295.956142372846,-351.50999068261626
271,9295.956142372846,-351.50999068261626
272,5235.472580187503,-3671.8260763062426
273,5235.472580187503,-3671.8260763062426
274,3924.6941528088246,-2522.5401927119674
275,3924.6941528088246,-2522.5401927119674
276,-8479.891728726194,-2416.7192795158608
277,-8479.891728726194,-2416.7192795158608
278,-5489.643000603468,-3877.357151874585
279,-5489.643000603468,-3877.357151874585
280,3452.4795140731294,-5828.345852283292
281,3452.4795140731294,-5828.345852283292
282,7942.909523712176,-4292.044357053124
283,7942.909523712176,-4292.044357053124
284,9652.894209322214,-2412.034321262623
285,9652.894209322214,-2412.034321262623
286,9652.894209322214,-4694.386621404885
287,9652.894209322214,-4694.386621404885
288,9652.894209322214,-1471.4725617186014
289,9652.894209322214,-1471.4725617186014
290,9652.894209322214,-2618.066371491108
291,9652.894209322214,-2618.066371491108
292,9173.908419844349,-3911.55527841766
293,9173.908419844349,-3911.55527841766
294,7900.299167588168,-4192.819582755785
295,7900.299167588168,-4192.819582755785
296,5040.018493745098,-3426.9547459525493
297,5040.018493745098,-3426.9547459525493
298,-1376.527274690492,-2811.5817301100033
299,-1376.527274690492,-2811.5817301100033
300,-9652.894209322214,-2435.515061246537
301,-9652.894209322214,-2435.515061246537
302,-9652.894209322214,-3502.6742186579486
303,-9652.894209322214,-3502.6742186579486
304,-3628.571346846569,-5406.7208297618145
305,-3628.571346846569,-5406.7208297618145
306,423.4683735275903,-1532.4901816597521
307,423.4683735275903,-1532.4901816597521
308,-763.8871829427226,-2800.643707116864
309,-763.8871829427226,-2800.643707116864
310,3283.688162299327,-1632.7500569630665
311,3283.688162299327,-1632.7500569630665
312,1305.3660041888143,-97.77274625693644
313,1305.3660041888143,-97.77274625693644
314,1394.863386993533,-2202.2568875142115
315,1394.863386993533,-2202.2568875142115
316,1843.9107880549864,-4272.640834773336
317,1843.9107880549864,-4272.640834773336
318,-846.0876531489739,-3752.902517692135
319,-846.0876531489739,-3752.902517692135
320,-8878.024105040262,-2131.849368640058
321,-8878.024105040262,-2131.849368640058
322,-9652.894209322214,-3380.1032474800413
323,-9652.894209322214,-3380.1032474800413
324,-9652.894209322214,-2454.8275589163823
325,-9652.894209322214,-2454.8275589163823
326,-9652.894209322214,-2771.36795124518
327,-9652.894209322214,-2771.36795124518
328,-9652.894209322214,-2383.2232792186624
329,-9652.894209322214,-2383.2232792186624
330,648.561890236022,-4330.770144032247
331,648.561890236022,-4330.770144032247
332,2522.3829613893467,-3104.5927197592555
333,2522.3829613893467,-3104.5927197592555
334,7617.546600784775,-4247.085242221341
335,7617.546600784775,-4247.085242221341
336,9652.894209322214,-4407.865070765203
337,9652.894209322214,-4407.865070765203
338,9652.894209322214,-1489.0706072871326
339,9652.894209322214,-1489.0706072871326
340,9652.894209322214,-2665.8888544560396
341,9652.894209322214,-2665.8888544560396
342,9652.894209322214,-3943.2318678841475
