Model Version,Region,Unit,Year,Value
REPowerEU++ v1.2.0,PL,€/tCO2,2045,530.47
REPowerEU++ v1.2.0,PL,€/tCO2,2050,666.67
REPowerEU++ v1.2.0,PL,€/tCO2,2055,735.19
REPowerEU++ v1.2.0,PT,€/tCO2,2018,143.57
REPowerEU++ v1.2.0,PT,€/tCO2,2025,231.19
REPowerEU++ v1.2.0,PT,€/tCO2,2030,210.24
REPowerEU++ v1.2.0,PT,€/tCO2,2035,283.78
REPowerEU++ v1.2.0,PT,€/tCO2,2040,374.72
REPowerEU++ v1.2.0,PT,€/tCO2,2045,562.04
REPowerEU++ v1.2.0,PT,€/tCO2,2050,685
REPowerEU++ v1.2.0,PT,€/tCO2,2055,676.19
REPowerEU++ v1.2.0,RO,€/tCO2,2018,143.56
REPowerEU++ v1.2.0,RO,€/tCO2,2025,231.35
REPowerEU++ v1.2.0,RO,€/tCO2,2030,204.36
REPowerEU++ v1.2.0,RO,€/tCO2,2035,319.13
REPowerEU++ v1.2.0,RO,€/tCO2,2040,390.87
REPowerEU++ v1.2.0,RO,€/tCO2,2045,545.8
REPowerEU++ v1.2.0,RO,€/tCO2,2050,646.71
REPowerEU++ v1.2.0,RO,€/tCO2,2055,738.78
REPowerEU++ v1.2.0,SE,€/tCO2,2018,55.32
REPowerEU++ v1.2.0,SE,€/tCO2,2025,227.1
REPowerEU++ v1.2.0,SE,€/tCO2,2030,201.48
REPowerEU++ v1.2.0,SE,€/tCO2,2035,321.59
REPowerEU++ v1.2.0,SE,€/tCO2,2040,404.64
REPowerEU++ v1.2.0,SE,€/tCO2,2045,528.91
REPowerEU++ v1.2.0,SE,€/tCO2,2050,661.59
REPowerEU++ v1.2.0,SE,€/tCO2,2055,715.15
REPowerEU++ v1.2.0,SI,€/tCO2,2018,158.47
REPowerEU++ v1.2.0,SI,€/tCO2,2025,231.77
REPowerEU++ v1.2.0,SI,€/tCO2,2030,210.81
REPowerEU++ v1.2.0,SI,€/tCO2,2035,304.59
REPowerEU++ v1.2.0,SI,€/tCO2,2040,390.73
REPowerEU++ v1.2.0,SI,€/tCO2,2045,546.95
REPowerEU++ v1.2.0,SI,€/tCO2,2050,664.99
REPowerEU++ v1.2.0,SI,€/tCO2,2055,715.16
REPowerEU++ v1.2.0,SK,€/tCO2,2018,143.55
REPowerEU++ v1.2.0,SK,€/tCO2,2025,225.8
REPowerEU++ v1.2.0,SK,€/tCO2,2030,213.27
REPowerEU++ v1.2.0,SK,€/tCO2,2035,323.24
REPowerEU++ v1.2.0,SK,€/tCO2,2040,394.47
REPowerEU++ v1.2.0,SK,€/tCO2,2045,537.23
REPowerEU++ v1.2.0,SK,€/tCO2,2050,662.7
REPowerEU++ v1.2.0,SK,€/tCO2,2055,712.54
REPowerEU++ v1.2.0,TR,€/tCO2,2018,350.02
REPowerEU++ v1.2.0,TR,€/tCO2,2025,231.43
REPowerEU++ v1.2.0,TR,€/tCO2,2030,243.88
REPowerEU++ v1.2.0,TR,€/tCO2,2035,325.43
REPowerEU++ v1.2.0,TR,€/tCO2,2040,365.84
REPowerEU++ v1.2.0,TR,€/tCO2,2045,517.55
REPowerEU++ v1.2.0,TR,€/tCO2,2050,583.36
REPowerEU++ v1.2.0,TR,€/tCO2,2055,737.46
REPowerEU++ v1.2.0,UK,€/tCO2,2018,143.55
REPowerEU++ v1.2.0,UK,€/tCO2,2025,226.88
REPowerEU++ v1.2.0,UK,€/tCO2,2030,222.54
REPowerEU++ v1.2.0,UK,€/tCO2,2035,315.4
REPowerEU++ v1.2.0,UK,€/tCO2,2040,399.12
REPowerEU++ v1.2.0,UK,€/tCO2,2045,553.15
REPowerEU++ v1.2.0,UK,€/tCO2,2050,636.59
REPowerEU++ v1.2.0,UK,€/tCO2,2055,712.35
NECPEssentials v1.2.0,AT,€/tCO2,2018,191.42
NECPEssentials v1.2.0,AT,€/tCO2,2025,283.81
NECPEssentials v1.2.0,AT,€/tCO2,2030,272.76
NECPEssentials v1.2.0,AT,€/tCO2,2035,364.13
NECPEssentials v1.2.0,AT,€/tCO2,2040,469.92
NECPEssentials v1.2.0,AT,€/tCO2,2045,699.55
NECPEssentials v1.2.0,AT,€/tCO2,2050,428.01
NECPEssentials v1.2.0,AT,€/tCO2,2055,1098.32
NECPEssentials v1.2.0,BE,€/tCO2,2018,191.41
NECPEssentials v1.2.0,BE,€/tCO2,2025,293.37
NECPEssentials v1.2.0,BE,€/tCO2,2030,311.9
NECPEssentials v1.2.0,BE,€/tCO2,2035,351.84
NECPEssentials v1.2.0,BE,€/tCO2,2040,455.34
NECPEssentials v1.2.0,BE,€/tCO2,2045,642.93
NECPEssentials v1.2.0,BE,€/tCO2,2050,722.24
NECPEssentials v1.2.0,BE,€/tCO2,2055,957.22
NECPEssentials v1.2.0,BG,€/tCO2,2018,146.1
NECPEssentials v1.2.0,BG,€/tCO2,2025,290.76
NECPEssentials v1.2.0,BG,€/tCO2,2030,311.82
NECPEssentials v1.2.0,BG,€/tCO2,2035,367.61
NECPEssentials v1.2.0,BG,€/tCO2,2040,451.33
NECPEssentials v1.2.0,BG,€/tCO2,2045,698.35
NECPEssentials v1.2.0,BG,€/tCO2,2050,695.06
NECPEssentials v1.2.0,BG,€/tCO2,2055,1085.55
NECPEssentials v1.2.0,CH,€/tCO2,2018,191.47
NECPEssentials v1.2.0,CH,€/tCO2,2025,283.57
NECPEssentials v1.2.0,CH,€/tCO2,2030,176.58
NECPEssentials v1.2.0,CH,€/tCO2,2035,351.72
NECPEssentials v1.2.0,CH,€/tCO2,2040,405.08
NECPEssentials v1.2.0,CH,€/tCO2,2045,674.86
NECPEssentials v1.2.0,CH,€/tCO2,2050,687.06
NECPEssentials v1.2.0,CH,€/tCO2,2055,1085.29
NECPEssentials v1.2.0,CZ,€/tCO2,2018,191.44
NECPEssentials v1.2.0,CZ,€/tCO2,2025,284.37
NECPEssentials v1.2.0,CZ,€/tCO2,2030,324.15
NECPEssentials v1.2.0,CZ,€/tCO2,2035,359.48
NECPEssentials v1.2.0,CZ,€/tCO2,2040,459.52
NECPEssentials v1.2.0,CZ,€/tCO2,2045,661.75
NECPEssentials v1.2.0,CZ,€/tCO2,2050,690.73
NECPEssentials v1.2.0,CZ,€/tCO2,2055,1083.87
NECPEssentials v1.2.0,DE,€/tCO2,2018,191.42
NECPEssentials v1.2.0,DE,€/tCO2,2025,282.14
NECPEssentials v1.2.0,DE,€/tCO2,2030,320.96
NECPEssentials v1.2.0,DE,€/tCO2,2035,341.19
NECPEssentials v1.2.0,DE,€/tCO2,2040,455.89
NECPEssentials v1.2.0,DE,€/tCO2,2045,683.85
NECPEssentials v1.2.0,DE,€/tCO2,2050,697.09
NECPEssentials v1.2.0,DE,€/tCO2,2055,1085.2
NECPEssentials v1.2.0,DK,€/tCO2,2018,181.58
NECPEssentials v1.2.0,DK,€/tCO2,2025,285.97
NECPEssentials v1.2.0,DK,€/tCO2,2030,315.65
NECPEssentials v1.2.0,DK,€/tCO2,2035,359.1
NECPEssentials v1.2.0,DK,€/tCO2,2040,416.63
NECPEssentials v1.2.0,DK,€/tCO2,2045,720.26
NECPEssentials v1.2.0,DK,€/tCO2,2050,686.69
NECPEssentials v1.2.0,DK,€/tCO2,2055,1085.91
NECPEssentials v1.2.0,EE,€/tCO2,2018,117.82
NECPEssentials v1.2.0,EE,€/tCO2,2025,285.52
NECPEssentials v1.2.0,EE,€/tCO2,2030,319.26
NECPEssentials v1.2.0,EE,€/tCO2,2035,364
NECPEssentials v1.2.0,EE,€/tCO2,2040,436.29
NECPEssentials v1.2.0,EE,€/tCO2,2045,699.73
NECPEssentials v1.2.0,EE,€/tCO2,2050,763.97
NECPEssentials v1.2.0,EE,€/tCO2,2055,1085.87
NECPEssentials v1.2.0,ES,€/tCO2,2018,191.4
NECPEssentials v1.2.0,ES,€/tCO2,2025,258.93
NECPEssentials v1.2.0,ES,€/tCO2,2030,263.99
NECPEssentials v1.2.0,ES,€/tCO2,2035,368.03
NECPEssentials v1.2.0,ES,€/tCO2,2040,470.26
NECPEssentials v1.2.0,ES,€/tCO2,2045,693.84
NECPEssentials v1.2.0,ES,€/tCO2,2050,691.7
NECPEssentials v1.2.0,ES,€/tCO2,2055,1072.17
NECPEssentials v1.2.0,FI,€/tCO2,2018,232.05
NECPEssentials v1.2.0,FI,€/tCO2,2025,294.02
NECPEssentials v1.2.0,FI,€/tCO2,2030,297.47
NECPEssentials v1.2.0,FI,€/tCO2,2035,356.54
NECPEssentials v1.2.0,FI,€/tCO2,2040,385.93
NECPEssentials v1.2.0,FI,€/tCO2,2045,699.73
NECPEssentials v1.2.0,FI,€/tCO2,2050,785.27
NECPEssentials v1.2.0,FI,€/tCO2,2055,947.62
NECPEssentials v1.2.0,FR,€/tCO2,2018,191.41
NECPEssentials v1.2.0,FR,€/tCO2,2025,274.11
NECPEssentials v1.2.0,FR,€/tCO2,2030,319.64
NECPEssentials v1.2.0,FR,€/tCO2,2035,349.49
NECPEssentials v1.2.0,FR,€/tCO2,2040,451.66
NECPEssentials v1.2.0,FR,€/tCO2,2045,699.81
NECPEssentials v1.2.0,FR,€/tCO2,2050,693.92
NECPEssentials v1.2.0,FR,€/tCO2,2055,1086.26
NECPEssentials v1.2.0,GR,€/tCO2,2018,139.15
NECPEssentials v1.2.0,GR,€/tCO2,2025,292.16
NECPEssentials v1.2.0,GR,€/tCO2,2030,301.02
NECPEssentials v1.2.0,GR,€/tCO2,2035,365.86
NECPEssentials v1.2.0,GR,€/tCO2,2040,456.66
NECPEssentials v1.2.0,GR,€/tCO2,2045,697.65
NECPEssentials v1.2.0,GR,€/tCO2,2050,689.82
NECPEssentials v1.2.0,GR,€/tCO2,2055,1083.64
NECPEssentials v1.2.0,HR,€/tCO2,2018,167.36
NECPEssentials v1.2.0,HR,€/tCO2,2025,284.87
NECPEssentials v1.2.0,HR,€/tCO2,2030,308.97
NECPEssentials v1.2.0,HR,€/tCO2,2035,366.3
NECPEssentials v1.2.0,HR,€/tCO2,2040,453.07
NECPEssentials v1.2.0,HR,€/tCO2,2045,692.79
NECPEssentials v1.2.0,HR,€/tCO2,2050,698.3
NECPEssentials v1.2.0,HR,€/tCO2,2055,1086.73
NECPEssentials v1.2.0,HU,€/tCO2,2018,167.4
NECPEssentials v1.2.0,HU,€/tCO2,2025,288.04
NECPEssentials v1.2.0,HU,€/tCO2,2030,302.74
NECPEssentials v1.2.0,HU,€/tCO2,2035,360.4
NECPEssentials v1.2.0,HU,€/tCO2,2040,444.9
NECPEssentials v1.2.0,HU,€/tCO2,2045,698.03
NECPEssentials v1.2.0,HU,€/tCO2,2050,754.18
NECPEssentials v1.2.0,HU,€/tCO2,2055,705.36
NECPEssentials v1.2.0,IE,€/tCO2,2018,191.4
NECPEssentials v1.2.0,IE,€/tCO2,2025,269.36
NECPEssentials v1.2.0,IE,€/tCO2,2030,321.83
NECPEssentials v1.2.0,IE,€/tCO2,2035,346.82
NECPEssentials v1.2.0,IE,€/tCO2,2040,438.27
NECPEssentials v1.2.0,IE,€/tCO2,2045,698.74
NECPEssentials v1.2.0,IE,€/tCO2,2050,753.8
NECPEssentials v1.2.0,IE,€/tCO2,2055,1084.65
NECPEssentials v1.2.0,IT,€/tCO2,2018,191.42
NECPEssentials v1.2.0,IT,€/tCO2,2025,283.46
NECPEssentials v1.2.0,IT,€/tCO2,2030,266.29
NECPEssentials v1.2.0,IT,€/tCO2,2035,343.64
NECPEssentials v1.2.0,IT,€/tCO2,2040,424.37
NECPEssentials v1.2.0,IT,€/tCO2,2045,661.97
NECPEssentials v1.2.0,IT,€/tCO2,2050,742.06
NECPEssentials v1.2.0,IT,€/tCO2,2055,1138.78
NECPEssentials v1.2.0,LT,€/tCO2,2018,100.08
NECPEssentials v1.2.0,LT,€/tCO2,2025,289.54
NECPEssentials v1.2.0,LT,€/tCO2,2030,322.31
NECPEssentials v1.2.0,LT,€/tCO2,2035,368.84
NECPEssentials v1.2.0,LT,€/tCO2,2040,447.44
NECPEssentials v1.2.0,LT,€/tCO2,2045,699.7
NECPEssentials v1.2.0,LT,€/tCO2,2050,650.81
NECPEssentials v1.2.0,LT,€/tCO2,2055,1100.74
NECPEssentials v1.2.0,LU,€/tCO2,2018,246.33
NECPEssentials v1.2.0,LU,€/tCO2,2025,270.78
NECPEssentials v1.2.0,LU,€/tCO2,2030,315.45
NECPEssentials v1.2.0,LU,€/tCO2,2035,334.19
NECPEssentials v1.2.0,LU,€/tCO2,2040,411.45
NECPEssentials v1.2.0,LU,€/tCO2,2045,650.35
NECPEssentials v1.2.0,LU,€/tCO2,2050,753.87
NECPEssentials v1.2.0,LU,€/tCO2,2055,1085.31
NECPEssentials v1.2.0,LV,€/tCO2,2018,100.08
NECPEssentials v1.2.0,LV,€/tCO2,2025,246.77
NECPEssentials v1.2.0,LV,€/tCO2,2030,321.01
NECPEssentials v1.2.0,LV,€/tCO2,2035,356.1
NECPEssentials v1.2.0,LV,€/tCO2,2040,451.01
NECPEssentials v1.2.0,LV,€/tCO2,2045,687.44
NECPEssentials v1.2.0,LV,€/tCO2,2050,753.68
NECPEssentials v1.2.0,LV,€/tCO2,2055,1037.32
NECPEssentials v1.2.0,NL,€/tCO2,2018,191.41
NECPEssentials v1.2.0,NL,€/tCO2,2025,293.4
NECPEssentials v1.2.0,NL,€/tCO2,2030,300.61
NECPEssentials v1.2.0,NL,€/tCO2,2035,367.34
NECPEssentials v1.2.0,NL,€/tCO2,2040,468.27
NECPEssentials v1.2.0,NL,€/tCO2,2045,699.85
NECPEssentials v1.2.0,NL,€/tCO2,2050,629.81
NECPEssentials v1.2.0,NL,€/tCO2,2055,1053.63
NECPEssentials v1.2.0,NO,€/tCO2,2018,128.64
NECPEssentials v1.2.0,NO,€/tCO2,2025,301.44
NECPEssentials v1.2.0,NO,€/tCO2,2030,305
NECPEssentials v1.2.0,NO,€/tCO2,2035,375.15
NECPEssentials v1.2.0,NO,€/tCO2,2040,251.28
NECPEssentials v1.2.0,NO,€/tCO2,2045,786.47
NECPEssentials v1.2.0,NO,€/tCO2,2050,704.93
NECPEssentials v1.2.0,NO,€/tCO2,2055,1085.09
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2018,145.83
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2025,288.1
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2030,308.78
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2035,366.48
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2040,440.26
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2045,696.28
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2050,754.51
NECPEssentials v1.2.0,NONEU_Balkan,€/tCO2,2055,1060.04
NECPEssentials v1.2.0,PL,€/tCO2,2018,147.65
NECPEssentials v1.2.0,PL,€/tCO2,2025,283.65
NECPEssentials v1.2.0,PL,€/tCO2,2030,311.77
NECPEssentials v1.2.0,PL,€/tCO2,2035,372.77
NECPEssentials v1.2.0,PL,€/tCO2,2040,470.15
NECPEssentials v1.2.0,PL,€/tCO2,2045,699.7
NECPEssentials v1.2.0,PL,€/tCO2,2050,675.81
NECPEssentials v1.2.0,PL,€/tCO2,2055,1081.14
NECPEssentials v1.2.0,PT,€/tCO2,2018,191.37
NECPEssentials v1.2.0,PT,€/tCO2,2025,275.73
NECPEssentials v1.2.0,PT,€/tCO2,2030,285.02
NECPEssentials v1.2.0,PT,€/tCO2,2035,368.03
NECPEssentials v1.2.0,PT,€/tCO2,2040,463.62
NECPEssentials v1.2.0,PT,€/tCO2,2045,706.92
NECPEssentials v1.2.0,PT,€/tCO2,2050,665.1
NECPEssentials v1.2.0,PT,€/tCO2,2055,1090.77
NECPEssentials v1.2.0,RO,€/tCO2,2018,167.31
NECPEssentials v1.2.0,RO,€/tCO2,2025,287.55
NECPEssentials v1.2.0,RO,€/tCO2,2030,314.6
NECPEssentials v1.2.0,RO,€/tCO2,2035,374.67
NECPEssentials v1.2.0,RO,€/tCO2,2040,442.12
NECPEssentials v1.2.0,RO,€/tCO2,2045,698.98
NECPEssentials v1.2.0,RO,€/tCO2,2050,698.56
NECPEssentials v1.2.0,RO,€/tCO2,2055,1006.6
NECPEssentials v1.2.0,SE,€/tCO2,2018,199.89
NECPEssentials v1.2.0,SE,€/tCO2,2025,305.93
NECPEssentials v1.2.0,SE,€/tCO2,2030,332.27
NECPEssentials v1.2.0,SE,€/tCO2,2035,373.46
NECPEssentials v1.2.0,SE,€/tCO2,2040,373.08
NECPEssentials v1.2.0,SE,€/tCO2,2045,768.63
NECPEssentials v1.2.0,SE,€/tCO2,2050,635.47
NECPEssentials v1.2.0,SE,€/tCO2,2055,1089.85
NECPEssentials v1.2.0,SI,€/tCO2,2018,44
NECPEssentials v1.2.0,SI,€/tCO2,2025,280.03
NECPEssentials v1.2.0,SI,€/tCO2,2030,294.68
NECPEssentials v1.2.0,SI,€/tCO2,2035,335.95
NECPEssentials v1.2.0,SI,€/tCO2,2040,453.33
NECPEssentials v1.2.0,SI,€/tCO2,2045,669.06
NECPEssentials v1.2.0,SI,€/tCO2,2050,753.97
NECPEssentials v1.2.0,SI,€/tCO2,2055,924.04
NECPEssentials v1.2.0,SK,€/tCO2,2018,191.44
NECPEssentials v1.2.0,SK,€/tCO2,2025,290.85
NECPEssentials v1.2.0,SK,€/tCO2,2030,314.72
NECPEssentials v1.2.0,SK,€/tCO2,2035,371.27
NECPEssentials v1.2.0,SK,€/tCO2,2040,469.92
NECPEssentials v1.2.0,SK,€/tCO2,2045,694.44
NECPEssentials v1.2.0,SK,€/tCO2,2050,684.44
NECPEssentials v1.2.0,SK,€/tCO2,2055,1084.63
NECPEssentials v1.2.0,TR,€/tCO2,2018,351.06
NECPEssentials v1.2.0,TR,€/tCO2,2025,270.62
NECPEssentials v1.2.0,TR,€/tCO2,2030,319.57
NECPEssentials v1.2.0,TR,€/tCO2,2035,361.92
NECPEssentials v1.2.0,TR,€/tCO2,2040,443.28
NECPEssentials v1.2.0,TR,€/tCO2,2045,686.15
NECPEssentials v1.2.0,TR,€/tCO2,2050,754.85
NECPEssentials v1.2.0,TR,€/tCO2,2055,981.16
NECPEssentials v1.2.0,UK,€/tCO2,2018,191.41
NECPEssentials v1.2.0,UK,€/tCO2,2025,257.95
NECPEssentials v1.2.0,UK,€/tCO2,2030,314.39
NECPEssentials v1.2.0,UK,€/tCO2,2035,355.42
NECPEssentials v1.2.0,UK,€/tCO2,2040,443.53
NECPEssentials v1.2.0,UK,€/tCO2,2045,699.97
NECPEssentials v1.2.0,UK,€/tCO2,2050,658.59
NECPEssentials v1.2.0,UK,€/tCO2,2055,1086.45
Trinity v1.2.0,AT,€/tCO2,2018,54.51
Trinity v1.2.0,AT,€/tCO2,2025,48.72
Trinity v1.2.0,AT,€/tCO2,2030,32.3
Trinity v1.2.0,AT,€/tCO2,2035,63.5
Trinity v1.2.0,AT,€/tCO2,2040,75.75
Trinity v1.2.0,AT,€/tCO2,2045,122.49
Trinity v1.2.0,AT,€/tCO2,2050,144.54
Trinity v1.2.0,AT,€/tCO2,2055,176.35
Trinity v1.2.0,BE,€/tCO2,2018,54.51
Trinity v1.2.0,BE,€/tCO2,2025,50.35
Trinity v1.2.0,BE,€/tCO2,2030,48.1
Trinity v1.2.0,BE,€/tCO2,2035,63.67
Trinity v1.2.0,BE,€/tCO2,2040,76.71
Trinity v1.2.0,BE,€/tCO2,2045,116
Trinity v1.2.0,BE,€/tCO2,2050,146.33
Trinity v1.2.0,BE,€/tCO2,2055,182.77
Trinity v1.2.0,BG,€/tCO2,2018,60.33
Trinity v1.2.0,BG,€/tCO2,2025,35.64
Trinity v1.2.0,BG,€/tCO2,2030,0.82
Trinity v1.2.0,BG,€/tCO2,2035,59.16
Trinity v1.2.0,BG,€/tCO2,2040,87.2
Trinity v1.2.0,BG,€/tCO2,2045,107.24
Trinity v1.2.0,BG,€/tCO2,2050,139.87
Trinity v1.2.0,BG,€/tCO2,2055,183.94
Trinity v1.2.0,CH,€/tCO2,2018,54.51
Trinity v1.2.0,CH,€/tCO2,2025,50
Trinity v1.2.0,CH,€/tCO2,2030,32.29
Trinity v1.2.0,CH,€/tCO2,2035,54.75
Trinity v1.2.0,CH,€/tCO2,2040,81.36
Trinity v1.2.0,CH,€/tCO2,2045,115.31
Trinity v1.2.0,CH,€/tCO2,2050,139.6
Trinity v1.2.0,CH,€/tCO2,2055,180.24
Trinity v1.2.0,CZ,€/tCO2,2018,54.5
Trinity v1.2.0,CZ,€/tCO2,2025,50.28
Trinity v1.2.0,CZ,€/tCO2,2030,48.04
Trinity v1.2.0,CZ,€/tCO2,2035,63.65
Trinity v1.2.0,CZ,€/tCO2,2040,87.7
Trinity v1.2.0,CZ,€/tCO2,2045,114.56
Trinity v1.2.0,CZ,€/tCO2,2050,144.13
Trinity v1.2.0,CZ,€/tCO2,2055,180.89
Trinity v1.2.0,DE,€/tCO2,2018,54.51
Trinity v1.2.0,DE,€/tCO2,2025,50.44
Trinity v1.2.0,DE,€/tCO2,2030,48.25
Trinity v1.2.0,DE,€/tCO2,2035,63.84
Trinity v1.2.0,DE,€/tCO2,2040,74.97
Trinity v1.2.0,DE,€/tCO2,2045,127.17
Trinity v1.2.0,DE,€/tCO2,2050,134.53
Trinity v1.2.0,DE,€/tCO2,2055,183.61
Trinity v1.2.0,DK,€/tCO2,2018,37.3
Trinity v1.2.0,DK,€/tCO2,2025,40.82
Trinity v1.2.0,DK,€/tCO2,2030,38.99
Trinity v1.2.0,DK,€/tCO2,2035,63.53
Trinity v1.2.0,DK,€/tCO2,2040,72.53
Trinity v1.2.0,DK,€/tCO2,2045,120.1
Trinity v1.2.0,DK,€/tCO2,2050,146.48
Trinity v1.2.0,DK,€/tCO2,2055,183.89
Trinity v1.2.0,EE,€/tCO2,2018,75.31
Trinity v1.2.0,EE,€/tCO2,2025,4.93
Trinity v1.2.0,EE,€/tCO2,2030,15.68
Trinity v1.2.0,EE,€/tCO2,2035,57.47
Trinity v1.2.0,EE,€/tCO2,2040,79.06
Trinity v1.2.0,EE,€/tCO2,2045,114.55
Trinity v1.2.0,EE,€/tCO2,2050,146.4
Trinity v1.2.0,EE,€/tCO2,2055,181.47
Trinity v1.2.0,ES,€/tCO2,2018,54.51
Trinity v1.2.0,ES,€/tCO2,2025,37.22
Trinity v1.2.0,ES,€/tCO2,2030,35.59
Trinity v1.2.0,ES,€/tCO2,2035,63.09
Trinity v1.2.0,ES,€/tCO2,2040,78.59
Trinity v1.2.0,ES,€/tCO2,2045,115.83
Trinity v1.2.0,ES,€/tCO2,2050,141.82
Trinity v1.2.0,ES,€/tCO2,2055,184.68
Trinity v1.2.0,FI,€/tCO2,2018,24.98
Trinity v1.2.0,FI,€/tCO2,2025,42.08
Trinity v1.2.0,FI,€/tCO2,2030,47.86
Trinity v1.2.0,FI,€/tCO2,2035,63.46
Trinity v1.2.0,FI,€/tCO2,2040,74.19
Trinity v1.2.0,FI,€/tCO2,2045,119.36
Trinity v1.2.0,FI,€/tCO2,2050,146.41
Trinity v1.2.0,FI,€/tCO2,2055,181.62
Trinity v1.2.0,FR,€/tCO2,2018,54.51
Trinity v1.2.0,FR,€/tCO2,2025,46.82
Trinity v1.2.0,FR,€/tCO2,2030,38.99
Trinity v1.2.0,FR,€/tCO2,2035,63.47
Trinity v1.2.0,FR,€/tCO2,2040,79.46
Trinity v1.2.0,FR,€/tCO2,2045,120.65
Trinity v1.2.0,FR,€/tCO2,2050,145.81
Trinity v1.2.0,FR,€/tCO2,2055,184.33
Trinity v1.2.0,GR,€/tCO2,2018,52
Trinity v1.2.0,GR,€/tCO2,2025,39.15
Trinity v1.2.0,GR,€/tCO2,2030,44.22
Trinity v1.2.0,GR,€/tCO2,2035,63.02
Trinity v1.2.0,GR,€/tCO2,2040,77.07
Trinity v1.2.0,GR,€/tCO2,2045,116.25
Trinity v1.2.0,GR,€/tCO2,2050,146.48
Trinity v1.2.0,GR,€/tCO2,2055,182.97
Trinity v1.2.0,HR,€/tCO2,2018,39.7
Trinity v1.2.0,HR,€/tCO2,2025,49.88
Trinity v1.2.0,HR,€/tCO2,2030,44.34
Trinity v1.2.0,HR,€/tCO2,2035,63.51
Trinity v1.2.0,HR,€/tCO2,2040,84.04
Trinity v1.2.0,HR,€/tCO2,2045,109.13
Trinity v1.2.0,HR,€/tCO2,2050,146.3
Trinity v1.2.0,HR,€/tCO2,2055,179.47
Trinity v1.2.0,HU,€/tCO2,2018,39.69
Trinity v1.2.0,HU,€/tCO2,2025,48.35
Trinity v1.2.0,HU,€/tCO2,2030,37.74
Trinity v1.2.0,HU,€/tCO2,2035,63.43
Trinity v1.2.0,HU,€/tCO2,2040,79.84
Trinity v1.2.0,HU,€/tCO2,2045,115.25
Trinity v1.2.0,HU,€/tCO2,2050,145.99
Trinity v1.2.0,HU,€/tCO2,2055,178.98
Trinity v1.2.0,IE,€/tCO2,2018,54.51
Trinity v1.2.0,IE,€/tCO2,2025,40.81
Trinity v1.2.0,IE,€/tCO2,2030,23.99
Trinity v1.2.0,IE,€/tCO2,2035,61.83
Trinity v1.2.0,IE,€/tCO2,2040,77.77
Trinity v1.2.0,IE,€/tCO2,2045,118.58
Trinity v1.2.0,IE,€/tCO2,2050,146.82
Trinity v1.2.0,IE,€/tCO2,2055,186.59
Trinity v1.2.0,IT,€/tCO2,2018,54.51
Trinity v1.2.0,IT,€/tCO2,2025,50
Trinity v1.2.0,IT,€/tCO2,2030,37.68
Trinity v1.2.0,IT,€/tCO2,2035,59.24
Trinity v1.2.0,IT,€/tCO2,2040,68.3
Trinity v1.2.0,IT,€/tCO2,2045,121.93
Trinity v1.2.0,IT,€/tCO2,2050,148.16
Trinity v1.2.0,IT,€/tCO2,2055,186.88
Trinity v1.2.0,LT,€/tCO2,2018,52.22
Trinity v1.2.0,LT,€/tCO2,2025,36.97
Trinity v1.2.0,LT,€/tCO2,2030,48.09
Trinity v1.2.0,LT,€/tCO2,2035,63.86
Trinity v1.2.0,LT,€/tCO2,2040,81.18
Trinity v1.2.0,LT,€/tCO2,2045,116.33
Trinity v1.2.0,LT,€/tCO2,2050,144.2
Trinity v1.2.0,LT,€/tCO2,2055,177.67
Trinity v1.2.0,LU,€/tCO2,2018,25.24
Trinity v1.2.0,LU,€/tCO2,2025,47.23
Trinity v1.2.0,LU,€/tCO2,2030,22.42
Trinity v1.2.0,LU,€/tCO2,2035,46.63
Trinity v1.2.0,LU,€/tCO2,2040,79.53
Trinity v1.2.0,LU,€/tCO2,2045,124.17
Trinity v1.2.0,LU,€/tCO2,2050,139.01
Trinity v1.2.0,LU,€/tCO2,2055,182.21
Trinity v1.2.0,LV,€/tCO2,2018,52.22
Trinity v1.2.0,LV,€/tCO2,2025,17.55
Trinity v1.2.0,LV,€/tCO2,2030,30.84
Trinity v1.2.0,LV,€/tCO2,2035,60.58
Trinity v1.2.0,LV,€/tCO2,2040,81.03
Trinity v1.2.0,LV,€/tCO2,2045,117.18
Trinity v1.2.0,LV,€/tCO2,2050,146.41
Trinity v1.2.0,LV,€/tCO2,2055,182.61
Trinity v1.2.0,NL,€/tCO2,2018,54.51
Trinity v1.2.0,NL,€/tCO2,2025,50.4
Trinity v1.2.0,NL,€/tCO2,2030,48.06
Trinity v1.2.0,NL,€/tCO2,2035,63.65
Trinity v1.2.0,NL,€/tCO2,2040,76.94
Trinity v1.2.0,NL,€/tCO2,2045,116.1
Trinity v1.2.0,NL,€/tCO2,2050,144.78
Trinity v1.2.0,NL,€/tCO2,2055,184.45
Trinity v1.2.0,NO,€/tCO2,2018,94.69
Trinity v1.2.0,NO,€/tCO2,2025,34.92
Trinity v1.2.0,NO,€/tCO2,2030,47.9
