Timestep,Turbine_ES_MW,Turbine_FR_MW,Turbine_EU_MW
347,0.0,2529.42329583806,0.0
348,0.0,1462.8660754410994,0.0
349,0.0,1462.8660754410994,0.0
350,0.0,1085.87028954794,70364.3
351,0.0,1085.87028954794,70364.3
352,0.0,2289.2580156711992,70364.3
353,0.0,2289.2580156711992,70364.3
354,0.0,0.0,70364.3
355,0.0,0.0,70364.3
356,0.0,1149.9170689575003,70364.3
357,0.0,1149.9170689575003,70364.3
358,0.0,0.0,45959.98908981572
359,0.0,0.0,45959.98908981572
360,0.0,0.0,28888.649590504298
361,0.0,0.0,28888.649590504298
362,0.0,0.0,31629.501596640548
363,0.0,0.0,31629.501596640548
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,1235.663833504619,0.0
367,0.0,1235.663833504619,0.0
368,0.0,549.1553187072423,0.0
369,0.0,549.1553187072423,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,1062.4533089539982,66824.01601057027
377,0.0,1062.4533089539982,66824.01601057027
378,0.0,1078.94788274046,70364.3
379,0.0,1078.94788274046,70364.3
380,0.0,4538.379821074719,62037.953714842515
381,0.0,4538.379821074719,62037.953714842515
382,0.0,0.0,34244.601458625184
383,0.0,0.0,34244.601458625184
384,0.0,0.0,17445.190264657715
385,0.0,0.0,17445.190264657715
386,0.0,0.0,11743.498305419547
387,0.0,0.0,11743.498305419547
388,0.0,0.0,12559.179785749366
389,0.0,0.0,12559.179785749366
390,0.0,0.0,2337.254828932113
391,0.0,0.0,2337.254828932113
392,0.0,0.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,0.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,0.0,0.0,0.0
400,0.0,492.1417034761398,32693.06416062097
401,0.0,492.1417034761398,32693.06416062097
402,0.0,0.0,56075.55621328426
403,0.0,0.0,56075.55621328426
404,0.0,1838.2014779817582,51582.2464143099
405,0.0,1838.2014779817582,51582.2464143099
406,0.0,0.0,32242.565576900655
407,0.0,0.0,32242.565576900655
408,0.0,0.0,18387.139393240388
409,0.0,0.0,18387.139393240388
410,0.0,0.0,12355.383349463838
411,0.0,0.0,12355.383349463838
412,0.0,0.0,7958.59758926506
413,0.0,0.0,7958.59758926506
414,0.0,0.0,2922.478908498044
415,0.0,0.0,2922.478908498044
416,0.0,0.0,0.0
417,0.0,0.0,0.0
418,0.0,0.0,0.0
419,0.0,0.0,0.0
420,0.0,0.0,0.0
421,0.0,0.0,0.0
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,32994.97882429458
425,0.0,0.0,32994.97882429458
426,0.0,0.0,62666.173728675465
427,0.0,0.0,62666.173728675465
428,0.0,875.0640435553596,59322.583388051775
429,0.0,875.0640435553596,59322.583388051775
430,0.0,0.0,33882.336944358336
431,0.0,0.0,33882.336944358336
432,0.0,0.0,20974.12920847957
433,0.0,0.0,20974.12920847957
434,0.0,0.0,27115.781253037327
435,0.0,0.0,27115.781253037327
436,0.0,0.0,53778.024454177605
437,0.0,0.0,53778.024454177605
438,0.0,0.0,57883.02115696599
439,0.0,0.0,57883.02115696599
440,0.0,0.0,44770.27119930359
441,0.0,0.0,44770.27119930359
442,0.0,0.0,0.0
443,0.0,0.0,0.0
444,0.0,0.0,0.0
445,0.0,0.0,0.0
446,0.0,0.0,58900.391887439575
447,0.0,0.0,58900.391887439575
448,0.0,794.8421469346595,70364.3
449,0.0,794.8421469346595,70364.3
450,0.0,2241.0638635957584,70364.3
451,0.0,2241.0638635957584,70364.3
452,0.0,4581.767890060839,70364.3
453,0.0,4581.767890060839,70364.3
454,0.0,0.0,44183.34250373836
455,0.0,0.0,44183.34250373836
456,0.0,0.0,21970.146784495475
457,0.0,0.0,21970.146784495475
458,0.0,0.0,19399.007976895038
459,0.0,0.0,19399.007976895038
460,0.0,592.2478225968589,43142.31065497076
461,0.0,592.2478225968589,43142.31065497076
462,0.0,4519.476685608639,42155.45307662641
463,0.0,4519.476685608639,42155.45307662641
464,0.0,3954.9783412571396,0.0
465,0.0,3954.9783412571396,0.0
466,0.0,3079.4341911216798,0.0
467,0.0,3079.4341911216798,0.0
468,0.0,2448.0045827046997,0.0
469,0.0,2448.0045827046997,0.0
470,0.0,2515.1394352053994,0.0
471,0.0,2515.1394352053994,0.0
472,0.0,5138.62918163826,70364.3
473,0.0,5138.62918163826,70364.3
474,0.0,4057.304418277199,70364.3
475,0.0,4057.304418277199,70364.3
476,0.0,6689.6397068766,70364.3
477,0.0,6689.6397068766,70364.3
478,0.0,2148.225945499118,64820.629980464306
479,0.0,2148.225945499118,64820.629980464306
480,0.0,0.0,49852.41856587764
481,0.0,0.0,49852.41856587764
482,0.0,0.0,50759.61699844457
483,0.0,0.0,50759.61699844457
484,0.0,1546.0346248443384,70364.3
485,0.0,1546.0346248443384,70364.3
486,0.0,5589.310470460299,70364.3
487,0.0,5589.310470460299,70364.3
488,0.0,5078.708507185238,59320.24579553289
489,0.0,5078.708507185238,59320.24579553289
490,0.0,4085.383835316883,0.0
491,0.0,4085.383835316883,0.0
492,0.0,2382.48583442736,46851.02692955223
493,0.0,2382.48583442736,46851.02692955223
494,0.0,0.0,70364.3
495,0.0,0.0,70364.3
496,0.0,221.25655240326887,70364.3
497,0.0,221.25655240326887,70364.3
498,0.0,484.66515007376074,70364.3
499,0.0,484.66515007376074,70364.3
500,0.0,2463.496168817721,70364.3
501,0.0,2463.496168817721,70364.3
502,0.0,0.0,61240.94364031547
503,0.0,0.0,61240.94364031547
504,4761.205490538256,0.0,44883.562790130505
505,4761.205490538256,0.0,44883.562790130505
506,4357.4164432914295,0.0,45553.21908926853
507,4357.4164432914295,0.0,45553.21908926853
508,0.0,0.0,67171.30975903821
509,0.0,0.0,67171.30975903821
510,6048.065100611804,3567.9618549502193,67467.02763719129
511,6048.065100611804,3567.9618549502193,67467.02763719129
512,3511.893111323415,3239.7157137937393,0.0
513,3511.893111323415,3239.7157137937393,0.0
514,0.0,2330.4381686030392,0.0
515,0.0,2330.4381686030392,0.0
516,0.0,1756.0321846666993,0.0
517,0.0,1756.0321846666993,0.0
518,0.0,2329.7059633481404,70364.3
519,0.0,2329.7059633481404,70364.3
520,0.0,4907.249954156479,70364.3
521,0.0,4907.249954156479,70364.3
522,6940.97,3305.21341768972,70364.3
523,6940.97,3305.21341768972,70364.3
524,6940.97,4921.23439737662,70364.3
525,6940.97,4921.23439737662,70364.3
526,6940.97,38.53383224689969,67054.86299612767
527,6940.97,38.53383224689969,67054.86299612767
528,6920.803072182827,0.0,52163.09726064899
529,6920.803072182827,0.0,52163.09726064899
530,6940.97,0.0,55131.530847773014
531,6940.97,0.0,55131.530847773014
532,5427.106873339741,0.0,70364.3
533,5427.106873339741,0.0,70364.3
534,4923.9683054410725,3481.331498895119,70364.3
535,4923.9683054410725,3481.331498895119,70364.3
536,78.27026299107729,2765.4502816538206,65179.54666011568
537,78.27026299107729,2765.4502816538206,65179.54666011568
538,0.0,1300.2932437330383,0.0
539,0.0,1300.2932437330383,0.0
540,0.0,0.0,0.0
541,0.0,0.0,0.0
542,0.0,0.0,70364.3
543,0.0,0.0,70364.3
544,0.0,0.0,70364.3
545,0.0,0.0,70364.3
546,0.0,0.0,70364.3
547,0.0,0.0,70364.3
548,0.0,0.0,69214.65077942336
549,0.0,0.0,69214.65077942336
550,0.0,0.0,40314.693682362355
551,0.0,0.0,40314.693682362355
552,0.0,0.0,19991.139418613515
553,0.0,0.0,19991.139418613515
554,0.0,0.0,8235.222392852636
555,0.0,0.0,8235.222392852636
556,0.0,0.0,7817.626325868376
557,0.0,0.0,7817.626325868376
558,0.0,0.0,43.44632973705302
559,0.0,0.0,43.44632973705302
560,0.0,0.0,0.0
561,0.0,0.0,0.0
562,0.0,0.0,0.0
563,0.0,0.0,0.0
564,0.0,0.0,0.0
565,0.0,0.0,0.0
566,0.0,0.0,0.0
567,0.0,0.0,0.0
568,0.0,0.0,15296.109843508078
569,0.0,0.0,15296.109843508078
570,0.0,0.0,26749.532725758603
571,0.0,0.0,26749.532725758603
572,2008.4110237832738,0.0,13344.222448478962
573,2008.4110237832738,0.0,13344.222448478962
574,4218.407461968933,0.0,0.0
575,4218.407461968933,0.0,0.0
576,1874.6374852766244,0.0,0.0
577,1874.6374852766244,0.0,0.0
578,6940.97,0.0,0.0
579,6940.97,0.0,0.0
580,0.0,0.0,0.0
581,0.0,0.0,0.0
582,4948.618814346844,0.0,0.0
583,4948.618814346844,0.0,0.0
584,0.0,0.0,0.0
585,0.0,0.0,0.0
586,0.0,0.0,0.0
587,0.0,0.0,0.0
588,0.0,0.0,0.0
589,0.0,0.0,0.0
590,0.0,0.0,0.0
591,0.0,0.0,0.0
592,0.0,0.0,28982.001705621515
593,0.0,0.0,28982.001705621515
594,4911.310877316693,0.0,50297.48752257081
595,4911.310877316693,0.0,50297.48752257081
596,156.8739378533578,0.0,41206.59457138069
597,156.8739378533578,0.0,41206.59457138069
598,0.0,0.0,15240.013327266628
599,0.0,0.0,15240.013327266628
600,0.0,0.0,2404.105191488765
601,0.0,0.0,2404.105191488765
602,3797.154385429826,0.0,6360.564120362556
603,3797.154385429826,0.0,6360.564120362556
604,2532.7770977679315,0.0,36161.94370914725
605,2532.7770977679315,0.0,36161.94370914725
606,0.0,0.0,38437.1454937691
607,0.0,0.0,38437.1454937691
608,680.4326594689965,0.0,20322.781914787978
609,680.4326594689965,0.0,20322.781914787978
610,0.0,0.0,11692.898190729145
611,0.0,0.0,11692.898190729145
612,0.0,0.0,14110.412197557132
613,0.0,0.0,14110.412197557132
614,0.0,0.0,31699.16882354344
615,0.0,0.0,31699.16882354344
616,0.0,0.0,64536.20970006136
617,0.0,0.0,64536.20970006136
618,0.0,0.0,70364.3
619,0.0,0.0,70364.3
620,6940.97,0.0,53751.51125551165
621,6940.97,0.0,53751.51125551165
622,3627.8960857379598,0.0,23458.65728952836
623,3627.8960857379598,0.0,23458.65728952836
624,6693.528417779602,0.0,10229.519329186776
625,6693.528417779602,0.0,10229.519329186776
626,6940.97,0.0,13894.17789140025
627,6940.97,0.0,13894.17789140025
628,4958.4972467076095,0.0,35473.76351030634
629,4958.4972467076095,0.0,35473.76351030634
630,3842.617991651031,0.0,0.0
631,3842.617991651031,0.0,0.0
632,0.0,0.0,0.0
633,0.0,0.0,0.0
634,0.0,0.0,0.0
635,0.0,0.0,0.0
636,0.0,0.0,0.0
637,0.0,0.0,0.0
638,0.0,0.0,0.0
639,0.0,0.0,0.0
640,0.0,0.0,60070.31350621802
641,0.0,0.0,60070.31350621802
642,0.0,0.0,70364.3
643,0.0,0.0,70364.3
644,0.0,2339.1411340691193,61958.94834695873
645,0.0,2339.1411340691193,61958.94834695873
646,0.0,0.0,33071.545096575035
647,0.0,0.0,33071.545096575035
648,0.0,0.0,17860.13853676486
649,0.0,0.0,17860.13853676486
650,6640.855075608721,0.0,0.0
651,6640.855075608721,0.0,0.0
652,0.0,0.0,40398.837095733674
653,0.0,0.0,40398.837095733674
654,3043.945319550452,45.40505852874048,32861.07102442137
655,3043.945319550452,45.40505852874048,32861.07102442137
656,0.0,0.0,0.0
657,0.0,0.0,0.0
658,0.0,0.0,0.0
659,0.0,0.0,0.0
660,0.0,0.0,0.0
661,0.0,0.0,0.0
662,0.0,0.0,27455.840231844835
663,0.0,0.0,27455.840231844835
664,0.0,0.0,59580.86538736301
665,0.0,0.0,59580.86538736301
666,0.0,0.0,70364.3
667,0.0,0.0,70364.3
668,0.0,0.0,51843.972937610495
669,0.0,0.0,51843.972937610495
670,0.0,0.0,19271.846789992764
671,0.0,0.0,19271.846789992764
672,1655.3740064689914,0.0,3882.217735181781
673,1655.3740064689914,0.0,3882.217735181781
674,1109.9301580275414,0.0,8013.115326516272
675,1109.9301580275414,0.0,8013.115326516272
676,184.27826990397034,0.0,0.0
677,184.27826990397034,0.0,0.0
678,832.7958238916235,454.51271205802004,25669.41502884077
679,832.7958238916235,454.51271205802004,25669.41502884077
680,0.0,0.0,0.0
681,0.0,0.0,0.0
682,0.0,0.0,0.0
683,0.0,0.0,0.0
684,0.0,0.0,0.0
685,0.0,0.0,0.0
686,0.0,0.0,30789.788879447646
687,0.0,0.0,30789.788879447646
688,0.0,0.0,65497.23036032583
689,0.0,0.0,65497.23036032583
690,0.0,0.0,70364.3
691,0.0,0.0,70364.3
692,6940.97,0.0,66306.83409572879
693,6940.97,0.0,66306.83409572879
694,1670.2706479846875,0.0,35528.42243858411
695,1670.2706479846875,0.0,35528.42243858411
696,6940.97,0.0,20186.586162784035
697,6940.97,0.0,20186.586162784035
698,0.0,0.0,24917.226522700934
699,0.0,0.0,24917.226522700934
700,4153.728387137748,0.0,46932.05132491636
701,4153.728387137748,0.0,46932.05132491636
702,959.7111696917809,187.2114720720383,44189.58899522273
703,959.7111696917809,187.2114720720383,44189.58899522273
704,0.0,0.0,23024.748711000808
705,0.0,0.0,23024.748711000808
706,0.0,0.0,0.0
707,0.0,0.0,0.0
708,0.0,0.0,0.0
709,0.0,0.0,0.0
710,0.0,0.0,34162.88374728887
711,0.0,0.0,34162.88374728887
712,0.0,1142.9022545277403,70364.3
713,0.0,1142.9022545277403,70364.3
714,0.0,0.0,70364.3
715,0.0,0.0,70364.3
716,6940.97,463.7051442625998,63568.07224221027
717,6940.97,463.7051442625998,63568.07224221027
718,6940.97,0.0,36946.70206810821
719,6940.97,0.0,36946.70206810821
720,6024.389722567871,0.0,24908.376917285932
721,6024.389722567871,0.0,24908.376917285932
722,3705.458548828218,0.0,23023.627085401138
723,3705.458548828218,0.0,23023.627085401138
724,1751.5279815698918,0.0,25299.553245367977
725,1751.5279815698918,0.0,25299.553245367977
726,2334.8448490580217,0.0,19443.29777033138
727,2334.8448490580217,0.0,19443.29777033138
728,0.0,0.0,0.0
729,0.0,0.0,0.0
730,0.0,0.0,0.0
731,0.0,0.0,0.0
732,0.0,0.0,0.0
733,0.0,0.0,0.0
734,0.0,0.0,20835.087738840986
735,0.0,0.0,20835.087738840986
736,1281.8458721984302,0.0,58218.12430892303
737,1281.8458721984302,0.0,58218.12430892303
738,6940.97,0.0,66815.64313490852
739,6940.97,0.0,66815.64313490852
740,6940.97,0.0,53118.583241162196
741,6940.97,0.0,53118.583241162196
742,6940.97,0.0,32477.25598538566
743,6940.97,0.0,32477.25598538566
744,6940.97,0.0,21428.0407082585
745,6940.97,0.0,21428.0407082585
746,6176.955227193979,0.0,17464.630248117785
747,6176.955227193979,0.0,17464.630248117785
748,4078.8672834701474,0.0,12198.654018975925
749,4078.8672834701474,0.0,12198.654018975925
750,3534.023579020179,0.0,2436.0461133928766
751,3534.023579020179,0.0,2436.0461133928766
752,0.0,0.0,0.0
753,0.0,0.0,0.0
754,0.0,0.0,0.0
755,0.0,0.0,0.0
756,0.0,0.0,0.0
757,0.0,0.0,0.0
758,0.0,0.0,1778.2565588889265
759,0.0,0.0,1778.2565588889265
760,0.0,0.0,44439.90116370654
761,0.0,0.0,44439.90116370654
762,6940.97,0.0,58426.34470646245
763,6940.97,0.0,58426.34470646245
