Timestep,a_0,a_1,b
2,-50.62818994568682,-51.40741356716438,6.209367044497e10
2,-50.62634887574117,-51.407413458316974,6.2093665057375084e10
2,-43.93920497760936,-52.25820045066859,6.207916300099165e10
2,-51.99678734943835,-52.461334021941504,6.211291183281843e10
2,-50.44699686684732,-52.46139193495976,6.2108515946375786e10
2,-50.56163218551406,-52.46059229312235,6.210979122051578e10
2,-50.56240118311134,-52.46055803737339,6.210979237060312e10
2,-50.565018874271736,-52.45960355759757,6.210979573881354e10
2,-50.56444886271521,-52.459603493208945,6.210979403165083e10
2,-50.45588906661392,-52.4598313208328,6.21094753043622e10
3,-150.0,-150.0,2.4283400168058685e10
3,0.0,0.0,4.1493798149206314e10
3,-61.268422222597174,-53.24480375949405,5.245215199890197e10
3,-43.69823351630284,-53.05744892643224,5.2286697440082e10
3,-52.483010929371574,-51.211342348144896,5.915122340163588e10
3,0.0,-52.48301092937159,5.940064030837174e10
3,-55.4855849033448,-52.48301092937159,5.945324511388059e10
3,-52.47836732186554,-52.084182573016264,6.025430290373377e10
3,-50.881260063981415,-52.08418257301716,6.0249302834318695e10
3,-35.33477644776416,-52.48301092937159,6.064679821818887e10
3,-51.14709813791385,-52.48301092937159,6.062392464180789e10
3,-73.25013518201067,-52.48301092937159,6.077141391231935e10
3,-52.230336331844164,-52.483010758194226,6.072682540652645e10
3,-49.20895628448403,-52.48294210936615,6.071720347578441e10
3,-46.864757772332695,-52.48301092937159,6.089348318905217e10
3,-52.426550601194705,-52.48301092937159,6.091340759162203e10
3,-39.99187184695986,-51.85989090331195,6.0868669144920876e10
3,-52.48301092937159,-52.464278957957006,6.122786473288861e10
3,-48.81818442806566,-52.464278957957,6.121624804958969e10
3,-48.771479908142155,-52.39955959194971,6.121691186492912e10
3,-50.14214141086716,-50.76037467500068,6.121704422795006e10
3,-49.999254300130225,-50.760371656358,6.1216610439885735e10
3,-50.40810401278844,-50.76037467493864,6.121786594271598e10
3,-50.12474180065757,-50.760373618941514,6.121709830372015e10
3,-49.50127361184236,-50.76037670914308,6.12151862661898e10
3,-49.406213628252736,-50.79250186685285,6.12151320320181e10
3,-54.10342039725532,-52.350427954343196,6.124420929323476e10
3,-48.4948726072451,-52.25049333794409,6.1225465887925934e10
3,-49.57638948467777,-51.66069106030508,6.12258830262164e10
3,-52.46245810873996,-52.462646427921676,6.134298750127752e10
3,-51.13140302047941,-52.46264642792169,6.133880669474095e10
3,-51.63336969104694,-52.46264534460033,6.134045353058426e10
3,-50.53806493766656,-51.3573970081006,6.1379049466859825e10
3,-50.54431046500282,-51.357423956332354,6.1379067042390274e10
3,-50.75679289119614,-51.35740019868482,6.1380044294490906e10
3,-50.254884705839295,-51.35740443091336,6.137850853827771e10
3,-50.4828407239867,-51.35920799333681,6.13792789950577e10
3,-50.5545781151529,-51.373147987610515,6.138016281101066e10
3,-50.5545781151529,-51.373147987610515,6.1380162811010666e10
3,-50.77583220139457,-51.430090747984096,6.138065728298839e10
3,-51.00124667473884,-51.44388703863143,6.138152079864306e10
3,-50.56150813483577,-51.38034203392834,6.1380222066266e10
3,-50.750634003514826,-51.314535248947934,6.138131470919274e10
3,-49.402532847228954,-51.31493465985617,6.137693691420606e10
3,-49.7754105174585,-51.31767541040285,6.137829574474169e10
3,-50.488722407328225,-51.41601003708268,6.138276770495517e10
3,-51.6421782846121,-51.49141222562975,6.138633439878266e10
3,-51.01192746566804,-51.4049309774149,6.138444945867191e10
3,-50.35803526867675,-51.404931046313855,6.138245926851419e10
3,-50.57842640257042,-51.40521553664124,6.138320797311087e10
3,-50.62818994568682,-51.40741356716438,6.138354379082147e10
3,-49.640046517792435,-51.40735514631168,6.138039970948786e10
3,-42.337497336789866,-52.46192520988409,6.136795840743216e10
3,-51.99678734943835,-52.461334021941504,6.140354533377161e10
3,-49.972454994027956,-52.46140966777748,6.13973728881508e10
3,-50.56163218551404,-52.46059229312235,6.140007878069185e10
3,-50.56240118311133,-52.46055803737334,6.140007847784614e10
3,-50.56501887427172,-52.45960355759757,6.140007635493897e10
3,-49.085414464208846,-52.459436421187334,6.139524043829266e10
3,-49.90352048851474,-52.4595261229252,6.1398004970758255e10
4,-150.0,-150.0,2.391363879880081e10
4,0.0,0.0,4.1233343665085075e10
4,-61.268422222597174,-53.24480375949405,5.181171709849151e10
4,-33.338888628396816,-52.946984926042326,5.150924707553998e10
4,-52.483010929371574,-51.211342348144896,5.8485315070224754e10
4,0.0,-52.48301092937159,5.8775118542248505e10
4,-55.4855849033448,-52.48301092937159,5.880738400396289e10
4,-52.47836732186554,-52.084182573016264,5.958951986085836e10
4,-46.913572023013316,-52.08418257301736,5.957106962684704e10
4,-35.33477644776416,-52.48301092937159,5.998728850008515e10
4,-51.62473748488573,-52.48301092937159,5.9955909242537415e10
4,-73.25013518201067,-52.48301092937159,6.0111123909209045e10
4,-52.230336331844164,-52.483010758194226,6.006155845901083e10
4,-42.013465030672776,-52.48277862048551,6.002742563928956e10
4,-46.86475777233268,-52.48301092937159,6.022912226153302e10
4,-52.426550601194705,-52.48301092937159,6.0248400771847946e10
4,-25.390684028732654,-51.12820392420953,6.015239184054274e10
4,-52.48301092937159,-52.464278957957006,6.056392939508647e10
4,-43.69754536783828,-52.464278957957,6.053443699922048e10
4,-47.86631666571811,-52.38377591916139,6.054957811692632e10
4,-50.14214141086716,-50.76037467500068,6.0552027662726494e10
4,-49.99913778452554,-50.76037165389648,6.05515661647373e10
4,-50.40810401278844,-50.76037467493864,6.055288515407834e10
4,-50.124741800657524,-50.760373618941514,6.0552076556931046e10
4,-48.17043673436829,-50.76038330539659,6.0545727097896774e10
4,-49.56586681497345,-50.796651346192334,6.055053722933841e10
4,-54.10342039725532,-52.350427954343196,6.057895905187234e10
4,-38.088197572714336,-52.20080488918999,6.05232951664629e10
4,-49.076318242251226,-51.584500375458916,6.0557964365538574e10
4,-52.462458108739916,-52.462646427921676,6.0678432258560875e10
4,-47.089899017061725,-52.46264642792172,6.06605950727801e10
4,-49.95703490699231,-52.46264315423163,6.067030750512622e10
4,-50.53806493766656,-51.3573970081006,6.071270780094259e10
4,-52.092376545809735,-51.364103559397954,6.071707370727858e10
4,-50.75679289119614,-51.35740019868482,6.0713744436103905e10
4,-48.94290299179035,-51.357415493905826,6.070784988464497e10
4,-50.3703957683235,-51.35995001115536,6.071259197399659e10
4,-50.5545781151529,-51.37314798761053,6.071380223777698e10
4,-50.5545781151529,-51.37314798761053,6.071380223777699e10
4,-51.64219748756361,-51.65306168481208,6.071614954714857e10
4,-51.00124667473884,-51.443887038631416,6.0715283367352516e10
4,-50.62780620324289,-51.44916599067464,6.0714284586460365e10
4,-50.750634003514826,-51.314535248947934,6.0715038136317245e10
4,-42.881502412966,-51.31686668897437,6.068810164037113e10
4,-46.47932168987509,-51.328288619822395,6.070115099558971e10
4,-50.488722407328225,-51.41601003708268,6.071645517641557e10
4,-51.6421782846121,-51.49141222562975,6.072026839372394e10
4,-51.01192746566804,-51.4049309774149,6.071820401888933e10
4,-49.08030475384434,-51.40493118094502,6.07119439143697e10
4,-50.47734137453131,-51.40528189098227,6.0716568200851654e10
4,-50.628189945686835,-51.4074135671644,6.071722364412036e10
4,-46.40480486971489,-51.40716387288863,6.070318029262609e10
4,-42.337497336789866,-52.46192520988409,6.070363253688971e10
