date,hour,gen_id,unit_name,fuel,technology,bus_i,capacity_mw,dispatch_mw,dispatch_mvar,utilization_pct,cost_eur_per_mwh
2024-12-02,0,934,G0390,Solar,Solar Thermal,490,50.0,2.11,-2.11,100.0,0.0
2024-12-02,0,614,G0417,Solar,PV,520,2.4,0.1,-0.1,100.0,0.0
2024-12-02,0,731,G0693,Solar,PV,918,26.0,1.1,1.09,100.0,0.0
2024-12-02,0,266,G0471,Wind,Onshore,605,369.0,51.45,-51.45,100.0,0.18
2024-12-02,0,6,G0445,Biomass,Biomass,548,40.0,40.0,-7.13,100.0,85.42
2024-12-02,0,441,G0705,Hydro,pumped_storage,951,133.0,133.0,3.89,100.0,0.04
2024-12-02,0,920,G0003,Solar,Solar Thermal,7,50.0,2.11,-0.0,100.0,0.0
2024-12-02,0,811,G0882,Solar,PV,1191,5.0,0.21,-0.21,100.0,0.0
2024-12-02,0,804,G0873,Solar,PV,1176,99.8,4.21,-3.11,100.0,0.0
2024-12-02,0,125,G0338,Gas,Gas_turbine,435,23.0,-0.0,23.0,-0.0,124.87
2024-12-02,0,473,G0076,Solar,PV,134,2.8,0.12,-0.12,100.0,0.0
2024-12-02,0,98,G0587,Gas,Combined_cycle,775,230.0,0.0,8.77,0.0,93.16
2024-12-02,0,898,G0953,Hydro,run_of_river,301,7.2,7.2,-7.2,100.0,0.0
2024-12-02,0,174,G0120,Wind,Onshore,189,128.0,17.85,-17.85,100.0,0.18
2024-12-02,0,607,G0402,Solar,PV,503,64.2,2.71,-2.71,100.0,0.0
2024-12-02,0,950,G0679,Solar,Solar Thermal,900,50.0,2.11,-2.09,100.0,0.0
2024-12-02,0,337,G0666,Wind,Onshore,890,252.0,35.14,-18.19,100.0,0.18
2024-12-02,0,354,G0718,Wind,Onshore,962,40.0,5.58,5.58,100.0,0.18
2024-12-02,0,97,G0586,Gas,Combined_cycle,775,230.0,0.0,8.77,0.0,93.16
2024-12-02,0,824,G0913,Solar,PV,1221,12.1,0.51,-0.07,100.0,0.0
2024-12-02,0,235,G0371,Wind,Onshore,473,203.0,28.31,-28.31,100.0,0.18
2024-12-02,0,136,G0569,Gas,Gas_turbine,731,36.0,-0.0,12.21,-0.0,124.87
2024-12-02,0,848,G0222,Hydro,reservoir,310,399.0,0.0,-32.92,0.0,0.0
2024-12-02,0,148,G0022,Wind,Onshore,37,244.0,34.02,-34.02,100.0,0.18
2024-12-02,0,819,G0896,Solar,PV,1204,616.6,25.99,-25.99,100.0,0.0
2024-12-02,0,193,G0188,Wind,Onshore,281,100.0,13.94,-7.48,100.0,0.18
2024-12-02,0,518,G0207,Solar,PV,289,32.9,1.39,1.38,100.0,0.0
2024-12-02,0,508,G0179,Solar,PV,271,793.7,33.46,-33.46,100.0,0.0
2024-12-02,0,929,G0243,Solar,Solar Thermal,332,30.0,1.26,-1.26,100.0,0.0
2024-12-02,0,629,G0470,Solar,PV,605,52.9,2.23,-2.23,100.0,0.0
2024-12-02,0,771,G0806,Solar,PV,1115,3.2,0.13,-0.0,100.0,0.0
2024-12-02,0,378,G0783,Wind,Onshore,1083,38.0,5.3,-5.3,100.0,0.18
2024-12-02,0,116,G0112,Gas,Gas_turbine,187,74.0,-0.0,-0.29,-0.0,124.87
2024-12-02,0,376,G0778,Wind,Onshore,1070,30.0,4.18,-2.91,100.0,0.18
2024-12-02,0,241,G0401,Wind,Onshore,503,14.0,1.95,-1.95,100.0,0.18
2024-12-02,0,455,G0032,Solar,PV,57,201.9,8.51,0.0,100.0,0.0
2024-12-02,0,29,G0067,Gas,Combined_cycle,117,410.0,0.0,1.26,0.0,93.16
2024-12-02,0,786,G0831,Solar,PV,1136,1.3,0.05,0.05,100.0,0.0
2024-12-02,0,551,G0292,Solar,PV,376,2.0,0.08,0.0,100.0,0.0
2024-12-02,0,947,G0620,Solar,Solar Thermal,826,50.0,2.11,-2.11,100.0,0.0
2024-12-02,0,367,G0755,Wind,Onshore,1034,78.0,10.88,-10.88,100.0,0.18
2024-12-02,0,948,G0632,Solar,Solar Thermal,837,50.0,2.11,-2.11,100.0,0.0
2024-12-02,0,515,G0194,Solar,PV,286,32.6,1.37,1.37,100.0,0.0
2024-12-02,0,706,G0636,Solar,PV,842,45.8,1.93,-1.04,100.0,0.0
2024-12-02,0,497,G0144,Solar,PV,216,2.8,0.12,0.12,100.0,0.0
2024-12-02,0,504,G0164,Solar,PV,256,2.0,0.08,0.08,100.0,0.0
2024-12-02,0,914,G0969,Hydro,run_of_river,380,2.3,2.3,-2.3,100.0,0.0
2024-12-02,0,615,G0418,Solar,PV,523,2.4,0.1,0.1,100.0,0.0
2024-12-02,0,374,G0773,Wind,Onshore,1051,136.0,18.96,-18.96,100.0,0.18
2024-12-02,0,886,G0941,Hydro,run_of_river,592,4.9,4.9,-4.9,100.0,0.0
2024-12-02,0,364,G0748,Wind,Onshore,1022,50.0,6.97,-6.97,100.0,0.18
2024-12-02,0,803,G0872,Solar,PV,1174,1.5,0.06,-0.06,100.0,0.0
2024-12-02,0,570,G0322,Solar,PV,403,12.0,0.51,-0.51,100.0,0.0
2024-12-02,0,44,G0169,Gas,Combined_cycle,264,858.0,0.0,-65.34,0.0,93.16
2024-12-02,0,169,G0099,Wind,Onshore,167,178.2,24.85,-6.35,100.0,0.18
2024-12-02,0,189,G0175,Wind,Onshore,269,18.0,2.51,-2.51,100.0,0.18
2024-12-02,0,429,G0019,Hydro,pumped_storage,34,314.0,314.0,-314.0,100.0,0.04
2024-12-02,0,94,G0546,Gas,Combined_cycle,701,46.0,0.0,-46.0,0.0,93.16
2024-12-02,0,288,G0520,Wind,Onshore,670,43.0,6.0,-5.99,100.0,0.18
2024-12-02,0,73,G0373,Gas,Combined_cycle,474,391.0,0.0,0.36,0.0,93.16
2024-12-02,0,82,G0412,Gas,Combined_cycle,518,435.0,0.0,27.89,0.0,93.16
