rep,t,b,pES,pFR,pPT,fFR,fPT,coal,peak,nuc,res,turb,shed,dem
1,1,28,29.56906756247584,0.0,29.56906756247584,-5652.894,-863.2101505812043,0.0,0.0,7408.0,5012.80854116725,2570.1572214851085,0.0,22000.06991323356
1,1,29,29.558,0.0,29.558,-5652.894,-4074.909561232056,0.0,0.0,4137.883146023118,12802.996641167254,0.0,0.0,27161.683348422426
1,1,30,26.10507842,0.0,26.10507842,-5652.894,-4281.149657850354,0.0,0.0,0.0,19926.633941167252,0.0,0.0,30353.677599017607
1,1,31,25.606812509104078,0.0,25.606812509104078,-5652.894,-2763.6223048006887,0.0,0.0,0.0,22886.978346167256,0.0,0.0,30923.21482061668
1,1,32,26.10507842,0.0,26.10507842,-5652.894,-2499.9291003618855,0.0,0.0,0.0,21952.51139616725,0.0,0.0,30598.334496529136
1,1,33,29.558,22.452508265588914,29.558,-5652.894,-4540.265283939294,0.0,0.0,3071.0948007162215,16539.566271167252,0.0,0.0,30296.82035582277
1,1,34,29.56906756247584,24.8301628768272,29.56906756247584,-5652.894,-6258.360368399259,0.0,0.0,7408.0,7997.35290116725,1783.203101489793,0.0,29592.8103710563
1,1,35,29.56906756247584,24.8301628768272,29.56906756247584,-5652.894,-4653.074681782482,0.0,0.0,7408.0,5226.73410116725,0.0,0.0,29180.114236766236
1,1,36,29.56906756247584,24.8301628768272,29.56906756247584,-5652.894,-1006.2272275242885,0.0,0.0,7408.0,4244.594171167249,6940.97,0.0,29755.382431284685
1,1,37,29.56906756247584,24.8301628768272,29.56906756247584,-5652.894,-1766.2412282564474,0.0,0.0,7408.0,2935.7448726637494,6940.97,0.0,26427.668397848516
1,1,38,29.56906756247584,24.8301628768272,29.56906756247584,-5652.894,-1491.9768081099483,0.0,0.0,7408.0,1870.5594226637497,6720.3635104093855,0.0,23636.793741183083
1,1,39,29.56906756247584,24.8301628768272,29.56906756247584,-5652.894,-1606.5759493967216,0.0,0.0,7408.0,1353.1836326637497,5155.0048578247015,0.0,21668.658439885174
1,1,40,29.56906756247584,0.0,29.56906756247584,-5652.894,-4285.898339621197,0.0,0.0,7408.0,3068.9760176637506,1133.8235288095184,0.0,22042.591886094466
1,1,41,29.558,0.0,29.558,-5652.894,-7153.400583757722,0.0,0.0,2654.9272862631333,11163.422047663751,0.0,0.0,27117.643917684607
1,1,42,25.606812509104078,0.0,25.606812509104078,-5652.894,-4505.429885678586,0.0,0.0,0.0,19573.618747663753,0.0,0.0,30224.94263334234
1,1,43,25.606812509104078,0.0,25.606812509104078,-5652.894,-5895.534814497997,0.0,0.0,0.0,23527.676592663753,0.0,0.0,30750.718273215753
1,1,44,25.606812509104078,0.0,25.606812509104078,-5652.894,-2898.335360532894,0.0,0.0,0.0,23222.93111766375,0.0,0.0,30424.721879296107
1,1,45,29.558,19.443872158,29.558,-5652.894,-5259.2000353683925,0.0,0.0,587.1388807230051,18151.71940766375,0.0,0.0,30143.952323755148
