date,hour,gen_id,fuel,technology,dispatch_mw
2024-07-08,14,G0761,Wind,Onshore,0.0
2024-07-08,14,G0254,Wind,Onshore,0.0
2024-07-08,14,G0496,Wind,Onshore,0.0
2024-07-08,14,LS_ES00230,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00266,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00534,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00550,LoadShed,LoadShed,0.0
2024-07-08,14,G0453,Wind,Onshore,0.0
2024-07-08,14,G0527,Gas,Gas_turbine,0.0
2024-07-08,14,LS_ES01103,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00682,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00773,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01218,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00910,LoadShed,LoadShed,0.0
2024-07-08,14,G0280,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00879,LoadShed,LoadShed,0.0
2024-07-08,14,G0172,Gas,Combined_cycle,0.0
2024-07-08,14,LS_ES00676,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00174,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00377,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00793,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00679,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00395,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00680,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00387,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00309,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00001,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01160,LoadShed,LoadShed,0.0
2024-07-08,14,G0333,Wind,Onshore,0.0
2024-07-08,14,LS_ES00290,LoadShed,LoadShed,0.0
2024-07-08,14,G0690,Wind,Onshore,0.0
2024-07-08,14,LS_ES00611,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00652,LoadShed,LoadShed,0.0
2024-07-08,14,G0260,Gas,Combined_cycle,0.0
2024-07-08,14,G0050,Wind,Onshore,0.0
2024-07-08,14,LS_ES00980,LoadShed,LoadShed,0.0
2024-07-08,14,G0358,Wind,Onshore,0.0
2024-07-08,14,LS_ES01203,LoadShed,LoadShed,0.0
2024-07-08,14,G0845,Biomass,Biomass,0.0
2024-07-08,14,LS_ES01031,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00862,LoadShed,LoadShed,0.0
2024-07-08,14,G0491,Wind,Onshore,0.0
2024-07-08,14,LS_ES01256,LoadShed,LoadShed,0.0
2024-07-08,14,G0838,Wind,Onshore,0.0
2024-07-08,14,LS_ES01212,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00762,LoadShed,LoadShed,0.0
2024-07-08,14,G0659,Wind,Onshore,0.0
2024-07-08,14,LS_ES00805,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01127,LoadShed,LoadShed,0.0
2024-07-08,14,G0232,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00846,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00940,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00355,LoadShed,LoadShed,0.0
2024-07-08,14,G0552,Gas,Combined_cycle,0.0
2024-07-08,14,LS_ES00549,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01146,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00422,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00041,LoadShed,LoadShed,0.0
2024-07-08,14,G0542,Wind,Onshore,0.0
2024-07-08,14,LS_ES00009,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00379,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01172,LoadShed,LoadShed,0.0
2024-07-08,14,G0035,Wind,Onshore,0.0
2024-07-08,14,LS_ES00108,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00242,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00280,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00871,LoadShed,LoadShed,0.0
2024-07-08,14,G0551,Wind,Onshore,0.0
2024-07-08,14,G0056,Wind,Onshore,0.0
2024-07-08,14,LS_ES00447,LoadShed,LoadShed,0.0
2024-07-08,14,G0158,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00594,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00903,LoadShed,LoadShed,0.0
2024-07-08,14,G0135,Hydro,reservoir,0.0
2024-07-08,14,LS_ES01214,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00012,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00119,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00295,LoadShed,LoadShed,0.0
2024-07-08,14,G0045,Gas,Combined_cycle,0.0
2024-07-08,14,LS_ES00542,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01178,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00598,LoadShed,LoadShed,0.0
2024-07-08,14,G0360,Wind,Onshore,0.0
2024-07-08,14,LS_ES00663,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01158,LoadShed,LoadShed,0.0
2024-07-08,14,G0823,Wind,Onshore,0.0
2024-07-08,14,G0451,Wind,Onshore,0.0
2024-07-08,14,G0648,Wind,Onshore,0.0
2024-07-08,14,LS_ES01253,LoadShed,LoadShed,0.0
2024-07-08,14,G0023,Wind,Onshore,0.0
2024-07-08,14,LS_ES00228,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01002,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00208,LoadShed,LoadShed,0.0
2024-07-08,14,G0201,Gas,Gas_turbine,0.0
2024-07-08,14,G0564,Wind,Onshore,0.0
2024-07-08,14,LS_ES00324,LoadShed,LoadShed,0.0
2024-07-08,14,G0122,Wind,Onshore,0.0
2024-07-08,14,LS_ES00141,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00777,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00700,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01073,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00969,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00562,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01207,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00693,LoadShed,LoadShed,0.0
