date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,0,456,LTGES0314,125,1119,18.19,-5.19,393.24,4.8
2024-07-08,0,1078,LTGES0712b,502,192,-19.18,1.56,393.24,4.9
2024-07-08,0,1922,LTGES1259,691,46,106.72,-10.92,1429.98,7.5
2024-07-08,0,257,LTGES0185,770,223,-171.69,-31.27,1429.98,12.2
2024-07-08,0,510,LTGES0354,801,802,89.4,-13.27,393.24,23.0
2024-07-08,0,19,LTGES0012a,1065,22,19.88,2.04,393.24,5.1
2024-07-08,0,1754,LTGES1154b,146,140,90.73,2.38,393.24,23.1
2024-07-08,0,2013,LTGES1327c,142,679,29.04,3.36,393.24,7.4
2024-07-08,0,2166,LTGES1444,1050,711,20.28,-4.14,393.24,5.3
2024-07-08,0,673,LTGES0464a,835,836,29.18,-0.4,393.24,7.4
2024-07-08,0,1502,LTGES0988a,734,586,61.15,1.31,393.24,15.6
2024-07-08,0,925,LTGES0622a,467,385,-244.67,36.19,393.24,62.9
2024-07-08,0,1824,LTGES1200,634,1121,-18.33,44.83,393.24,12.3
2024-07-08,0,2181,TR_0490c2aa,109,110,49.53,-6.36,240.0,20.8
2024-07-08,0,2287,TR_41fc927f,272,273,-133.13,-51.38,384.0,37.2
2024-07-08,0,2190,TR_0e0d82af,127,128,-215.33,31.71,2400.0,9.1
2024-07-08,0,2127,LTGES1412b,666,403,47.12,-8.57,1429.98,3.3
2024-07-08,0,1785,LTGES1176,1112,624,-0.18,-0.15,393.24,0.1
2024-07-08,0,2288,TR_cdc06a8b,63,64,-38.52,50.35,600.0,10.6
2024-07-08,0,197,LTGES0142b,129,88,3.66,-13.23,393.24,3.5
2024-07-08,0,1545,LTGES1016b,600,436,-1.52,5.39,393.24,1.4
2024-07-08,0,401,LTGES0274,287,285,-40.95,-1.49,393.24,10.4
2024-07-08,0,1804,LTGES1184b,610,423,21.95,-0.31,393.24,5.6
2024-07-08,0,276,LTGES0201b,863,3,5.95,-4.14,393.24,1.8
2024-07-08,0,778,LTGES0538b,373,433,168.51,-75.62,1429.98,12.9
2024-07-08,0,2204,TR_65fab876,180,181,13.17,0.37,160.0,8.2
2024-07-08,0,1973,LTGES1297b,660,411,40.75,-17.3,393.24,11.3
2024-07-08,0,21,LTGES0013a,18,1085,55.95,8.55,393.24,14.4
2024-07-08,0,2096,LTGES1388b,1179,661,-0.03,-0.11,393.24,0.0
2024-07-08,0,244,LTGES0173b,731,963,-13.78,-14.34,393.24,5.1
2024-07-08,0,83,LTGES0056,91,831,-92.81,9.8,393.24,23.7
2024-07-08,0,582,LTGES0405a,273,345,16.62,-15.28,1429.98,1.6
