delivery_time,-12,-9,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,5905.5,5905.5,6222.916185941717,6205.63190474064,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341,5622.677626876341
1,6099.3,6099.3,6268.845455621387,6338.133333166137,5824.835007639314,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339,5542.194036914339
2,6262.8,6262.8,6456.734854295632,6340.960017642093,5921.139929651086,5817.220592244547,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419,6265.824046354419
3,6510.8,6510.8,6686.946678642951,6630.650319292373,5996.047178079659,6045.902026704015,6906.289219648493,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148,6741.341147741148
4,6802.6,6802.6,6955.150680534929,6893.025515041179,6356.882900235829,6177.598825161375,7016.29188800772,7052.820830233681,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706,7345.454889888706
5,7102.6,7102.6,7170.064841274777,7189.310905007555,6723.101256311174,6681.98970199151,6772.044788425713,7113.868978603197,7555.616724780104,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029,7917.235125448029
6,7642.7,7642.7,7721.520785308042,7679.819199694747,7399.512070500299,7211.294756963797,8070.137968258161,7285.701439192591,7951.221208461358,8348.271657487654,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685,8771.183862379685
7,7943.4,7943.4,7943.4,8059.099000051854,7618.177593884754,7663.290290913952,7902.984472039237,8420.415678224534,8102.81211118282,8649.964047141533,9136.677630796783,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674,8940.914791987674
8,8211.5,8211.5,8211.5,8211.5,7934.0774182268615,8212.956622676998,8186.3648798908,8153.579830063125,8608.936331722809,8740.170502575815,9355.282561320582,9050.594474160765,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448,9390.665306122448
9,8258.9,8258.9,8258.9,8258.9,8258.9,7732.232740904272,8593.659358147845,8140.0447272420415,8593.482728552779,8618.789274909343,9096.920878630743,9081.355572195138,9449.244010411137,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275,9403.141343146275
