Node	Generator	Period	genInvCap
ES230	Waste	2	2.0371729993502296e-06
ES230	Windonshore	1	3.8224362697292236e-07
ES230	Windonshore	2	5.977554996162765e-08
ES241	BioCCS	1	0.00038300913272640074
ES241	BioCCS	2	7.15763840790472e-06
ES241	CoalCCS	1	0.0
ES241	CoalCCS	2	0.0
ES241	GasCCS	1	3.07170853887734e-05
ES241	GasCCS	2	2.26606641184388e-08
ES241	GasOCGT	1	8.798055192631164e-09
ES241	GasOCGT	2	2.334987485574724e-07
ES241	Hydroregulated	1	1.119849372344106e-06
ES241	Hydroregulated	2	9.659688546770064e-08
ES241	Hydrorun-of-the-river	1	5.187692977415281e-07
ES241	Hydrorun-of-the-river	2	1.0188341702060008e-05
ES241	Lignite	1	0.00011026923020850895
ES241	Lignite	2	2.0161564419849978e-05
ES241	Solar	1	1.2953422881878396e-05
ES241	Solar	2	7.281070176027803e-06
ES241	Waste	1	0.00044570176899670654
ES241	Waste	2	1.017585958018327e-05
ES241	Windonshore	1	2997.6335579944207
ES241	Windonshore	2	157.67948503494404
ES242	BioCCS	1	0.000533450402567034
ES242	BioCCS	2	2.3354808631093546e-06
ES242	CoalCCS	1	0.0
ES242	CoalCCS	2	0.0
ES242	GasCCGT	1	1.1614418909986124e-07
ES242	GasCCGT	2	7.311466922004468e-07
ES242	GasCCS	1	3.087202978162451e-05
ES242	GasCCS	2	2.2712438399904103e-08
ES242	GasOCGT	1	3.176175340732569e-08
ES242	GasOCGT	2	2.971160883121291e-07
ES242	Lignite	1	0.00011083380861015846
ES242	Lignite	2	1.984163927964388e-05
ES242	Solar	1	2.9545574648182082e-05
ES242	Solar	2	3.5540786337573536e-06
ES242	Waste	1	0.0006160745035021659
ES242	Waste	2	6.230764066825179e-06
ES242	Windonshore	1	5.509230049938196e-07
ES242	Windonshore	2	1.1077711187736905e-06
ES243	BioCCS	1	0.0004491871646480862
ES243	BioCCS	2	1.9056705718673455e-06
ES243	CoalCCS	1	0.0
