date,hour,load_mw,solar_mw,wind_mw,line_rating_factor,reliability_margin,cache_version,crossborder_split,fr_commercial_cap_mw,pt_commercial_cap_mw,base_emergency_mw,fr_import_mw,fr_export_mw,pt_import_mw,pt_export_mw,joint_scale
2025-06-26,3,27260.380055267007,0.0,10066.20697728727,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3908.884308342712,4803.746765960894,7249.528346942871,7279.846907825616,0.9951976564629913
2025-06-26,4,29348.12136750793,0.0,10628.859879188345,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3866.124450997942,4818.8668582838845,7258.0625889186995,7277.361170050053,0.9960290178046647
2025-06-26,5,32169.84289679798,0.0,9389.529487327345,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3893.118866800452,4836.858336316894,7271.323173755415,7271.543423436561,0.9970510900049593
2025-06-26,6,34776.470525623496,975.1309730270402,7316.810468990689,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3867.9570020779724,4852.707565372035,7283.537754911377,7269.166057905899,0.99839946516124
2025-06-26,7,37125.8724590481,5206.8977485728365,5519.331665921466,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3795.404209713955,4863.095354509597,7285.355048696064,7264.141611294881,0.9979583303394768
2025-06-26,8,38521.765349176254,15042.954320264516,6689.052573614728,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3772.4394859558106,4875.544990644085,7285.47446509908,7263.13304901959,0.9978361426881189
2025-06-26,9,39263.50668634524,25130.673821888464,8472.577278014005,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3643.4119484125627,4885.009652993274,7285.537919883524,7263.984831256513,0.9979618635751285
2025-06-26,10,40173.77520325965,32997.912655563545,7739.745530566918,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3676.82113515685,4890.825415554291,7285.615791898517,7263.794924085168,0.9979464496660695
2025-06-26,11,40723.70600032363,38848.42496316094,9388.71606823774,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3701.9444685814215,4897.326164300081,7285.662837598196,7265.5653993704345,0.998196140625619
2025-06-26,12,40057.35840146182,41269.21596662582,11472.58176619617,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3774.2979774924497,4897.787397732338,7285.009244611647,7268.834027576081,0.9985556131517835
2025-06-26,13,39595.01738860761,41222.1500457776,12188.259558087337,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3788.7712232397357,4895.63332058851,7283.219813361692,7270.12741838369,0.9984879667204114
2025-06-26,14,39648.23649800089,39119.232570099666,12675.208115925658,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3732.640533861073,4895.677484313437,7283.296843630422,7269.847818698752,0.9984601267525748
2025-06-26,15,39746.91359666762,34569.22443730249,12097.261386418915,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3704.401471200103,4894.782659656509,7285.056563217705,7268.111648401178,0.9984628582574724
2025-06-26,16,39091.653312262744,27979.692084448103,10939.03540027901,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3678.5720111894598,4888.525223540538,7285.523218102376,7266.702072210605,0.9983331550284716
2025-06-26,17,38433.06683352078,18702.647418602504,9700.874458035345,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3692.869938196023,4880.581185723989,7285.466877083001,7265.156339380275,0.9981130693154926
2025-06-26,18,37557.16899142289,9560.452903396521,8814.07265844755,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3769.0997483619067,4871.892597157003,7285.3919454242405,7265.209879581745,0.9981101499356866
2025-06-26,19,37071.54461820912,1924.293039914387,7269.315302629504,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3849.31325213629,4863.01895316464,7285.350401036216,7267.264283865934,0.9983866901627919
2025-06-26,20,36439.5676941638,0.15047629211158453,6872.522699457052,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3906.237162858033,4858.676960020629,7285.296336421668,7270.418998097012,0.9988126704596452
2025-06-26,21,33960.44418159305,0.0,5933.201117411325,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3884.3448650027976,4845.223444488751,7280.698572642811,7271.557156225762,0.9983385557958476
2025-06-26,22,32486.94009026633,0.0,5042.107033416735,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3883.1673300244556,4834.877744660286,7275.20504745984,7272.385860168805,0.997698953158211
2025-06-26,23,30557.747374759587,0.0,4405.766043094856,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3872.7059894869,4821.655247405995,7267.490223438383,7273.190499365823,0.9967512209278305
2025-06-27,0,29199.551353784995,0.0,4718.554146886952,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3870.8162710131364,4812.953702696891,7261.47980350507,7273.7302849539365,0.9960007818261158
2025-06-27,1,28476.658451192812,0.0,4920.063064928211,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3893.46478046366,4808.203808483025,7258.062791290564,7274.616981949291,0.9956534504421239
2025-06-27,2,28267.10820795674,0.0,5436.884043379569,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3899.9721527110355,4807.240914921818,7256.809614271667,7275.261634138855,0.995569755537375
2025-06-27,3,28537.638680705975,0.0,5790.467230890625,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3891.5661057796456,4809.414753786817,7257.844752610248,7275.042512979904,0.9956817799172778
2025-06-27,4,30194.083460572107,0.0,6082.484640806483,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3873.012084315331,4820.838957533149,7265.000052670573,7272.8900604194505,0.9963685264345524
2025-06-27,5,32668.77204736008,0.0,6537.766193408752,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3877.439637889976,4837.4640088501565,7275.03470613251,7271.549047497549,0.9975607950291713
2025-06-27,6,35190.027354867176,1146.3469515345967,7356.651943538866,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3870.2314557647155,4855.510371812707,7285.176661546942,7268.801026598369,0.9985739768922852
2025-06-27,7,37601.518249250636,5986.182305535049,6458.044563590409,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3775.6162142649396,4866.692249879678,7285.395739432279,7263.482859375677,0.9978734083080594
2025-06-27,8,38864.36336589556,15499.430017451981,8658.5251874872,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3764.923988710644,4879.577691720595,7285.503773811178,7263.8130530937315,0.997933582387601
2025-06-27,9,39163.7208562328,24882.33468573069,12058.66076673687,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3663.2088498756953,4888.954770278954,7285.529383365439,7266.709752803311,0.9983350558259761
2025-06-27,10,40015.226606525444,31953.299167551555,14836.364954188108,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3687.6565228274,4897.116361623631,7283.492443480046,7269.0550460473305,0.9983780609583569
2025-06-27,11,40414.36992697513,37332.82816738005,19149.12013149759,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3689.6769563798603,4903.020667763569,7279.093877926578,7273.156729774804,0.9983381470433724
2025-06-27,12,39532.92842764878,40379.50033522856,22882.044335184,0.8,0.7,6,country_total,7722.315367457772,14520.891053065609,0.0,3788.534886070187,4900.98501572321,7273.126680256494,7278.265036756675,0.998220336353273
