Source:_Assumed	Unnamed:_1	Unnamed:_2	Unnamed:_3
Spain	CCS	1	38.2
Spain	CCS	2	212.0
Spain	CCS	3	881.6
Spain	CCS	4	881.6
Spain	CCS	5	1858.7
Spain	CCS	6	2106.6
Spain	CCS	7	2423.9
