Source:_EU_EnVis_Scenarios_InputData_v1.3.0.csv	Unnamed:_1
1	277.7935166828219
2	107.2012471604745
3	48.41279717432053
4	8.552530145018114
5	-74.79531820515561
6	-110.8796929844865
7	-138.7392453931058
