Source:_-	Unnamed:_1
Lignite	Lignite
Coal	Lignite
CCS	LigniteCCS
Lignite	LigniteCCS
Coal	LigniteCCS
Hcoal	Coal
Coal	Coal
Gas_OCGT	GasOCGT
Gas_CCGT	GasCCGT
Oil	Oil
Bio	Bio
Nuclear	Nuclear
Wave	Wave
Geo	Geo
Hydro_reg	Hydroregulated
Hydro_ror	Hydrorun-of-the-river
Bio	Bio
Wind_onshr	Windonshore
Wind_offshr_grounded	Windoffshoregrounded
Wind_offshr_floating	Windoffshorefloating
Solar	Solar
CCS	BioCCS
CCS	CoalCCS
Hcoal	CoalCCS
Coal	CoalCCS
CCS	GasCCS
Gas_OCGT	GasCCS
Waste	Waste
Gas_CCGT	GasCCS
