line_id,bus0,bus1,voltage,circuits,length,dc,r_per_length,x_per_length,c_per_length,Imax
NEWES_ES412_ES418,ES00691,ES00089,400.0,1.0,173.44881299531582,f,0.03,0.246,13.8,0.7422631759926616
NEWES_ES412_ES416,ES00691,ES00916,400.0,1.0,209.4611861878081,f,0.03,0.246,13.8,0.5549972050024702
