Node	Storage	Period	storPWInstalledCap
ES514	Li-Ion_BESS	1	0.0014558038403926746
ES514	Li-Ion_BESS	2	0.018293889906718788
ES521	HydroPumpStorage	1	0.0
ES521	HydroPumpStorage	2	0.0
ES521	Li-Ion_BESS	1	0.0015857273134561277
ES521	Li-Ion_BESS	2	193.6594804297831
ES522	HydroPumpStorage	1	0.0
ES522	HydroPumpStorage	2	0.0
ES522	Li-Ion_BESS	1	0.0015301425844193178
ES522	Li-Ion_BESS	2	0.07022820982437844
ES523	HydroPumpStorage	1	2490.229952500193
ES523	HydroPumpStorage	2	3805.360931949219
ES523	Li-Ion_BESS	1	0.0013842072092446114
ES523	Li-Ion_BESS	2	0.01860309893890823
ES532	HydroPumpStorage	1	0.0
ES532	HydroPumpStorage	2	0.0
ES532	Li-Ion_BESS	1	0.001513112080997426
ES532	Li-Ion_BESS	2	82.61298784642119
ES611	HydroPumpStorage	1	0.0
ES611	HydroPumpStorage	2	0.0
ES611	Li-Ion_BESS	1	0.0017722844640697963
ES611	Li-Ion_BESS	2	1346.079497583006
ES612	HydroPumpStorage	1	0.0
ES612	HydroPumpStorage	2	0.0
ES612	Li-Ion_BESS	1	0.0015091956628374948
ES612	Li-Ion_BESS	2	0.01795674864425672
ES613	HydroPumpStorage	1	0.0
ES613	HydroPumpStorage	2	0.0
ES613	Li-Ion_BESS	1	0.001670533932316737
ES613	Li-Ion_BESS	2	136.78951983313192
ES614	HydroPumpStorage	1	0.0
ES614	HydroPumpStorage	2	0.0
ES614	Li-Ion_BESS	1	0.001703764917387884
ES614	Li-Ion_BESS	2	1242.9707823632389
ES615	HydroPumpStorage	1	0.0
ES615	HydroPumpStorage	2	0.0
ES615	Li-Ion_BESS	1	0.001514810298104364
ES615	Li-Ion_BESS	2	0.021981483068096507
ES616	HydroPumpStorage	1	0.0
ES616	HydroPumpStorage	2	0.0
ES616	Li-Ion_BESS	1	0.0015360818521078048
ES616	Li-Ion_BESS	2	0.7295404332751266
ES617	HydroPumpStorage	1	1143.9998590414402
ES617	HydroPumpStorage	2	1143.999862420739
ES617	Li-Ion_BESS	1	0.0015286297823327048
ES617	Li-Ion_BESS	2	0.017603662715725124
ES618	HydroPumpStorage	1	627.999907927898
ES618	HydroPumpStorage	2	627.9999091054908
ES618	Li-Ion_BESS	1	0.0015464281857790405
ES618	Li-Ion_BESS	2	0.11468621340603073
ES620	HydroPumpStorage	1	0.0
ES620	HydroPumpStorage	2	0.0
ES620	Li-Ion_BESS	1	0.0015713431933628808
ES620	Li-Ion_BESS	2	0.05792402251974566
EU	HydroPumpStorage	1	37739.00000240499
EU	HydroPumpStorage	2	46239.94972953939
EU	Li-Ion_BESS	1	0.005141206419444215
EU	Li-Ion_BESS	2	48078.094603791644
France	HydroPumpStorage	1	5049.000000011517
France	HydroPumpStorage	2	5049.000005484863
France	Li-Ion_BESS	1	0.0007404481734770766
France	Li-Ion_BESS	2	257.22108661516916
Italy	HydroPumpStorage	1	7256.000000333513
Italy	HydroPumpStorage	2	7256.0000003277755
Italy	Li-Ion_BESS	1	2001.7244974533558
Italy	Li-Ion_BESS	2	32561.559946721452
Portugal	HydroPumpStorage	1	2827.0000291528795
Portugal	HydroPumpStorage	2	2827.00003129363
Portugal	Li-Ion_BESS	1	0.0010714096091400417
Portugal	Li-Ion_BESS	2	0.01952980064002316
