Node,StorageType,Period,storPWInvCap_MW,storPWInstalledCap_MW,storENInvCap_MWh,storENInstalledCap_MWh,DiscountedInvestmentCostPWEN_EuroPerMWMWh,ExpectedAnnualDischargeVolume_GWh,ExpectedAnnualLossesChargeDischarge_GWh
ES612,Li-Ion_BESS,2020-2025,0.00021948896587194614,0.00021948896587194614,0.0004389779317438923,0.0004389779317438923,98.52249390465921,0.0006437924940651428,2.2679698217679736e-05
ES612,Li-Ion_BESS,2025-2030,0.0025063502500006834,0.002725830091964331,0.005012700500001392,0.005451660183928662,390.3700669604657,0.004435650126689899,0.00015626086097900087
ES613,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES613,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES613,Li-Ion_BESS,2020-2025,0.00022826401109914178,0.00022826401109914178,0.00045652802219828357,0.00045652802219828357,102.46136771763202,0.0006567723837487784,2.3136946477444454e-05
ES613,Li-Ion_BESS,2025-2030,0.12363604737588095,0.12386430226307195,0.247272094751762,0.2477286045261439,19256.611119230714,0.12687110443017052,0.004469469216502119
ES614,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES614,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES614,Li-Ion_BESS,2020-2025,0.00023450330648805163,0.00023450330648805163,0.00046900661297610325,0.00046900661297610325,105.26201393454423,0.0006742172431146033,2.375150069350949e-05
ES614,Li-Ion_BESS,2025-2030,407.4599236120584,407.46015810624095,814.9198472241167,814.9203162124819,63462861.052281775,365.96827040899944,12.892486277199252
ES615,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES615,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES615,Li-Ion_BESS,2020-2025,0.00021720809123355967,0.00021720809123355967,0.00043441618246711935,0.00043441618246711935,97.49867269904641,0.0006328006394701729,2.2292463540610646e-05
ES615,Li-Ion_BESS,2025-2030,0.0020952077752073484,0.0023124067425324643,0.004190415550414144,0.0046248134850649285,326.3336397231391,0.003987681323797476,0.00014047960286840672
ES616,HydroPumpStorage,2020-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES616,HydroPumpStorage,2025-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES616,Li-Ion_BESS,2020-2025,0.00022322320774346692,0.00022322320774346692,0.00044644641548693384,0.00044644641548693384,100.19869125045231,0.0006455530677056345,2.2741706244648803e-05
ES616,Li-Ion_BESS,2025-2030,0.0204673600532373,0.020690574137072638,0.04093472010647455,0.041381148274145275,3187.8404522608125,0.024479887127150875,0.0008623877509778819
ES617,HydroPumpStorage,2020-2025,1.2269065337022766e-06,572.0000012269065,4.787597678444956e-07,107050.67500047876,1.0122540530330255,1368.4692740799862,288.89906897039265
