BetweenNode,AndNode,Period,transmisionInvCap_MW,transmissionInstalledCap_MW,DiscountedInvestmentCost_Euro,transmisionExpectedAnnualVolume_GWh,ExpectedAnnualLosses_GWh
ES111,ES112,2020-2025,5.092181709187571e-06,7641.461757924551,0.08939171559303098,1710.652091063735,51.31956273191242
ES111,ES112,2025-2030,3.6599129944408444e-05,7641.461794505434,0.28225273585300403,2040.7320324638956,61.22196097391676
ES111,ES114,2020-2025,3.717330218933057e-05,5049.620961559603,0.5955549980203759,2429.41188065813,72.88235641974386
ES111,ES114,2025-2030,9.347155577987773e-06,5049.620970888511,0.06578762711064419,2195.5661710052805,65.86698513015878
ES112,ES113,2020-2025,3.7116453768248903e-06,1474.6680612757855,0.07225281365891063,2109.6135606877674,63.28840682063297
ES112,ES113,2025-2030,3.5667351963145367e-06,1474.668064824273,0.0305023412229134,2828.5755460353207,84.8572663810601
ES112,ES114,2020-2025,0.0011951349855441895,0.0011951349855441895,26.453909903236784,0.002658567351725224,7.975702055175687e-05
ES112,ES114,2025-2030,0.0002713424061246366,0.0014664591438522314,2.638545582998303,0.0035668800532497615,0.0001070064015974932
ES112,ES120,2020-2025,4.314942088967655e-06,4027.476437726022,0.1124618355565588,4809.411394865906,144.28234184597815
ES112,ES120,2025-2030,9.13477189778139e-06,4027.4764468425456,0.10459283209017983,6185.700589861896,185.57101769585654
ES112,ES413,2020-2025,1.018368038785411e-05,4066.5088961938905,0.2960155145042902,1509.781786025369,45.293453580760904
ES112,ES413,2025-2030,2.2501710665192127e-05,4066.508918677353,0.28734210452546366,1691.4527521276748,50.74358256383048
ES113,ES114,2020-2025,1.4794916751270648e-05,6863.732977557307,0.23827327387617203,1588.5050164744762,47.65515049423413
ES113,ES114,2025-2030,2.296198947907256e-05,6863.733000501049,0.16245995896494395,1958.3409874825204,58.75022962447545
ES113,ES413,2020-2025,4.432949754118454e-05,2770.5885161166675,1.4208009734971603,2094.274899762213,62.82824699286653
ES113,ES413,2025-2030,1.5549733688189673e-05,2770.588531648153,0.21894620000870751,3455.296474095902,103.65889422287778
ES113,ES419,2020-2025,6.129355824668892e-06,6618.064911327606,0.18473324041717265,560.2375212442773,16.807125637328387
ES113,ES419,2025-2030,9.448757900550083e-07,6618.0649122542345,0.012510623518763395,682.4328351631857,20.472985054895606
ES113,Portugal,2020-2025,0.0,8666.90573364432,0.0,8516.535726809616,255.4960718042879
ES113,Portugal,2025-2030,0.0,8666.90573364432,0.0,11352.968696382066,340.5890608914623
ES114,Portugal,2020-2025,0.0,0.0,0.0,0.0,0.0
ES114,Portugal,2025-2030,0.0,0.0,0.0,0.0,0.0
ES120,ES130,2020-2025,8.505767254973762e-07,5049.620925236877,0.028280339787817407,1970.9652478279838,59.12895743483985
ES120,ES130,2025-2030,1.748321946574987e-05,5049.620942701849,0.25536804807113467,3394.945171637705,101.84835514913088
ES120,ES413,2020-2025,1.5841288586671e-05,5853.985335262579,0.2541267435286546,2385.859180277495,71.57577540832459
ES120,ES413,2025-2030,1.7581248616474538e-05,5853.985352825579,0.12390350735445316,2056.960241284377,61.70880723853123
ES130,ES213,2020-2025,2.046391455223784e-05,5362.429320697154,0.4121188231884332,797.4725357526179,23.924176072578412
ES130,ES213,2025-2030,1.0513021753323922e-05,5362.429331191928,0.09301121544432944,4775.17193199102,143.25515795972981
ES130,ES412,2020-2025,1.6665001112414757e-07,983.112038542744,0.0034821738516333653,3538.361834805759,106.15085504417294
ES130,ES412,2025-2030,2.1013974502716517e-07,983.112038734636,0.0019289782164722386,2971.217311402209,89.13651934206716
ES130,ES413,2020-2025,1.2994582448300207e-05,2279.0324655937025,0.43832852679868384,551.3107783895958,16.539323351687923
ES130,ES413,2025-2030,4.4109337012776866e-07,2279.0324660165484,0.006536450193740579,1500.2049157925514,45.00614747377648
ES130,ES414,2020-2025,1.0984481377818156e-06,1787.4764345095282,0.023482996059727153,1323.2009183185705,39.69602754955689
ES130,ES414,2025-2030,9.605473800123098e-07,1787.476435451828,0.009021250853083793,1835.7874824499277,55.073624473498015
ES211,ES212,2020-2025,9.31004251469858e-07,4558.064906129254,0.010495215400206055,5793.114274249831,173.79342822749578
ES211,ES212,2025-2030,2.6752854759525965e-06,4558.064908786291,0.013249022670017055,7563.636582030353,226.90909746091
ES211,ES213,2020-2025,1.948413455465925e-06,1474.6680595125536,0.019549354256288703,77.5088520534748,2.3252655616042555
ES211,ES213,2025-2030,2.845579249779938e-07,1474.6680597788638,0.0012542843429971498,791.4219497557538,23.742658492672604
ES211,ES220,2020-2025,0.00314094786481603,0.00314094786481603,59.88954406614362,0.009380062485167252,0.00028140187455501545
ES211,ES220,2025-2030,3.468334708108448e-05,0.0031756129640806673,0.29052619775578076,0.00976037397326223,0.000292811219197868
ES211,ES230,2020-2025,8.825911663734587e-07,491.55602007063817,0.012081826588213298,269.4784964223236,8.084354892669714
ES211,ES230,2025-2030,2.0042915846455084e-07,491.5560202528195,0.0012053354892892106,225.6873600762433,6.770620802287268
ES211,ES412,2020-2025,1.2883401723229326e-07,3262.144491104054,0.0024159228352790643,4782.754714052311,143.48264142157018
ES211,ES412,2025-2030,6.398903650524266e-07,3262.1444917256968,0.005271474379750449,4107.357667848941,123.22073003546852
ES211,ES414,2020-2025,1.2171622074674815e-06,4867.476434628244,0.04062215935894404,1933.0611688322342,57.99183506496751
ES211,ES414,2025-2030,2.210052054904158e-06,4867.476436820047,0.03240343632071513,5039.6755322766985,151.19026596830196
ES212,ES213,2020-2025,1.8259761418448761e-06,5049.620926212277,0.021274752927846103,3682.8221794991955,110.48466538497586
ES212,ES213,2025-2030,6.705019345779192e-06,5049.620932899048,0.034319699847506976,856.6341569089535,25.699024707268695
ES212,ES220,2020-2025,4.156242994213244e-07,983.1120387917183,0.0061697500609225195,1837.973504051592,55.139205121547725
ES212,ES220,2025-2030,3.831100981400658e-07,983.1120391565806,0.002498413161471673,1489.9248971004647,44.697746913013866
ES212,France,2020-2025,0.0,2290.20418030794,0.0,12466.521504016308,373.995645120488
ES212,France,2025-2030,0.0,2290.20418030794,0.0,11159.791958980526,334.79375876941583
ES213,ES412,2020-2025,1.4607899174734484e-06,1787.47643487187,0.035065479946268595,4704.593059891907,141.13779179675674
ES213,ES412,2025-2030,2.1334716120319153e-06,1787.4764369870936,0.02249846624989182,4824.25660682872,144.7276982048608
ES220,ES230,2020-2025,1.1563206498976797e-06,8803.321435705891,0.02066325787656958,2276.1566565650037,68.28469969695014
ES220,ES230,2025-2030,2.674782533529941e-05,8803.32146243547,0.2099824565340526,3681.8617035595253,110.45585110678593
ES220,ES241,2020-2025,9.949587820301531e-09,491.5560191979966,0.00029192839978975,1630.872619758303,48.9261785927491
ES220,ES241,2025-2030,1.0307961089708896e-07,491.5560192828284,0.0013286728074042636,713.8818361406568,21.416455084219667
ES220,ES243,2020-2025,4.326023372414056e-06,4279.032456925143,0.11611341317096242,3310.220776237439,99.30662328712347
ES220,ES243,2025-2030,6.649210654531049e-06,4279.0324635561055,0.07840389553042443,6809.710162618562,204.29130487855787
ES220,France,2020-2025,0.0,0.0,0.0,0.0,0.0
ES220,France,2025-2030,1999.9999882644036,1999.9999882644036,92379836.54758304,9165.417784073863,274.9625335222171
ES230,ES243,2020-2025,0.0044303551003796035,0.0044303551003796035,132.2238121476548,0.01863083856450129,0.0005589251569350385
ES230,ES243,2025-2030,4.6944257607100855e-07,0.004430806295139192,0.006154993969885822,0.014061730267801704,0.000421851908034053
ES230,ES412,2020-2025,1.8712194105319213e-06,2279.0324544703394,0.035246753406490375,2405.6104789863384,72.16831436958968
ES230,ES412,2025-2030,1.1162022060949352e-06,2279.032455568294,0.00923658225461277,3950.6040121478836,118.51812036443698
ES230,ES417,2020-2025,0.002914927282728316,0.002914927282728316,45.0466966157638,0.007715473611549276,0.00023146420834647903
ES230,ES417,2025-2030,0.0010892345218541885,0.004004143556766111,7.394871642922366,0.011297076957018063,0.00033891230871054234
ES241,ES243,2020-2025,6.727961135766236e-06,3440.8921410442913,0.14892115105893022,1214.6911491400324,36.44073447420083
ES241,ES243,2025-2030,1.7620786316350423e-06,3440.8921427881223,0.01713453070899926,894.2919693893679,26.82875908168107
ES241,ES513,2020-2025,1.1004010502801975e-06,1873.112039476495,0.021929580879861996,3935.3830454324507,118.06149136297384
ES241,ES513,2025-2030,1.5206982903365984e-06,1873.1120409789455,0.01331362782236979,5078.031503142715,152.34094509428223
ES241,France,2020-2025,0.0,502.727746896866,0.0,2669.449819705522,80.08349459116586
ES241,France,2025-2030,0.0,502.727746896866,0.0,2382.334560764118,71.47003682292322
ES242,ES243,2020-2025,2.1013869627495296e-05,12691.082698232469,0.4805867389363931,2351.7033879266455,70.55110163779904
ES242,ES243,2025-2030,7.130859352699728e-06,12691.08270534508,0.07164429927068446,4818.615281835612,144.55845845506838
ES242,ES423,2020-2025,0.0011540421021891195,0.0011540421021891195,35.024237919998164,0.0036100585082329203,0.00010830175524698835
ES242,ES423,2025-2030,0.00020614055352931172,0.0013601644079019447,2.7484288484056165,0.004199708021068567,0.00012599124063205708
ES242,ES424,2020-2025,0.0010621855775816069,0.0010621855775816069,34.24485924368858,0.0031725214516993556,9.517564355098085e-05
ES242,ES424,2025-2030,0.0002608223679812421,0.0013229896977464814,3.6941441492390514,0.0038915404097882344,0.00011674621229364766
ES242,ES514,2020-2025,0.0015156263128935537,0.0015156263128935537,46.98512027464851,0.004826437604139378,0.00014479312812418216
ES242,ES514,2025-2030,0.00037338647240190266,0.0018889945374789157,5.085115309430686,0.005484305554834357,0.0001645291666450315
ES242,ES522,2020-2025,5.889771273359656e-06,8937.382172945172,0.09225671653157552,616.547911567528,18.49643734702587
