Timestep;a_0;a_1;a_2;a_3;a_4;a_5;a_6;a_7;a_8;a_9;a_10;a_11;a_12;a_13;a_14;a_15;a_16;a_17;a_18;a_19;a_20;a_21;a_22;a_23;a_24;a_25;a_26;a_27;a_28;a_29;a_30;a_31;a_32;a_33;a_34;a_35;a_36;b
14;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;-25.55319433414766;4.255689696166525e9
14;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;-17.142940775781994;4.23356657831572e9
14;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;-56.835903859049175;4.263155356252025e9
14;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;-16.252455444764855;4.2368269265806456e9
14;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;-41.18402431959589;4.281199294492938e9
14;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;-16.26559907750636;4.2354469784981923e9
14;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;-86.3787124650897;4.299831477397016e9
14;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;-40.39612239034167;4.2859783399967155e9
14;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;-42.041586012981526;4.2880374176883726e9
14;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;-44.09444606233383;4.2930741241809864e9
14;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;-63.667538288607844;4.298232001859898e9
14;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;-45.63319470645694;4.293657933154817e9
14;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;-40.7975915680611;4.291945244402628e9
14;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;-57.5518021765939;4.30118926420875e9
14;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;-38.4000143709684;4.2938447041784854e9
14;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;-16.684077989115618;4.240896978631367e9
14;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;-67.72126862333695;4.304303671034825e9
14;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;-17.51451383702564;4.2466780244341598e9
14;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;-41.42959728589121;4.288401036600287e9
14;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;-44.63069903127229;4.3055954736744995e9
14;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;-34.52066517940829;4.291030947238211e9
14;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;-81.7365052331919;4.312822656884303e9
14;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;-17.438525824858804;4.2459481545790176e9
14;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;-44.49218854158854;4.30534875661018e9
14;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;-29.793461719007396;4.2810037670995708e9
14;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;-36.063985382186836;4.293804315827508e9
14;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;-43.83931267897522;4.306241802485885e9
14;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;-41.659963970788425;4.304444727328395e9
14;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;-41.553709762313574;4.305156984706264e9
14;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;-61.172560664943134;4.312108379515938e9
14;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;-36.031357746086215;4.298925232695744e9
14;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;-39.551832668187686;4.302384211636963e9
14;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;-38.28397765666219;4.30374391300301e9
14;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;-37.90817099897463;4.303575144238682e9
14;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;-38.59587156264032;4.304792287671787e9
14;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;-38.45942491429759;4.304043658917698e9
14;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;-15.966906693839114;4.2310503448740926e9
14;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;-63.425350756972634;4.315456614521247e9
14;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;-38.4393466659056;4.304984347472013e9
14;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;-38.03426471318142;4.303577893812714e9
