Date;imp_pmax_ES00277;imp_pmax_ES00813;imp_pmax_ES00817;imp_pmax_ES00818;imp_pmax_ES01092;imp_pmax_ES00742;imp_pmax_ES00859;imp_pmax_ES00981;imp_pmax_ES01126
03/07/2050 13:00;1269.5984934267874;87.28489642309165;317.39962335669685;317.39962335669685;317.39962335669685;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 14:00;1598.487282827081;109.89600069436182;399.6218207067702;399.6218207067702;399.6218207067702;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 15:00;1615.3267111246055;111.05371138981664;403.83167778115137;403.83167778115137;403.83167778115137;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 16:00;1810.3358908323444;124.46059249472368;452.5839727080861;452.5839727080861;452.5839727080861;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 17:00;1407.56708693491;96.77023722677507;351.8917717337275;351.8917717337275;351.8917717337275;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 18:00;1835.4011076566628;126.18382615139558;458.8502769141657;458.8502769141657;458.8502769141657;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 19:00;1937.4547114827494;133.20001141443902;484.36367787068735;484.36367787068735;484.36367787068735;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 20:00;1666.3086786933445;114.55872166016744;416.57716967333613;416.57716967333613;416.57716967333613;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 21:00;102.67223353183591;7.058716055313719;25.66805838295898;25.66805838295898;25.66805838295898;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 22:00;1159.9274898456772;79.74501492689032;289.9818724614193;289.9818724614193;289.9818724614193;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
03/07/2050 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 10:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 11:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 12:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 13:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 14:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 15:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 16:00;797.0215082449895;54.79522869184303;199.25537706124737;199.25537706124737;199.25537706124737;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 17:00;288.17813231761176;19.812246596835813;72.04453307940294;72.04453307940294;72.04453307940294;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 19:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 20:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
04/07/2050 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 10:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 11:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 12:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 13:00;632.0653855785786;43.45449525852728;158.01634639464464;158.01634639464464;158.01634639464464;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 14:00;661.7389947421411;45.49455588852221;165.43474868553528;165.43474868553528;165.43474868553528;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 15:00;965.8691656502025;66.40350513845142;241.46729141255062;241.46729141255062;241.46729141255062;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 16:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 17:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 19:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 20:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
05/07/2050 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 10:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 11:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 12:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 13:00;923.731996561622;63.50657476361152;230.9329991404055;230.9329991404055;230.9329991404055;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 14:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 15:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 16:00;511.4161939652114;35.159863335108284;127.85404849130285;127.85404849130285;127.85404849130285;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 17:00;49.22297798673709;3.384079736588175;12.305744496684273;12.305744496684273;12.305744496684273;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 19:00;394.8115299479524;27.14329268392173;98.7028824869881;98.7028824869881;98.7028824869881;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 20:00;102.8097115565412;7.068167669512208;25.7024278891353;25.7024278891353;25.7024278891353;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
06/07/2050 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 10:00;124.86706496032731;8.584610716022503;31.216766240081828;31.216766240081828;31.216766240081828;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 11:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 12:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 13:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 14:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 15:00;1169.1156774514109;80.3767028247845;292.2789193628527;292.2789193628527;292.2789193628527;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 16:00;923.9924593844489;63.52448158268087;230.99811484611223;230.99811484611223;230.99811484611223;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 17:00;339.99695301375;23.37479051969531;84.9992382534375;84.9992382534375;84.9992382534375;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 19:00;728.0643539487019;50.05442433397326;182.01608848717547;182.01608848717547;182.01608848717547;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 20:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
07/07/2050 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
08/07/2050 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;144.3824110671937;513.3596837944664;144.3824110671937;821.3754940711464
08/07/2050 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;148.1842885375494;526.8774703557312;148.1842885375494;843.0039525691701
08/07/2050 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;121.54891304347827;432.17391304347825;121.54891304347827;691.4782608695654
08/07/2050 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;137.46788537549406;488.77470355731225;137.46788537549406;782.0395256916997
08/07/2050 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;142.93725296442688;508.2213438735178;142.93725296442688;813.1541501976286
08/07/2050 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;147.850790513834;525.6916996047431;147.850790513834;841.1067193675891
08/07/2050 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;147.1170948616601;523.0830039525691;147.1170948616601;836.9328063241107
08/07/2050 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;161.23517786561266;573.2806324110672;161.23517786561266;917.2490118577076
08/07/2050 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;130.39772727272728;463.6363636363636;130.39772727272728;741.818181818182
08/07/2050 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;146.25;520.0;146.25;832.0000000000001
08/07/2050 10:00;-0.0;-0.0;-0.0;-0.0;-0.0;132.1763833992095;469.9604743083004;132.1763833992095;751.9367588932807
08/07/2050 11:00;-0.0;-0.0;-0.0;-0.0;-0.0;163.125;580.0;163.125;928.0000000000001
08/07/2050 12:00;-0.0;-0.0;-0.0;-0.0;-0.0;175.19762845849803;622.9249011857708;175.19762845849803;996.6798418972334
08/07/2050 13:00;-0.0;-0.0;-0.0;-0.0;-0.0;138.82411067193675;493.59683794466406;138.82411067193675;789.7549407114626
08/07/2050 14:00;-0.0;-0.0;-0.0;-0.0;-0.0;47.57905138339921;169.1699604743083;47.57905138339921;270.6719367588933
08/07/2050 15:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
08/07/2050 16:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
08/07/2050 17:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
08/07/2050 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
08/07/2050 19:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
08/07/2050 20:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
08/07/2050 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;20.165513833992094;71.699604743083;20.165513833992094;114.71936758893283
08/07/2050 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;101.07213438735178;359.3675889328063;101.07213438735178;574.9881422924902
08/07/2050 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;167.90513833992094;596.99604743083;167.90513833992094;955.1936758893282
09/07/2050 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
09/07/2050 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 09:00;729.3871084493467;50.14536370589259;182.34677711233667;182.34677711233667;182.34677711233667;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 10:00;1592.5263824923322;109.48618879634785;398.13159562308306;398.13159562308306;398.13159562308306;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 11:00;1480.8189974570364;101.80630607517126;370.2047493642591;370.2047493642591;370.2047493642591;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 12:00;989.3267863465346;68.01621656132426;247.33169658663365;247.33169658663365;247.33169658663365;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 13:00;1091.8600721182743;75.06537995813136;272.96501802956857;272.96501802956857;272.96501802956857;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 14:00;1277.9822555933442;87.86128007204242;319.49556389833606;319.49556389833606;319.49556389833606;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 15:00;1333.1434216090402;91.65361023562151;333.28585540226004;333.28585540226004;333.28585540226004;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 16:00;2300.365945878782;158.15015877916628;575.0914864696955;575.0914864696955;575.0914864696955;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 17:00;1562.7549240851047;107.43940103085095;390.68873102127617;390.68873102127617;390.68873102127617;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 18:00;636.2871734325837;43.74474317349013;159.07179335814592;159.07179335814592;159.07179335814592;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
09/07/2050 19:00;-0.0;-0.0;-0.0;-0.0;-0.0;502.7277272727273;1787.4763636363637;502.7277272727273;2859.962181818182
