ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,IT,time,hour,dayofweek,month,EU
0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.577742213,0.239883421,0.171811681,01/04/2015 13:00,13,2,4,0.4249451706160385
0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.563092454,0.237379965,0.170500596,01/04/2015 14:00,14,2,4,0.431301591167789
0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.569247815,0.271718417,0.222109654,01/04/2015 15:00,15,2,4,0.4387289542736087
0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.606426197,0.314314539,0.332359952,01/04/2015 16:00,16,2,4,0.4576144495273118
0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.678936354,0.37551844,0.393265793,01/04/2015 17:00,17,2,4,0.4619525477138175
0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.698879724,0.49531069,0.402264601,01/04/2015 18:00,18,2,4,0.4598434654456673
0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.673150314,0.521017823,0.369010727,01/04/2015 19:00,19,2,4,0.4493527456286252
0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.648528869,0.582707469,0.291656734,01/04/2015 20:00,20,2,4,0.4367566797053457
0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.659362305,0.469155177,0.233134684,01/04/2015 21:00,21,2,4,0.4255860503584553
0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.670318848,0.342076748,0.191895113,01/04/2015 22:00,22,2,4,0.4091636243092955
0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.5465,0.64889819,0.297462915,0.176162098,01/04/2015 23:00,23,2,4,0.3837718515850663
0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.62981657,0.238127265,0.157926103,01/05/2015 00:00,0,4,5,0.3775141183714122
0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.618490705,0.150805216,0.148390942,01/05/2015 01:00,1,4,5,0.3646815306750629
0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.4605,0.601132586,0.231700482,0.146662694,01/05/2015 02:00,2,4,5,0.3637573106409421
0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.4495,0.593253724,0.208945186,0.144457688,01/05/2015 03:00,3,4,5,0.3662461186244579
0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.4465,0.601378801,0.224227478,0.152622169,01/05/2015 04:00,4,4,5,0.3770305563621701
0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.630432106,0.252550163,0.188259833,01/05/2015 05:00,5,4,5,0.4005376501455513
0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.692355041,0.351941113,0.301787843,01/05/2015 06:00,6,4,5,0.419448858292151
0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.721654561,0.409856892,0.422646007,01/05/2015 07:00,7,4,5,0.4269034549410022
0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.731256925,0.47573142,0.446007151,01/05/2015 08:00,8,4,5,0.4349948481449998
0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.733965284,0.503157344,0.414004768,01/05/2015 09:00,9,4,5,0.4451153651312143
0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.596,0.754770405,0.546201846,0.363230036,01/05/2015 10:00,10,4,5,0.4442851371340134
0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.5725,0.739135787,0.481485633,0.290703218,01/05/2015 11:00,11,4,5,0.437864119122775
0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.711436661,0.488323432,0.258581645,01/05/2015 12:00,12,4,5,0.4338868898055297
0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.696048258,0.438889512,0.288259833,01/05/2015 13:00,13,4,5,0.4429419556316937
0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.5705,0.681890927,0.465119755,0.338259833,01/05/2015 14:00,14,4,5,0.4469649514631331
0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.5485,0.677828389,0.518103352,0.411740167,01/05/2015 15:00,15,4,5,0.4455153236333532
0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.733719069,0.532937264,0.51102503,01/05/2015 16:00,16,4,5,0.4550337695037474
0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.781115351,0.541419123,0.527771156,01/05/2015 17:00,17,4,5,0.457190394358041
0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.790348393,0.606060606,0.484982122,01/05/2015 18:00,18,4,5,0.452056267012677
0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.5745,0.741597932,0.602772484,0.405482718,01/05/2015 19:00,19,4,5,0.4368060574514211
0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.692970577,0.538205732,0.308581645,01/05/2015 20:00,20,4,5,0.4253743857600813
0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.693216792,0.542726899,0.251489869,01/05/2015 21:00,21,4,5,0.4210984347574191
0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.700603225,0.488435527,0.214958284,01/05/2015 22:00,22,4,5,0.4051713358183151
0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.5105,0.666256309,0.399544147,0.195172825,01/05/2015 23:00,23,4,5,0.392590635195407
0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.641881078,0.26801928,0.175208582,01/06/2015 00:00,0,0,6,0.3796825900552952
0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.634494645,0.209692486,0.165554231,01/06/2015 01:00,1,0,6,0.3737584871611739
0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.627723747,0.229346486,0.159594756,01/06/2015 02:00,2,0,6,0.3696545241952971
0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.446,0.613320202,0.22706722,0.161144219,01/06/2015 03:00,3,0,6,0.369529136382119
0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.61073495,0.242013227,0.172228844,01/06/2015 04:00,4,0,6,0.378143148468997
0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.634617752,0.214699398,0.211084625,01/06/2015 05:00,5,0,6,0.3993363130774173
0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.4695,0.686938323,0.235773269,0.315852205,01/06/2015 06:00,6,0,6,0.4174572353947486
0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.721039025,0.372678698,0.436829559,01/06/2015 07:00,7,0,6,0.4266499525864214
0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.739258894,0.441392968,0.446722288,01/06/2015 08:00,8,0,6,0.4308760937338131
0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.751077188,0.468632067,0.389034565,01/06/2015 09:00,9,0,6,0.4333776782018014
0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,0.746891543,0.506669656,0.345411204,01/06/2015 10:00,10,0,6,0.432830891248942
0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.739751323,0.437880656,0.294398093,01/06/2015 11:00,11,0,6,0.4324269883549591
0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.726825065,0.425213915,0.271990465,01/06/2015 12:00,12,0,6,0.4317527459446014
0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.699372153,0.417479356,0.295947557,01/06/2015 13:00,13,0,6,0.435416208187006
0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.6950634,0.381982588,0.349225268,01/06/2015 14:00,14,0,6,0.4419878257062531
0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.678567032,0.387960991,0.429916567,01/06/2015 15:00,15,0,6,0.4471742488021283
0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.721039025,0.381048462,0.519666269,01/06/2015 16:00,16,0,6,0.4580582885911218
0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.778283885,0.481859283,0.534326579,01/06/2015 17:00,17,0,6,0.4560064086665317
0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.796011326,0.532040504,0.492252682,01/06/2015 18:00,18,0,6,0.4442569565986913
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.746152899,0.540372903,0.413945173,01/06/2015 19:00,19,0,6,0.4337403157061739
0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.5665,0.693216792,0.509957778,0.320143027,01/06/2015 20:00,20,0,6,0.4284549660995149
0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.684106857,0.449090162,0.264958284,01/06/2015 21:00,21,0,6,0.4241447535756955
0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.694570971,0.445764675,0.226579261,01/06/2015 22:00,22,0,6,0.4121187970017397
0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.67019574,0.418338751,0.19022646,01/06/2015 23:00,23,0,6,0.4119156677278705
0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.640157577,0.311362702,0.175804529,01/07/2015 00:00,0,2,7,0.3909210935218175
0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.621568386,0.248552106,0.164481526,01/07/2015 01:00,1,2,7,0.3804195261998836
0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.611104272,0.201023802,0.158879619,01/07/2015 02:00,2,2,7,0.3771375226313468
0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.598178013,0.183163322,0.160071514,01/07/2015 03:00,3,2,7,0.3803939926369611
0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.593253724,0.232970893,0.17306317,01/07/2015 04:00,4,2,7,0.3955202519060068
0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.631293857,0.263797033,0.23647199,01/07/2015 05:00,5,2,7,0.4154053115190004
0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.695432722,0.530433808,0.331287247,01/07/2015 06:00,6,2,7,0.4365750365566723
0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.742090361,0.597765572,0.450536353,01/07/2015 07:00,7,2,7,0.4362093151703405
0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.763018589,0.561670964,0.467878427,01/07/2015 08:00,8,2,7,0.435156119536667
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.761295088,0.659380488,0.418355185,01/07/2015 09:00,9,2,7,0.4407123500744613
0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.742829004,0.650562344,0.361084625,01/07/2015 10:00,10,2,7,0.4391757745410681
0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.573,0.74479872,0.684190861,0.278367104,01/07/2015 11:00,11,2,7,0.4355726084257869
0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.717961344,0.655008781,0.266090584,01/07/2015 12:00,12,2,7,0.4316838701052292
0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.687184538,0.617307477,0.293444577,01/07/2015 13:00,13,2,7,0.4365285477676246
0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.682260249,0.606210066,0.334266985,01/07/2015 14:00,14,2,7,0.4454699304431632
0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.688661824,0.64316407,0.421156138,01/07/2015 15:00,15,2,7,0.4501784828964316
0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.706266158,0.642192579,0.506615018,01/07/2015 16:00,16,2,7,0.4555698867403247
0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.767573557,0.668684378,0.527413588,01/07/2015 17:00,17,2,7,0.4534977043894241
0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.736673643,0.700743564,0.484862932,01/07/2015 18:00,18,2,7,0.4432130854158459
0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.5995,0.681890927,0.693382655,0.400297974,01/07/2015 19:00,19,2,7,0.4251917546222702
0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.5325,0.645451188,0.650711804,0.31352801,01/07/2015 20:00,20,2,7,0.4145944983146344
0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.625754032,0.62403318,0.241179976,01/07/2015 21:00,21,2,7,0.4238497400281705
0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.4915,0.627231318,0.597653477,0.209356377,01/07/2015 22:00,22,2,7,0.4145920928875478
0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.608395913,0.488061876,0.187485101,01/07/2015 23:00,23,2,7,0.4146991877533625
0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.582543395,0.379030751,0.172943981,01/08/2015 00:00,0,5,8,0.3959317257283509
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.57835775,0.23831409,0.163051251,01/08/2015 01:00,1,5,8,0.3838424374779651
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.571833067,0.212083847,0.161740167,01/08/2015 02:00,2,5,8,0.3810289789863728
