Source:_Assumed	Unnamed:_1	Unnamed:_2	Unnamed:_3
France	Nuclear	4	3300
France	Nuclear	5	9900
France	Nuclear	6	3300
France	Nuclear	7	3300
EU	Nuclear	2	2490
EU	Nuclear	3	13070
EU	Nuclear	4	17831
EU	Nuclear	5	19832
EU	Nuclear	6	14400
