Source:_EU_EnVis_Scenarios_InputData_v1.3.0.csv	Unnamed:_1
Coal	0.216032913
CoalCCS	0.02880416304
Lignite	0.268328792
LigniteCCS	0.0357775416
GasOCGT	0.128053746
GasCCGT	0.09735481800000001
GasCCS	0.01298059776
Nuclear	0.0
Wave	0.0
Geo	0.0
Bio	0.0
BioCCS	-0.1
Hydrorun-of-the-river	0.0
Hydroregulated	0.0
Windonshore	0.0
Windoffshorefloating	0.0
Windoffshoregrounded	0.0
Solar	0.0
Oil	0.2114254
Waste	0.037
