Source:_EU_EnVis_Scenarios_InputData_v1.3.0.csv	Unnamed:_1
1	335.964561552122
2	107.613503468461
3	63.1328063692912
4	-26.5472148118105
5	-79.7412610770038
6	-170.635224510498
7	-230.38479336096
