Source:_EU_EnVis_Scenarios_InputData_v1.3.0.csv	Unnamed:_1	Unnamed:_2
HydroPumpStorage	1	1424.245455
Li-Ion_BESS	1	215.0
HydroPumpStorage	2	1424.245455
Li-Ion_BESS	2	160.0
HydroPumpStorage	3	1424.245455
Li-Ion_BESS	3	130.0
HydroPumpStorage	4	1424.245455
Li-Ion_BESS	4	100.0
HydroPumpStorage	5	1424.245455
Li-Ion_BESS	5	80.0
HydroPumpStorage	6	1424.245455
Li-Ion_BESS	6	60.0
HydroPumpStorage	7	1424.245455
Li-Ion_BESS	7	60.0
