delivery_time,-12,-9,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,14521.6,14521.6,15913.179334399852,16925.473275662658,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772,16268.536713068772
1,14521.9,14521.9,15656.272078118704,16287.98537007451,16199.457070188999,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856,16854.589721181856
2,14513.2,14513.2,15135.357313861157,16076.019312093096,15905.963882166645,16822.923588678634,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738,16570.790815251738
3,14705.4,14705.4,15310.407695308824,15660.362527938623,15937.749253501526,16717.018240939506,16756.570674945535,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213,16622.80838439213
4,14835.9,14835.9,15259.279540631662,15728.832934817317,15544.041446423016,16506.80166214863,16692.197265583414,16595.841580489032,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458,17354.597618016458
5,15001.4,15001.4,15489.709106034346,15423.048560867373,15732.397896821098,16100.355456761055,16795.930673175277,16510.873572296365,17479.327120302838,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872,17452.18761822872
6,15427.6,15427.6,16274.805116358859,15915.403166642958,15626.494455833526,16365.447056715599,16860.023992060807,16812.8177141441,17531.635053659586,17637.105438341492,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769,19317.02023608769
7,15526.8,15526.8,15526.8,16570.530392032288,16191.51776425232,15970.747083210203,16939.044672630447,17094.343330907388,17765.224850451315,17866.646008854343,19508.720656851776,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835,20028.574561027835
8,15202.6,15202.6,15202.6,15202.6,16110.613740666717,16031.705789052758,15421.680559785711,16366.323614023522,17764.093443244943,17244.95719569113,19338.538625414276,19287.625803196504,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616,18632.279488035616
9,11677.3,11677.3,11677.3,11677.3,11677.3,12625.50513971107,12340.471529434753,11901.35827494758,12686.939822724506,13130.178561151764,14222.17459062954,14611.258815085119,13404.085259953481,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607,14080.6697864607
