delivery_time,-12,-9,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,7747.8,7747.8,7082.782901385999,7202.378869578013,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343,7280.853902084343
1,7573.0,7573.0,7493.7052582636015,7455.4649473528425,7362.499492110226,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815,6811.128772635815
2,6901.2,6901.2,7218.3460291173105,7184.193820181765,7075.487431407867,6261.1634406179355,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194,6573.048566243194
3,6411.7,6411.7,6836.031357719726,6953.411589370349,6974.250493303345,6209.889331811927,6210.498402073017,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393,6512.500855721393
4,5851.7,5851.7,6455.641876411239,6435.157348750572,6482.109749687272,6067.294989196857,5795.813032422164,6187.782695968432,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372,5831.434372294372
5,5337.4,5337.4,5882.007496713852,5951.8966934108175,6098.123494126595,5517.978236718733,5423.590212286435,5536.038158325835,5339.069705267024,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275,5236.5015553960275
6,5158.8,5158.8,5760.88673223502,5696.003572756865,5650.815049651305,5419.036109627568,5253.93129501575,5240.138290654833,5125.785400969577,5042.954367275564,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167,5111.87672552167
7,4602.4,4602.4,4602.4,5152.133717183176,5190.420341566571,4568.915738145869,4684.858852926445,5106.825437181379,4500.851960531474,4533.39546277588,4565.71797687534,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976,4951.96685679976
8,4128.0,4128.0,4128.0,4128.0,4671.573064095726,4321.210514996442,3855.906852112878,4531.635531968823,4559.754475185757,4237.530092234531,4198.828324717723,4574.395140102401,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774,4784.991549295774
9,3073.6,3073.6,3073.6,3073.6,3073.6,3318.1160074508143,3153.662504054348,3175.0112520236657,2965.5506730560655,3341.866375231055,3279.5786132413123,3482.392862306082,3604.1139973981744,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486,3330.88604860486
