date,hour,country,bus_id,da_share_mw,redispatch_mw,delta_mw,lower_bound_mw,upper_bound_mw
2024-08-20,2,FR,ES00981,118.212,118.212,0.0,0.0,402.182
2024-08-20,2,PT,ES00818,-90.03,-90.03,0.0,-1429.981,0.0
2024-08-20,3,PT,ES00277,-530.323,-529.542,0.782,-11439.849,0.0
2024-08-20,3,FR,ES00859,2405.304,2368.858,-36.447,0.0,4629.981
2024-08-20,3,PT,ES00813,-18.23,-17.835,0.395,-393.245,0.0
2024-08-20,3,PT,ES01092,-66.29,-66.745,-0.454,-1429.981,0.0
2024-08-20,3,PT,ES00817,-66.29,-66.589,-0.299,-1429.981,0.0
2024-08-20,3,FR,ES00742,208.936,231.182,22.246,0.0,402.182
2024-08-20,3,FR,ES01126,1188.615,1195.505,6.89,0.0,2287.97
2024-08-20,3,FR,ES00981,208.936,216.246,7.31,0.0,402.182
2024-08-20,3,PT,ES00818,-66.29,-66.714,-0.424,-1429.981,0.0
2024-08-20,4,PT,ES00277,0.0,0.0,0.0,0.0,0.0
2024-08-20,4,FR,ES00859,736.976,736.976,-0.0,0.0,4629.981
2024-08-20,4,PT,ES00813,0.0,0.0,0.0,0.0,0.0
2024-08-20,4,PT,ES01092,0.0,0.0,0.0,0.0,0.0
2024-08-20,4,PT,ES00817,0.0,0.0,0.0,0.0,0.0
2024-08-20,4,FR,ES00742,64.017,64.017,0.0,0.0,402.182
2024-08-20,4,FR,ES01126,364.187,364.187,-0.0,0.0,2287.97
2024-08-20,4,FR,ES00981,64.017,64.017,0.0,0.0,402.182
2024-08-20,4,PT,ES00818,0.0,0.0,0.0,0.0,0.0
2024-08-20,5,PT,ES00277,-1488.583,-1482.413,6.17,-11439.849,0.0
2024-08-20,5,FR,ES00859,2570.931,2283.373,-287.558,0.0,4629.981
2024-08-20,5,PT,ES00813,-51.17,-48.049,3.121,-393.245,0.0
2024-08-20,5,PT,ES01092,-186.073,-189.659,-3.586,-1429.981,0.0
2024-08-20,5,PT,ES00817,-186.073,-188.43,-2.357,-1429.981,0.0
2024-08-20,5,FR,ES00742,223.323,398.422,175.099,0.0,402.182
2024-08-20,5,FR,ES01126,1270.461,1325.031,54.57,0.0,2287.97
2024-08-20,5,FR,ES00981,223.323,281.212,57.889,0.0,402.182
2024-08-20,5,PT,ES00818,-186.073,-189.42,-3.347,-1429.981,0.0
2024-08-20,6,PT,ES00277,0.0,0.0,0.0,0.0,0.0
2024-08-20,6,FR,ES00859,423.722,423.722,-0.0,0.0,4629.981
2024-08-20,6,PT,ES00813,0.0,0.0,0.0,0.0,0.0
2024-08-20,6,PT,ES01092,0.0,0.0,0.0,0.0,0.0
2024-08-20,6,PT,ES00817,0.0,0.0,0.0,0.0,0.0
2024-08-20,6,FR,ES00742,36.806,36.806,0.0,0.0,402.182
2024-08-20,6,FR,ES01126,209.388,209.388,-0.0,0.0,2287.97
2024-08-20,6,FR,ES00981,36.806,36.806,0.0,0.0,402.182
2024-08-20,6,PT,ES00818,0.0,0.0,0.0,0.0,0.0
2024-08-20,7,PT,ES00277,0.0,0.0,0.0,0.0,0.0
2024-08-20,7,FR,ES00859,448.037,448.037,-0.0,0.0,4629.981
2024-08-20,7,PT,ES00813,0.0,0.0,0.0,0.0,0.0
2024-08-20,7,PT,ES01092,0.0,0.0,0.0,0.0,0.0
2024-08-20,7,PT,ES00817,0.0,0.0,0.0,0.0,0.0
2024-08-20,7,FR,ES00742,38.919,38.919,0.0,0.0,402.182
2024-08-20,7,FR,ES01126,221.404,221.404,-0.0,0.0,2287.97
2024-08-20,7,FR,ES00981,38.919,38.919,0.0,0.0,402.182
2024-08-20,7,PT,ES00818,0.0,0.0,0.0,0.0,0.0
2024-08-20,8,PT,ES00277,-808.541,-808.541,0.0,-11439.849,0.0
2024-08-20,8,FR,ES00859,552.659,552.659,-0.0,0.0,4629.981
2024-08-20,8,PT,ES00813,-27.794,-27.794,-0.0,-393.245,0.0
2024-08-20,8,PT,ES01092,-101.068,-101.068,0.0,-1429.981,0.0
2024-08-20,8,PT,ES00817,-101.068,-101.068,0.0,-1429.981,0.0
2024-08-20,8,FR,ES00742,48.007,48.007,0.0,0.0,402.182
2024-08-20,8,FR,ES01126,273.104,273.104,-0.0,0.0,2287.97
2024-08-20,8,FR,ES00981,48.007,48.007,0.0,0.0,402.182
2024-08-20,8,PT,ES00818,-101.068,-101.068,0.0,-1429.981,0.0
2024-08-20,18,PT,ES00277,-3570.947,-3570.947,0.0,-11439.849,0.0
2024-08-20,18,FR,ES00859,1848.218,1848.218,-0.0,0.0,4629.981
2024-08-20,18,PT,ES00813,-122.751,-122.751,-0.0,-393.245,0.0
2024-08-20,18,PT,ES01092,-446.368,-446.368,0.0,-1429.981,0.0
2024-08-20,18,PT,ES00817,-446.368,-446.368,0.0,-1429.981,0.0
2024-08-20,18,FR,ES00742,160.545,160.545,0.0,0.0,402.182
2024-08-20,18,FR,ES01126,913.323,913.323,-0.0,0.0,2287.97
2024-08-20,18,FR,ES00981,160.545,160.545,0.0,0.0,402.182
2024-08-20,18,PT,ES00818,-446.368,-446.368,0.0,-1429.981,0.0
2024-08-20,19,PT,ES00277,-382.601,-369.826,12.776,-11439.849,0.0
2024-08-20,19,FR,ES00859,2859.196,2351.176,-508.02,0.0,4629.981
2024-08-20,19,PT,ES00813,-13.152,-6.692,6.459,-393.245,0.0
2024-08-20,19,PT,ES01092,-47.825,-55.249,-7.424,-1429.981,0.0
2024-08-20,19,PT,ES00817,-47.825,-52.706,-4.88,-1429.981,0.0
2024-08-20,19,FR,ES00742,248.363,402.182,153.819,0.0,402.182
2024-08-20,19,FR,ES01126,1412.911,1613.293,200.382,0.0,2287.97
2024-08-20,19,FR,ES00981,248.363,402.182,153.819,0.0,402.182
2024-08-20,19,PT,ES00818,-47.825,-54.756,-6.93,-1429.981,0.0
2024-08-20,20,PT,ES00277,-518.735,-499.253,19.481,-11439.849,0.0
2024-08-20,20,FR,ES00859,3013.233,2332.662,-680.571,0.0,4629.981
2024-08-20,20,PT,ES00813,-17.832,-7.978,9.853,-393.245,0.0
2024-08-20,20,PT,ES01092,-64.842,-76.164,-11.322,-1429.981,0.0
2024-08-20,20,PT,ES00817,-64.842,-72.285,-7.443,-1429.981,0.0
2024-08-20,20,FR,ES00742,261.744,402.182,140.438,0.0,402.182
2024-08-20,20,FR,ES01126,1489.031,1888.725,399.694,0.0,2287.97
2024-08-20,20,FR,ES00981,261.744,402.182,140.438,0.0,402.182
2024-08-20,20,PT,ES00818,-64.842,-75.411,-10.569,-1429.981,0.0
2024-08-20,21,PT,ES00277,-609.31,-609.31,0.0,-11439.849,0.0
2024-08-20,21,FR,ES00859,2005.984,2005.984,-0.0,0.0,4629.981
2024-08-20,21,PT,ES00813,-20.945,-20.945,-0.0,-393.245,0.0
2024-08-20,21,PT,ES01092,-76.164,-76.164,0.0,-1429.981,0.0
2024-08-20,21,PT,ES00817,-76.164,-76.164,0.0,-1429.981,0.0
2024-08-20,21,FR,ES00742,174.249,174.249,0.0,0.0,402.182
2024-08-20,21,FR,ES01126,991.285,991.285,-0.0,0.0,2287.97
2024-08-20,21,FR,ES00981,174.249,174.249,0.0,0.0,402.182
2024-08-20,21,PT,ES00818,-76.164,-76.164,0.0,-1429.981,0.0
2024-08-20,22,PT,ES00277,-269.983,-257.298,12.685,-11439.849,0.0
2024-08-20,22,FR,ES00859,2911.095,2410.206,-500.889,0.0,4629.981
2024-08-20,22,PT,ES00813,-9.281,-2.884,6.396,-393.245,0.0
2024-08-20,22,PT,ES01092,-33.748,-41.113,-7.365,-1429.981,0.0
2024-08-20,22,PT,ES00817,-33.748,-38.588,-4.841,-1429.981,0.0
2024-08-20,22,FR,ES00742,252.872,402.182,149.311,0.0,402.182
2024-08-20,22,FR,ES01126,1438.558,1640.825,202.267,0.0,2287.97
2024-08-20,22,FR,ES00981,252.872,402.182,149.311,0.0,402.182
2024-08-20,22,PT,ES00818,-33.748,-40.623,-6.875,-1429.981,0.0
2024-08-20,23,PT,ES00277,-73.715,-73.696,0.019,-11439.849,0.0
2024-08-20,23,FR,ES00859,1178.977,1178.977,-0.0,0.0,4629.981
2024-08-20,23,PT,ES00813,-2.534,-2.609,-0.075,-393.245,0.0
2024-08-20,23,PT,ES01092,-9.214,-9.196,0.019,-1429.981,0.0
2024-08-20,23,PT,ES00817,-9.214,-9.196,0.019,-1429.981,0.0
2024-08-20,23,FR,ES00742,102.412,102.412,0.0,0.0,402.182
2024-08-20,23,FR,ES01126,582.608,582.608,-0.0,0.0,2287.97
2024-08-20,23,FR,ES00981,102.412,102.412,0.0,0.0,402.182
2024-08-20,23,PT,ES00818,-9.214,-9.196,0.019,-1429.981,0.0
2024-08-21,0,PT,ES00277,0.0,0.0,0.0,0.0,0.0
2024-08-21,0,FR,ES00859,0.0,0.0,0.0,0.0,0.0
2024-08-21,0,PT,ES00813,0.0,0.0,0.0,0.0,0.0
2024-08-21,0,PT,ES01092,0.0,0.0,0.0,0.0,0.0
2024-08-21,0,PT,ES00817,0.0,0.0,0.0,0.0,0.0
2024-08-21,0,FR,ES00742,0.0,0.0,0.0,0.0,0.0
2024-08-21,0,FR,ES01126,0.0,0.0,0.0,0.0,0.0
2024-08-21,0,FR,ES00981,0.0,0.0,0.0,0.0,0.0
