date,hour,branch_id,branch_name,from_bus,to_bus,from_bus_id,to_bus_id,from_nuts3,to_nuts3,asset_class,reinforcement_eligible,diagnostic_multiplier,base_line_rating_factor,flow_mw,flow_mvar,limit_mw,loading_pct
2025-06-25,15,1511,LTGES0993,588,44,ES00593,ES00044,ES211,ES412,inter_nuts3,false,1.0,0.8,-393.24,0.0,393.24,100.0
2024-08-20,18,266,LTGES0193,707,25,ES00714,ES00025,ES414,ES412,inter_nuts3,false,1.0,0.8,-393.24,0.0,393.24,100.0
2024-08-22,10,1312,LTGES0862b,443,372,ES00446,ES00375,ES513,ES514,inter_nuts3,false,1.0,0.8,786.49,0.0,786.49,100.0
2025-06-29,7,1558,LTGES1023,96,575,ES00096,ES00580,ES412,ES211,inter_nuts3,false,1.0,0.8,393.24,0.0,393.24,100.0
2024-08-22,10,1311,LTGES0862a,443,372,ES00446,ES00375,ES513,ES514,inter_nuts3,false,1.0,0.8,786.49,0.0,786.49,100.0
2025-06-25,15,2178,NEWXB_ES220_FR,150,850,ES00153,ES00859,ES220,FR,international,false,1.0,0.8,1600.0,0.0,1600.0,100.0
2024-08-26,8,1194,LTGES0783,451,986,ES00454,ES01000,ES513,ES241,inter_nuts3,false,1.0,0.8,-393.24,0.0,393.24,100.0
2024-08-21,8,1003,LTGES0668,481,908,ES00484,ES00919,ES423,ES300,inter_nuts3,false,1.0,0.8,393.24,0.0,393.24,100.0
2024-08-20,19,dc1,LTGES0254,674,676,ES00681,ES00683,ES522,ES532,inter_nuts3,false,1.0,0.8,406.5,0.0,406.5,100.0
2025-06-25,15,1817,LTGES1192,76,14,ES00076,ES00014,ES423,ES300,inter_nuts3,false,1.0,0.8,1429.98,0.0,1429.98,100.0
2024-08-26,8,423,LTGES0290,134,952,ES00135,ES00963,ES220,ES243,inter_nuts3,false,1.0,0.8,1429.98,0.0,1429.98,100.0
2024-08-20,3,1562,LTGES1027,850,851,ES00859,ES00860,FR,ES212,international,false,1.0,0.8,1429.98,0.0,1429.98,100.0
2024-08-22,17,87,LTGES0059,95,44,ES00095,ES00044,ES211,ES412,inter_nuts3,false,1.0,0.8,-393.24,0.0,393.24,100.0
2024-08-20,3,2179,NEWES_ES412_ES416,684,905,ES00691,ES00916,ES412,ES416,inter_nuts3,false,1.0,0.8,150.84,0.0,150.84,100.0
2024-08-20,18,869,LTGES0589,458,276,ES00461,ES00279,ES220,ES243,inter_nuts3,false,1.0,0.8,-393.24,0.0,393.24,100.0
2025-06-25,15,1896,LTGES1242,494,191,ES00497,ES00194,ES611,ES614,inter_nuts3,false,1.0,0.8,1429.98,0.0,1429.98,100.0
2025-06-25,15,608,LTGES0423,353,830,ES00356,ES00839,ES620,ES521,inter_nuts3,false,1.0,0.8,393.24,0.0,393.24,100.0
2024-08-24,20,1241,LTGES0815,531,215,ES00536,ES00218,ES212,ES220,inter_nuts3,false,1.0,0.8,393.24,0.0,393.24,100.0
2025-06-25,15,1903,LTGES1246,1057,923,ES01071,ES00934,ES611,ES614,inter_nuts3,false,1.0,0.8,364.94,0.0,393.24,92.8
2025-06-24,12,721,LTGES0497,410,266,ES00413,ES00269,ES242,ES243,inter_nuts3,false,1.0,0.8,364.39,0.0,393.24,92.7
2025-06-25,15,919,LTGES0619a,896,894,ES00905,ES00903,ES424,ES300,inter_nuts3,false,1.0,0.8,2649.31,0.0,2859.96,92.6
2025-06-25,15,920,LTGES0619b,896,894,ES00905,ES00903,ES424,ES300,inter_nuts3,false,1.0,0.8,2649.31,0.0,2859.96,92.6
2024-08-26,8,305,LTGES0219,753,75,ES00762,ES00075,ES523,ES423,inter_nuts3,false,1.0,0.8,-1300.14,0.0,1429.98,90.9
2024-08-26,8,74,LTGES0049,80,82,ES00080,ES00082,ES242,ES243,inter_nuts3,false,1.0,0.8,-1275.86,0.0,1429.98,89.2
2025-06-25,15,1624,LTGES1069,1060,907,ES01075,ES00918,ES423,ES300,inter_nuts3,false,1.0,0.8,1266.05,0.0,1429.98,88.5
2024-08-24,20,1239,LTGES0813,215,97,ES00218,ES00097,ES220,ES212,inter_nuts3,false,1.0,0.8,-347.72,0.0,393.24,88.4
2024-08-22,17,1999,LTGES1317,1023,95,ES01037,ES00095,ES230,ES211,inter_nuts3,false,1.0,0.8,-341.34,0.0,393.24,86.8
2024-08-26,8,242,LTGES0172,963,212,ES00974,ES00215,ES220,ES241,inter_nuts3,false,1.0,0.8,337.31,0.0,393.24,85.8
2025-06-25,15,1058,LTGES0700,193,495,ES00196,ES00498,ES614,ES617,inter_nuts3,false,1.0,0.8,1201.3,0.0,1429.98,84.0
2025-06-30,20,1682,LTGES1110,623,301,ES00629,ES00304,ES243,ES241,inter_nuts3,false,1.0,0.8,328.54,0.0,393.24,83.5
2025-06-25,15,248,LTGES0177,733,735,ES00742,ES00744,FR,ES212,international,false,1.0,0.8,-335.34,0.0,402.18,83.4
2025-06-25,15,1859,LTGES1219,1055,970,ES01069,ES00981,ES241,FR,international,false,1.0,0.8,335.34,0.0,402.18,83.4
2025-06-25,15,1783,LTGES1173a,1108,1107,ES01126,ES01125,FR,ES512,international,false,1.0,0.8,-953.86,0.0,1143.98,83.4
2025-06-25,15,1784,LTGES1174b,1108,1107,ES01126,ES01125,FR,ES512,international,false,1.0,0.8,-953.86,0.0,1143.98,83.4
2024-08-22,17,106,LTGES0073,109,971,ES00109,ES00982,ES419,ES113,inter_nuts3,false,1.0,0.8,-315.35,0.0,393.24,80.2
2025-06-24,12,648,LTGES0448,80,374,ES00080,ES00377,ES242,ES243,inter_nuts3,false,1.0,0.8,-1137.02,0.0,1429.98,79.5
2025-06-30,18,459,LTGES0317,310,311,ES00313,ES00314,ES113,ES112,inter_nuts3,false,1.0,0.8,-306.77,0.0,393.24,78.0
2024-08-26,17,377,LTGES0257b,124,274,ES00124,ES00277,ES113,PT,international,false,1.0,0.8,2191.49,0.0,2859.96,76.6
2024-08-26,17,376,LTGES0257a,124,274,ES00124,ES00277,ES113,PT,international,false,1.0,0.8,2191.49,0.0,2859.96,76.6
2025-06-29,7,1471,LTGES0964,582,575,ES00587,ES00580,ES213,ES211,inter_nuts3,false,1.0,0.8,-296.91,0.0,393.24,75.5
2025-06-29,7,1472,LTGES0965,582,575,ES00587,ES00580,ES213,ES211,inter_nuts3,false,1.0,0.8,-295.76,0.0,393.24,75.2
2025-06-30,18,458,LTGES0316,125,201,ES00125,ES00204,ES113,ES112,inter_nuts3,false,1.0,0.8,-288.17,0.0,393.24,73.3
2025-06-25,15,1516,LTGES0996,589,590,ES00594,ES00595,ES230,ES211,inter_nuts3,false,1.0,0.8,283.44,0.0,393.24,72.1
2025-06-29,7,1473,LTGES0966,575,685,ES00580,ES00692,ES211,ES412,inter_nuts3,false,1.0,0.8,-281.57,0.0,393.24,71.6
2025-06-30,18,460,LTGES0318,311,312,ES00314,ES00315,ES112,ES113,inter_nuts3,false,1.0,0.8,-280.3,0.0,393.24,71.3
2024-08-22,17,1519,LTGES0999,1023,590,ES01037,ES00595,ES230,ES211,inter_nuts3,false,1.0,0.8,278.71,0.0,393.24,70.9
2025-06-24,16,1822,LTGES1197,633,356,ES00639,ES00359,ES421,ES523,inter_nuts3,false,1.0,0.8,959.47,0.0,1429.98,67.1
2025-06-25,15,925,LTGES0622a,467,385,ES00470,ES00388,ES300,ES424,inter_nuts3,false,1.0,0.8,-516.27,0.0,786.49,65.6
2025-06-25,15,926,LTGES0622b,467,385,ES00470,ES00388,ES300,ES424,inter_nuts3,false,1.0,0.8,-516.27,0.0,786.49,65.6
2025-06-29,7,857,LTGES0581,454,452,ES00457,ES00455,ES241,ES513,inter_nuts3,false,1.0,0.8,247.98,0.0,393.24,63.1
2025-06-24,12,658,LTGES0455,378,266,ES00381,ES00269,ES514,ES243,inter_nuts3,false,1.0,0.8,-246.29,0.0,393.24,62.6
2025-06-25,15,1546,LTGES1016a,600,436,ES00605,ES00439,ES511,ES514,inter_nuts3,false,1.0,0.8,-485.06,0.0,786.49,61.7
2025-06-25,15,1547,LTGES1016b,600,436,ES00605,ES00439,ES511,ES514,inter_nuts3,false,1.0,0.8,-485.06,0.0,786.49,61.7
2025-06-30,20,1892,LTGES1239,635,548,ES00641,ES00553,ES112,ES120,inter_nuts3,false,1.0,0.8,855.26,0.0,1429.98,59.8
2025-06-30,18,491,LTGES0340,313,303,ES00316,ES00306,ES111,ES114,inter_nuts3,false,1.0,0.8,235.16,0.0,393.24,59.8
2024-08-26,8,620,LTGES0431,75,357,ES00075,ES00360,ES423,ES523,inter_nuts3,false,1.0,0.8,841.12,0.0,1429.98,58.8
2025-06-29,20,1493,LTGES0981,1021,1019,ES01035,ES01033,ES212,ES213,inter_nuts3,false,1.0,0.8,-229.71,0.0,393.24,58.4
2025-06-30,18,670,LTGES0462b,389,390,ES00392,ES00393,ES424,ES423,inter_nuts3,false,1.0,0.8,-1647.36,0.0,2859.96,57.6
2025-06-30,18,669,LTGES0462a,389,390,ES00392,ES00393,ES424,ES423,inter_nuts3,false,1.0,0.8,-1647.36,0.0,2859.96,57.6
2025-06-24,14,1047,LTGES0691,489,490,ES00492,ES00493,ES425,ES422,inter_nuts3,false,1.0,0.8,-221.1,0.0,393.24,56.2
2024-08-24,20,77,LTGES0052,85,55,ES00085,ES00055,ES417,ES418,inter_nuts3,false,1.0,0.8,-802.62,0.0,1429.98,56.1
2025-06-25,15,138,LTGES0100,134,66,ES00135,ES00066,ES220,ES230,inter_nuts3,false,1.0,0.8,788.26,0.0,1429.98,55.1
2025-06-25,15,55,LTGES0036,66,39,ES00066,ES00039,ES230,ES412,inter_nuts3,false,1.0,0.8,769.56,0.0,1429.98,53.8
2025-06-27,19,267,LTGES0194,54,228,ES00054,ES00231,ES418,ES414,inter_nuts3,false,1.0,0.8,-211.19,0.0,393.24,53.7
2024-08-26,8,1848,LTGES1211,192,942,ES00195,ES00953,ES614,ES616,inter_nuts3,false,1.0,0.8,-211.02,0.0,393.24,53.7
2025-06-30,20,265,LTGES0192,227,190,ES00230,ES00193,ES611,ES614,inter_nuts3,false,1.0,0.8,210.27,0.0,393.24,53.5
2025-06-25,15,2177,NEWXB_ES213_FR,993,850,ES01007,ES00859,ES213,FR,international,false,1.0,0.8,830.54,0.0,1600.0,51.9
2025-06-24,14,1119,LTGES0739,364,937,ES00367,ES00948,ES521,ES523,inter_nuts3,false,1.0,0.8,204.02,0.0,393.24,51.9
2024-08-24,20,862,LTGES0585,85,64,ES00085,ES00064,ES417,ES243,inter_nuts3,false,1.0,0.8,737.78,0.0,1429.98,51.6
2025-06-29,7,91,LTGES0063,1007,39,ES01021,ES00039,ES211,ES412,inter_nuts3,false,1.0,0.8,-732.48,0.0,1429.98,51.2
2025-06-30,20,1712,LTGES1126,960,139,ES00971,ES00142,ES220,ES230,inter_nuts3,false,1.0,0.8,198.91,0.0,393.24,50.6
2024-08-24,20,272,LTGES0198,224,229,ES00227,ES00232,ES414,ES130,inter_nuts3,false,1.0,0.8,198.07,0.0,393.24,50.4
2025-06-25,15,1570,LTGES1032a,375,369,ES00378,ES00372,ES243,ES514,inter_nuts3,false,1.0,0.8,-393.97,0.0,786.49,50.1
2025-06-25,15,1571,LTGES1032b,375,369,ES00378,ES00372,ES243,ES514,inter_nuts3,false,1.0,0.8,-393.97,0.0,786.49,50.1
2024-08-26,17,452,LTGES0311,126,162,ES00126,ES00165,ES113,ES413,inter_nuts3,false,1.0,0.8,-705.54,0.0,1429.98,49.3
2025-06-29,7,90,LTGES0062,98,1007,ES00098,ES01021,ES212,ES211,inter_nuts3,false,1.0,0.8,-684.12,0.0,1429.98,47.8
2025-06-29,20,1301,LTGES0856,950,523,ES00961,ES00526,ES513,ES511,inter_nuts3,false,1.0,0.8,185.99,0.0,393.24,47.3
2025-06-24,14,1100,LTGES0726,506,930,ES00509,ES00941,ES521,ES523,inter_nuts3,false,1.0,0.8,675.54,0.0,1429.98,47.2
2024-08-26,8,1412,LTGES0928,551,571,ES00556,ES00576,ES120,ES413,inter_nuts3,false,1.0,0.8,-185.8,0.0,393.24,47.2
2025-06-29,20,296,LTGES0213,751,122,ES00760,ES00122,ES522,ES523,inter_nuts3,false,1.0,0.8,-668.24,0.0,1429.98,46.7
2025-06-30,18,1643,LTGES1082,431,201,ES00434,ES00204,ES111,ES112,inter_nuts3,false,1.0,0.8,178.9,0.0,393.24,45.5
2024-08-24,20,1209,LTGES0796,333,964,ES00336,ES00975,ES618,ES613,inter_nuts3,false,1.0,0.8,172.93,0.0,393.24,44.0
2025-06-27,8,170,LTGES0126a,165,899,ES00168,ES00908,ES432,ES425,inter_nuts3,false,1.0,0.8,343.11,0.0,786.49,43.6
2025-06-27,8,171,LTGES0126b,165,899,ES00168,ES00908,ES432,ES425,inter_nuts3,false,1.0,0.8,343.11,0.0,786.49,43.6
2025-06-25,15,619,LTGES0430b,361,359,ES00364,ES00362,ES421,ES423,inter_nuts3,false,1.0,0.8,1229.89,0.0,2859.96,43.0
2025-06-25,15,618,LTGES0430a,361,359,ES00364,ES00362,ES421,ES423,inter_nuts3,false,1.0,0.8,1229.89,0.0,2859.96,43.0
2024-08-24,20,1948,LTGES1273,653,355,ES00659,ES00358,ES620,ES521,inter_nuts3,false,1.0,0.8,167.26,0.0,393.24,42.5
2025-06-29,7,638,LTGES0443a,205,80,ES00208,ES00080,ES514,ES242,inter_nuts3,false,1.0,0.8,-1211.56,0.0,2859.96,42.4
2025-06-29,7,639,LTGES0443b,205,80,ES00208,ES00080,ES514,ES242,inter_nuts3,false,1.0,0.8,-1211.56,0.0,2859.96,42.4
2025-06-24,14,1930,LTGES1263,651,329,ES00657,ES00332,ES432,ES431,inter_nuts3,false,1.0,0.8,-165.17,0.0,393.24,42.0
2025-06-25,11,262,LTGES0189,739,220,ES00748,ES00223,ES413,ES414,inter_nuts3,false,1.0,0.8,164.68,0.0,393.24,41.9
2025-06-25,15,1439,LTGES0945,1082,294,ES01100,ES00297,ES212,ES213,inter_nuts3,false,1.0,0.8,-597.48,0.0,1429.98,41.8
2025-06-29,7,355,LTGES0242,752,751,ES00761,ES00760,ES514,ES522,inter_nuts3,false,1.0,0.8,-587.87,0.0,1429.98,41.1
2024-08-24,20,932,LTGES0626,469,470,ES00472,ES00473,ES425,ES300,inter_nuts3,false,1.0,0.8,161.19,0.0,393.24,41.0
2025-06-25,15,363,LTGES0248,269,763,ES00272,ES00772,ES130,ES120,inter_nuts3,false,1.0,0.8,-585.01,0.0,1429.98,40.9
2025-06-25,15,12,LTGES0008,16,920,ES00016,ES00931,ES300,ES425,inter_nuts3,false,1.0,0.8,158.53,0.0,393.24,40.3
2025-06-30,20,487,LTGES0337,315,795,ES00318,ES00804,ES113,ES114,inter_nuts3,false,1.0,0.8,-157.99,0.0,393.24,40.2
2025-06-29,7,1924,LTGES1259,691,46,ES00698,ES00046,ES412,ES213,inter_nuts3,false,1.0,0.8,556.58,0.0,1429.98,38.9
2025-06-24,12,1376,LTGES0904,62,554,ES00062,ES00559,ES413,ES120,inter_nuts3,false,1.0,0.8,556.55,0.0,1429.98,38.9
2024-08-26,18,574,LTGES0397,340,341,ES00343,ES00344,ES618,ES615,inter_nuts3,false,1.0,0.8,-151.4,0.0,393.24,38.5
2024-08-26,17,1868,LTGES1225,804,322,ES00813,ES00325,PT,ES415,international,false,1.0,0.8,-150.51,0.0,393.24,38.3
2024-08-26,17,524,LTGES0363,808,99,ES00817,ES00099,PT,ES432,international,false,1.0,0.8,-547.32,0.0,1429.98,38.3
2024-08-26,17,1565,LTGES1029,1076,1122,ES01092,ES01142,PT,ES615,international,false,1.0,0.8,-547.32,0.0,1429.98,38.3
2024-08-26,17,525,LTGES0364,809,1143,ES00818,ES01163,PT,ES431,international,false,1.0,0.8,-547.32,0.0,1429.98,38.3
2024-08-21,8,39,LTGES0025,39,46,ES00039,ES00046,ES412,ES213,inter_nuts3,false,1.0,0.8,537.86,0.0,1429.98,37.6
2024-08-26,8,1751,LTGES1151,197,916,ES00200,ES00927,ES419,ES418,inter_nuts3,false,1.0,0.8,147.23,0.0,393.24,37.4
2024-08-24,20,939,LTGES0630b,898,296,ES00907,ES00299,ES425,ES300,inter_nuts3,false,1.0,0.8,292.3,0.0,786.49,37.2
2024-08-24,20,938,LTGES0630a,898,296,ES00907,ES00299,ES425,ES300,inter_nuts3,false,1.0,0.8,292.3,0.0,786.49,37.2
2025-06-29,7,740,LTGES0509,377,4,ES00380,ES00004,ES513,ES511,inter_nuts3,false,1.0,0.8,529.77,0.0,1429.98,37.0
2024-08-26,8,1066,LTGES0705,176,455,ES00179,ES00458,ES617,ES613,inter_nuts3,false,1.0,0.8,-523.15,0.0,1429.98,36.6
2025-06-29,23,120,LTGES0084,115,261,ES00115,ES00264,ES523,ES522,inter_nuts3,false,1.0,0.8,520.79,0.0,1429.98,36.4
2025-06-30,18,229,LTGES0164,717,201,ES00726,ES00204,ES413,ES112,inter_nuts3,false,1.0,0.8,-142.3,0.0,393.24,36.2
2025-06-29,7,809,LTGES0553,379,863,ES00382,ES00872,ES514,ES511,inter_nuts3,false,1.0,0.8,142.12,0.0,393.24,36.1
2025-06-25,15,425,LTGES0291b,301,300,ES00304,ES00303,ES241,ES243,inter_nuts3,false,1.0,0.8,-283.23,0.0,786.49,36.0
2025-06-25,15,424,LTGES0291a,301,300,ES00304,ES00303,ES241,ES243,inter_nuts3,false,1.0,0.8,-283.23,0.0,786.49,36.0
2025-06-25,15,109,LTGES0076,55,41,ES00055,ES00041,ES418,ES414,inter_nuts3,false,1.0,0.8,508.74,0.0,1429.98,35.6
2025-06-30,18,2139,LTGES1421a,1148,870,ES01168,ES00879,ES512,ES511,inter_nuts3,false,1.0,0.8,-1018.64,0.0,2859.96,35.6
2025-06-30,18,2140,LTGES1421b,1148,870,ES01168,ES00879,ES512,ES511,inter_nuts3,false,1.0,0.8,-1018.64,0.0,2859.96,35.6
2024-08-26,18,573,LTGES0396,339,902,ES00342,ES00911,ES618,ES615,inter_nuts3,false,1.0,0.8,-137.91,0.0,393.24,35.1
2024-08-24,20,1332,LTGES0876b,42,26,ES00042,ES00026,ES414,ES412,inter_nuts3,false,1.0,0.8,-273.29,0.0,786.49,34.7
2024-08-24,20,1331,LTGES0876a,42,26,ES00042,ES00026,ES414,ES412,inter_nuts3,false,1.0,0.8,-273.29,0.0,786.49,34.7
2025-06-24,14,1147,LTGES0755b,400,943,ES00403,ES00954,ES422,ES425,inter_nuts3,false,1.0,0.8,268.46,0.0,786.49,34.1
2025-06-24,14,1146,LTGES0755a,400,943,ES00403,ES00954,ES422,ES425,inter_nuts3,false,1.0,0.8,268.46,0.0,786.49,34.1
2025-06-24,12,516,LTGES0359,324,112,ES00327,ES00112,ES415,ES419,inter_nuts3,false,1.0,0.8,133.51,0.0,393.24,34.0
2025-06-29,7,147,LTGES0110,41,218,ES00041,ES00221,ES414,ES211,inter_nuts3,false,1.0,0.8,483.32,0.0,1429.98,33.8
2025-06-24,9,61,LTGES0041a,68,69,ES00068,ES00069,ES415,ES432,inter_nuts3,false,1.0,0.8,-957.99,0.0,2859.96,33.5
2025-06-24,9,62,LTGES0041b,68,69,ES00068,ES00069,ES415,ES432,inter_nuts3,false,1.0,0.8,-957.99,0.0,2859.96,33.5
2024-08-26,8,502,LTGES0349a,802,112,ES00811,ES00112,ES415,ES419,inter_nuts3,false,1.0,0.8,-262.11,0.0,786.49,33.3
2024-08-26,8,503,LTGES0349b,802,112,ES00811,ES00112,ES415,ES419,inter_nuts3,false,1.0,0.8,-262.11,0.0,786.49,33.3
2025-06-25,15,1553,LTGES1020a,602,488,ES00607,ES00491,ES300,ES425,inter_nuts3,false,1.0,0.8,261.98,0.0,786.49,33.3
2025-06-29,7,1334,LTGES0878,737,221,ES00746,ES00224,ES130,ES414,inter_nuts3,false,1.0,0.8,-475.84,0.0,1429.98,33.3
2025-06-25,15,1554,LTGES1020b,602,488,ES00607,ES00491,ES300,ES425,inter_nuts3,false,1.0,0.8,261.98,0.0,786.49,33.3
2025-06-30,18,1975,LTGES1297b,660,411,ES00666,ES00414,ES243,ES242,inter_nuts3,false,1.0,0.8,257.71,0.0,786.49,32.8
2025-06-30,18,1974,LTGES1297a,660,411,ES00666,ES00414,ES243,ES242,inter_nuts3,false,1.0,0.8,257.71,0.0,786.49,32.8
2025-06-27,8,48,LTGES0030,54,56,ES00054,ES00056,ES418,ES419,inter_nuts3,false,1.0,0.8,-128.0,0.0,393.24,32.5
2025-06-30,18,441,LTGES0303,137,54,ES00140,ES00054,ES414,ES418,inter_nuts3,false,1.0,0.8,-126.41,0.0,393.24,32.1
2025-06-25,15,1598,LTGES1051,386,1100,ES00389,ES01118,ES424,ES423,inter_nuts3,false,1.0,0.8,-123.27,0.0,393.24,31.3
2024-08-26,17,454,LTGES0312b,542,110,ES00547,ES00110,ES113,ES419,inter_nuts3,false,1.0,0.8,-889.59,0.0,2859.96,31.1
2024-08-26,17,453,LTGES0312a,542,110,ES00547,ES00110,ES113,ES419,inter_nuts3,false,1.0,0.8,-889.59,0.0,2859.96,31.1
2025-06-30,18,765,LTGES0529a,429,124,ES00432,ES00124,ES114,ES113,inter_nuts3,false,1.0,0.8,887.0,0.0,2859.96,31.0
2025-06-30,18,766,LTGES0529b,429,124,ES00432,ES00124,ES114,ES113,inter_nuts3,false,1.0,0.8,887.0,0.0,2859.96,31.0
2025-06-30,18,2066,LTGES1363b,71,429,ES00071,ES00432,ES111,ES114,inter_nuts3,false,1.0,0.8,883.65,0.0,2859.96,30.9
2025-06-30,18,2065,LTGES1363a,71,429,ES00071,ES00432,ES111,ES114,inter_nuts3,false,1.0,0.8,883.65,0.0,2859.96,30.9
2025-06-29,7,650,LTGES0450,376,377,ES00379,ES00380,ES243,ES513,inter_nuts3,false,1.0,0.8,440.15,0.0,1429.98,30.8
2025-06-29,20,854,LTGES0578,210,451,ES00213,ES00454,ES511,ES513,inter_nuts3,false,1.0,0.8,-118.74,0.0,393.24,30.2
2025-06-29,7,264,LTGES0191,752,1030,ES00761,ES01044,ES514,ES511,inter_nuts3,false,1.0,0.8,431.82,0.0,1429.98,30.2
2025-06-24,12,1374,LTGES0902,62,549,ES00062,ES00554,ES413,ES120,inter_nuts3,false,1.0,0.8,426.34,0.0,1429.98,29.8
2025-06-29,7,126,LTGES0088,43,79,ES00043,ES00079,ES414,ES412,inter_nuts3,false,1.0,0.8,426.29,0.0,1429.98,29.8
2025-06-29,7,251,LTGES0180,98,218,ES00098,ES00221,ES212,ES211,inter_nuts3,false,1.0,0.8,-425.88,0.0,1429.98,29.8
2025-06-27,19,105,LTGES0072,108,107,ES00108,ES00107,ES113,ES419,inter_nuts3,false,1.0,0.8,-116.99,0.0,393.24,29.7
2025-06-29,20,1305,LTGES0859a,557,451,ES00562,ES00454,ES511,ES513,inter_nuts3,false,1.0,0.8,-229.15,0.0,786.49,29.1
2025-06-29,20,1306,LTGES0859b,557,451,ES00562,ES00454,ES511,ES513,inter_nuts3,false,1.0,0.8,-229.15,0.0,786.49,29.1
2024-08-26,8,113,LTGES0079,112,54,ES00112,ES00054,ES419,ES418,inter_nuts3,false,1.0,0.8,114.19,0.0,393.24,29.0
2024-08-20,18,29,LTGES0018,26,706,ES00026,ES00713,ES412,ES414,inter_nuts3,false,1.0,0.8,113.53,0.0,393.24,28.9
2024-08-24,20,1902,LTGES1245b,503,175,ES00506,ES00178,ES614,ES617,inter_nuts3,false,1.0,0.8,-226.81,0.0,786.49,28.8
2024-08-24,20,1901,LTGES1245a,503,175,ES00506,ES00178,ES614,ES617,inter_nuts3,false,1.0,0.8,-226.81,0.0,786.49,28.8
2025-06-24,9,987,LTGES0658,478,84,ES00481,ES00084,ES416,ES418,inter_nuts3,false,1.0,0.8,409.97,0.0,1429.98,28.7
2024-08-26,17,195,LTGES0141b,130,89,ES00130,ES00089,ES419,ES418,inter_nuts3,false,1.0,0.8,-814.55,0.0,2859.96,28.5
2025-06-27,8,225,LTGES0161,196,197,ES00199,ES00200,ES418,ES419,inter_nuts3,false,1.0,0.8,-112.05,0.0,393.24,28.5
2024-08-26,17,194,LTGES0141a,130,89,ES00130,ES00089,ES419,ES418,inter_nuts3,false,1.0,0.8,-814.55,0.0,2859.96,28.5
2025-06-29,20,745,LTGES0513,853,1008,ES00862,ES01022,ES211,ES212,inter_nuts3,false,1.0,0.8,111.56,0.0,393.24,28.4
2025-06-29,20,744,LTGES0512,1008,853,ES01022,ES00862,ES212,ES211,inter_nuts3,false,1.0,0.8,-110.53,0.0,393.24,28.1
2025-06-29,7,233,LTGES0166b,205,203,ES00208,ES00206,ES514,ES511,inter_nuts3,false,1.0,0.8,797.2,0.0,2859.96,27.9
2025-06-29,7,232,LTGES0166a,205,203,ES00208,ES00206,ES514,ES511,inter_nuts3,false,1.0,0.8,797.2,0.0,2859.96,27.9
2024-08-26,8,222,LTGES0159a,56,127,ES00056,ES00127,ES419,ES415,inter_nuts3,false,1.0,0.8,212.56,0.0,786.49,27.0
2024-08-26,8,223,LTGES0159b,56,127,ES00056,ES00127,ES419,ES415,inter_nuts3,false,1.0,0.8,212.56,0.0,786.49,27.0
2025-06-27,8,1264,LTGES0831,72,539,ES00072,ES00544,ES111,ES112,inter_nuts3,false,1.0,0.8,380.24,0.0,1429.98,26.6
2024-08-22,17,2148,LTGES1426b,674,117,ES00681,ES00117,ES522,ES523,inter_nuts3,false,1.0,0.8,-208.04,0.0,786.49,26.5
2024-08-22,17,2147,LTGES1426a,674,117,ES00681,ES00117,ES522,ES523,inter_nuts3,false,1.0,0.8,-208.04,0.0,786.49,26.5
2024-08-20,18,2025,LTGES1333,43,37,ES00043,ES00037,ES414,ES412,inter_nuts3,false,1.0,0.8,-375.89,0.0,1429.98,26.3
2025-06-24,9,2082,LTGES1378,477,478,ES00480,ES00481,ES300,ES416,inter_nuts3,false,1.0,0.8,367.41,0.0,1429.98,25.7
2025-06-24,9,984,LTGES0656a,477,760,ES00480,ES00769,ES300,ES416,inter_nuts3,false,1.0,0.8,726.89,0.0,2859.96,25.4
2025-06-27,8,465,LTGES0322a,306,782,ES00309,ES00791,ES114,ES113,inter_nuts3,false,1.0,0.8,-199.69,0.0,786.49,25.4
2025-06-24,9,985,LTGES0656b,477,760,ES00480,ES00769,ES300,ES416,inter_nuts3,false,1.0,0.8,726.89,0.0,2859.96,25.4
2025-06-27,8,466,LTGES0322b,306,782,ES00309,ES00791,ES114,ES113,inter_nuts3,false,1.0,0.8,-199.69,0.0,786.49,25.4
2025-06-27,8,427,LTGES0293,93,784,ES00093,ES00793,ES114,ES113,inter_nuts3,false,1.0,0.8,-98.34,0.0,393.24,25.0
2025-06-29,7,651,LTGES0451a,367,208,ES00370,ES00211,ES514,ES511,inter_nuts3,false,1.0,0.8,714.52,0.0,2859.96,25.0
2025-06-29,7,652,LTGES0451b,367,208,ES00370,ES00211,ES514,ES511,inter_nuts3,false,1.0,0.8,714.52,0.0,2859.96,25.0
2025-06-25,15,94,LTGES0065a,769,38,ES00778,ES00038,ES130,ES412,inter_nuts3,false,1.0,0.8,195.48,0.0,786.49,24.9
2025-06-24,10,160,LTGES0118,156,810,ES00159,ES00819,ES432,ES431,inter_nuts3,false,1.0,0.8,-355.55,0.0,1429.98,24.9
2025-06-25,15,95,LTGES0065b,769,38,ES00778,ES00038,ES130,ES412,inter_nuts3,false,1.0,0.8,195.48,0.0,786.49,24.9
2025-06-27,20,624,LTGES0433b,1145,350,ES01165,ES00353,ES620,ES521,inter_nuts3,false,1.0,0.8,708.39,0.0,2859.96,24.8
2025-06-27,20,623,LTGES0433a,1145,350,ES01165,ES00353,ES620,ES521,inter_nuts3,false,1.0,0.8,708.39,0.0,2859.96,24.8
