Source:_EU_EnVis_Scenarios_InputData_v1.3.0.csv	Unnamed:_1
Bio	0.0
BioCCS	-0.050850969
Coal	0.0939
CoalCCS	0.007619314285714287
GasCCGT	0.0558
GasCCS	0.004527771428571429
GasOCGT	0.0558
Geo	0.0
Hydroregulated	0.0
Hydrorun-of-the-river	0.0
Lignite	0.1108
LigniteCCS	0.013296
Nuclear	0.0
Oil	0.074
Solar	0.0
Waste	0.037
Wave	0.0
Windoffshorefloating	0.0
Windoffshoregrounded	0.0
Windonshore	0.0
