Source:_M:\Work\codes\Energy_vision_scenarios\data\EMPIRE\Data_handler_Trinity_EU\Transmission.xlsx_+_data/IAMC/Spain/Spain_IAMC.xlsx	Unnamed:_1	Unnamed:_2	Unnamed:_3
ES612	ES617	2	13048.57796390088
ES612	ES617	3	13048.57796390088
ES612	ES617	4	13048.57796390088
ES612	ES617	5	13048.57796390088
ES612	ES617	6	13048.57796390088
ES612	ES617	7	13048.57796390088
ES612	ES618	1	18232.25962079302
ES612	ES618	2	18232.25962079302
ES612	ES618	3	18232.25962079302
ES612	ES618	4	18232.25962079302
ES612	ES618	5	18232.25962079302
ES612	ES618	6	18232.25962079302
ES612	ES618	7	18232.25962079302
ES613	ES614	1	1500.0
ES613	ES614	2	1500.0
ES613	ES614	3	1500.0
ES613	ES614	4	1500.0
ES613	ES614	5	1500.0
ES613	ES614	6	1500.0
ES613	ES614	7	1500.0
ES613	ES616	1	12691.08267721866
ES613	ES616	2	12691.08267721866
ES613	ES616	3	12691.08267721866
ES613	ES616	4	12691.08267721866
ES613	ES616	5	12691.08267721866
ES613	ES616	6	12691.08267721866
ES613	ES616	7	12691.08267721866
ES613	ES617	1	3574.95286682216
ES613	ES617	2	3574.95286682216
ES613	ES617	3	3574.95286682216
ES613	ES617	4	3574.95286682216
ES613	ES617	5	3574.95286682216
ES613	ES617	6	3574.95286682216
ES613	ES617	7	3574.95286682216
ES613	ES618	1	8133.01777202042
ES613	ES618	2	8133.01777202042
ES613	ES618	3	8133.01777202042
ES613	ES618	4	8133.01777202042
ES613	ES618	5	8133.01777202042
ES613	ES618	6	8133.01777202042
ES613	ES618	7	8133.01777202042
ES614	ES616	1	1991.556019188047
ES614	ES616	2	1991.556019188047
ES614	ES616	3	1991.556019188047
ES614	ES616	4	1991.556019188047
ES614	ES616	5	1991.556019188047
ES614	ES616	6	1991.556019188047
ES614	ES616	7	1991.556019188047
ES614	ES617	1	5541.17694357434
ES614	ES617	2	5541.17694357434
ES614	ES617	3	5541.17694357434
ES614	ES617	4	5541.17694357434
ES614	ES617	5	5541.17694357434
ES614	ES617	6	5541.17694357434
ES614	ES617	7	5541.17694357434
ES614	ES620	1	1500.0
ES614	ES620	2	1500.0
ES614	ES620	3	1500.0
ES614	ES620	4	1500.0
ES614	ES620	5	1500.0
ES614	ES620	6	1500.0
ES614	ES620	7	1500.0
ES615	ES618	1	18232.25962079302
ES615	ES618	2	18232.25962079302
ES615	ES618	3	18232.25962079302
ES615	ES618	4	18232.25962079302
ES615	ES618	5	18232.25962079302
ES615	ES618	6	18232.25962079302
ES615	ES618	7	18232.25962079302
ES615	Portugal	1	1787.47643341108
ES615	Portugal	2	1787.47643341108
ES615	Portugal	3	1787.47643341108
ES615	Portugal	4	1787.47643341108
ES615	Portugal	5	1787.47643341108
ES615	Portugal	6	1787.47643341108
ES615	Portugal	7	1787.47643341108
ES617	ES618	1	2483.112038376094
ES617	ES618	2	2483.112038376094
ES617	ES618	3	2483.112038376094
ES617	ES618	4	2483.112038376094
ES617	ES618	5	2483.112038376094
ES617	ES618	6	2483.112038376094
ES617	ES618	7	2483.112038376094
EU	France	1	17300.0
EU	France	2	20200.0
EU	France	3	20200.0
EU	France	4	20200.0
EU	France	5	20200.0
EU	France	6	20200.0
EU	France	7	20200.0
ES113	ES111	1	3013.0
ES113	ES111	2	3013.0
ES113	ES111	3	3013.0
ES113	ES111	4	3013.0
ES113	ES111	5	3013.0
ES113	ES111	6	3013.0
ES113	ES111	7	3013.0
ES422	ES432	1	3640.0
ES422	ES432	2	3640.0
ES422	ES432	3	3640.0
ES422	ES432	4	3640.0
ES422	ES432	5	3640.0
ES422	ES432	6	3640.0
ES422	ES432	7	3640.0
ES618	ES422	1	3420.0
ES618	ES422	2	3420.0
ES618	ES422	3	3420.0
ES618	ES422	4	3420.0
ES618	ES422	5	3420.0
ES618	ES422	6	3420.0
ES618	ES422	7	3420.0
ES213	France	1	0.0
ES213	France	2	2000.0
ES213	France	3	2000.0
ES213	France	4	2000.0
ES213	France	5	2000.0
ES213	France	6	2000.0
ES213	France	7	2000.0
