Source:_Assumed	Unnamed:_1	Unnamed:_2	Unnamed:_3
Spain	CCS	1	0
Spain	CCS	2	0
Spain	CCS	3	0
Spain	CCS	4	0
Spain	CCS	5	0
Spain	CCS	6	0
Spain	CCS	7	0
