Source:_Reference_(distributed)	Unnamed:_1	Unnamed:_2	Unnamed:_3
ES618	Li-Ion_BESS	7	10638.298
ES620	HydroPumpStorage	1	10638.298
ES620	HydroPumpStorage	2	10638.298
ES620	HydroPumpStorage	3	10638.298
ES620	HydroPumpStorage	4	10638.298
ES620	HydroPumpStorage	5	10638.298
ES620	HydroPumpStorage	6	10638.298
ES620	HydroPumpStorage	7	10638.298
ES620	Li-Ion_BESS	1	10638.298
ES620	Li-Ion_BESS	2	10638.298
ES620	Li-Ion_BESS	3	10638.298
ES620	Li-Ion_BESS	4	10638.298
ES620	Li-Ion_BESS	5	10638.298
ES620	Li-Ion_BESS	6	10638.298
ES620	Li-Ion_BESS	7	10638.298
EU	HydroPumpStorage	1	13500000.0
EU	HydroPumpStorage	2	13500000.0
EU	HydroPumpStorage	3	13500000.0
EU	HydroPumpStorage	4	13500000.0
EU	HydroPumpStorage	5	13500000.0
EU	HydroPumpStorage	6	13500000.0
EU	HydroPumpStorage	7	13500000.0
EU	Li-Ion_BESS	1	16000000.0
EU	Li-Ion_BESS	2	16000000.0
EU	Li-Ion_BESS	3	16000000.0
EU	Li-Ion_BESS	4	16000000.0
EU	Li-Ion_BESS	5	16000000.0
EU	Li-Ion_BESS	6	16000000.0
EU	Li-Ion_BESS	7	16000000.0
France	HydroPumpStorage	1	500000.0
France	HydroPumpStorage	2	500000.0
France	HydroPumpStorage	3	500000.0
France	HydroPumpStorage	4	500000.0
France	HydroPumpStorage	5	500000.0
France	HydroPumpStorage	6	500000.0
France	HydroPumpStorage	7	500000.0
France	Li-Ion_BESS	1	500000.0
France	Li-Ion_BESS	2	500000.0
France	Li-Ion_BESS	3	500000.0
France	Li-Ion_BESS	4	500000.0
France	Li-Ion_BESS	5	500000.0
France	Li-Ion_BESS	6	500000.0
France	Li-Ion_BESS	7	500000.0
Portugal	HydroPumpStorage	1	500000.0
Portugal	HydroPumpStorage	2	500000.0
Portugal	HydroPumpStorage	3	500000.0
Portugal	HydroPumpStorage	4	500000.0
Portugal	HydroPumpStorage	5	500000.0
Portugal	HydroPumpStorage	6	500000.0
Portugal	HydroPumpStorage	7	500000.0
Portugal	Li-Ion_BESS	1	500000.0
Portugal	Li-Ion_BESS	2	500000.0
Portugal	Li-Ion_BESS	3	500000.0
Portugal	Li-Ion_BESS	4	500000.0
Portugal	Li-Ion_BESS	5	500000.0
Portugal	Li-Ion_BESS	6	500000.0
Portugal	Li-Ion_BESS	7	500000.0
