date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,0,273,LTGES0199,151,745,-131.63,44.87,393.24,35.4
2024-07-08,0,2301,TR_0f0fff81,505,506,-413.36,33.61,600.0,69.1
2024-07-08,0,2101,LTGES1392a,1141,237,-2.71,-39.61,5719.92,0.7
2024-07-08,0,717,LTGES0493,845,407,2.62,13.71,393.24,3.5
2024-07-08,0,1361,LTGES0895d,562,564,101.8,-4.8,1572.98,6.5
2024-07-08,0,772,LTGES0534a,70,431,30.85,16.03,786.49,4.4
2024-07-08,0,1810,LTGES1188b,154,714,-13.94,-32.79,2859.96,1.2
2024-07-08,0,2309,TR_0577b900,121,122,-159.3,23.87,240.0,67.1
2024-07-08,0,1552,LTGES1020b,602,488,28.67,16.2,786.49,4.2
2024-07-08,0,1135,LTGES0748b,756,252,-5.26,-0.3,786.49,0.7
2024-07-08,0,1011,LTGES0672b,147,143,304.05,-1.45,2859.96,10.6
2024-07-08,0,583,LTGES0405b,273,345,68.91,-12.38,2859.96,2.4
2024-07-08,0,822,LTGES0560b,702,11,-114.86,1.07,786.49,14.6
2024-07-08,0,61,LTGES0041a,68,69,188.45,-98.67,2859.96,7.4
2024-07-08,0,247,LTGES0176,214,215,76.55,-9.79,393.24,19.6
2024-07-08,0,2325,TR_f8ac356f,234,235,-53.56,17.99,160.0,35.3
2024-07-08,0,2226,TR_2d6a60de,498,499,-102.68,-49.41,240.0,47.5
2024-07-08,0,835,LTGES0566b,870,875,-103.72,-42.99,2859.96,3.9
2024-07-08,0,457,LTGES0315,1119,310,4.5,-4.91,393.24,1.7
2024-07-08,0,385,LTGES0261b,277,772,-171.78,-68.05,2859.96,6.5
2024-07-08,0,1681,LTGES1111a,1084,624,-140.9,-26.8,786.49,18.2
2024-07-08,0,611,LTGES0425,356,929,398.82,-23.51,1429.98,27.9
2024-07-08,0,1179,LTGES0774a,3,517,86.85,-6.31,786.49,11.1
2024-07-08,0,1949,LTGES1276,355,1154,24.92,-0.69,393.24,6.3
2024-07-08,0,1836,LTGES1207c,638,1131,82.89,6.44,5719.92,1.5
2024-07-08,0,1914,LTGES1254,1206,623,105.61,-0.44,393.24,26.9
2024-07-08,0,1786,LTGES1177a,254,247,-53.49,-2.31,786.49,6.8
2024-07-08,0,1862,LTGES1222b,156,643,49.35,-121.08,2859.96,4.6
2024-07-08,0,992,LTGES0661b,904,477,-142.4,-11.8,2859.96,5.0
2024-07-08,0,56,LTGES0037,41,684,9.84,-15.7,1429.98,1.3
2024-07-08,0,528,LTGES0367,329,901,-5.62,-7.58,393.24,2.4
2024-07-08,0,2015,LTGES1328,1140,149,-97.01,17.57,393.24,25.1
2024-07-08,0,2126,LTGES1412a,666,403,34.59,-29.56,2859.96,1.6
2024-07-08,0,438,LTGES0301b,699,306,-180.9,2.48,786.49,23.0
2024-07-08,0,1704,LTGES1122b,626,1,5.9,-2.94,786.49,0.8
2024-07-08,0,723,LTGES0498b,64,412,20.94,-63.8,2859.96,2.3
2024-07-08,0,1731,LTGES1139b,983,557,-1.47,-0.16,786.49,0.2
2024-07-08,0,2220,TR_317465d6,88,89,2.31,-15.64,240.0,6.6
2024-07-08,0,1285,LTGES0846,1069,549,-25.26,-20.43,1429.98,2.3
2024-07-08,0,264,LTGES0191,752,1030,361.1,-36.2,1429.98,25.4
2024-07-08,0,1797,LTGES1182a,90,697,10.09,-0.19,406.05,2.5
2024-07-08,0,1842,LTGES1209a,395,1130,-107.13,-139.83,786.49,22.4
2024-07-08,0,1081,LTGES0714a,192,503,39.8,-2.98,786.49,5.1
2024-07-08,0,1807,LTGES1186,1114,1070,173.53,0.76,393.24,44.1
2024-07-08,0,1178,LTGES0773b,520,175,15.58,-14.7,786.49,2.7
2024-07-08,0,1735,LTGES1142,954,1093,20.79,23.99,1429.98,2.2
2024-07-08,0,106,LTGES0073,109,971,-97.85,16.49,393.24,25.2
2024-07-08,0,1841,LTGES1208d,637,1130,20.44,23.78,1572.98,2.0
2024-07-08,0,435,LTGES0299,1105,783,48.0,-9.5,393.24,12.4
2024-07-08,0,489,LTGES0339a,797,796,-6.71,-0.4,786.49,0.9
2024-07-08,0,2312,TR_ce97d6f4,90,91,-60.54,0.88,240.0,25.2
2024-07-08,0,1246,LTGES0819,965,534,4.06,-0.15,393.24,1.0
2024-07-08,0,2344,TR_da0a8bbb,202,203,-876.05,57.74,1200.0,73.2
2024-07-08,0,1607,LTGES1057b,259,232,-2.53,0.98,270.7,1.0
2024-07-08,0,846,LTGES0573b,879,450,15.37,-1.82,786.49,2.0
