date,hour,load_mw,solar_mw,wind_mw
2024-07-08,0,39199.36482280355,3004.4613901851208,10645.61581169312
2024-07-08,1,37391.82867775905,3567.627761224875,10767.781011519559
2024-07-08,2,35479.280080132245,3237.7992217274336,10747.913487711692
2024-07-08,3,35044.720791403226,3868.623942268349,10728.786231518226
2024-07-08,4,34934.49590119605,3508.3681979720004,10466.467053692579
2024-07-08,5,35508.35585933853,3613.3022857126766,10122.955489515374
2024-07-08,6,38757.04725339157,3174.638227519246,9846.230815618841
2024-07-08,7,42485.30224911816,9784.411143376225,9097.709936076817
2024-07-08,8,46149.608968020555,32920.453093780976,8318.234131272216
2024-07-08,9,51338.243374992024,64183.36506963733,7797.737944209301
2024-07-08,10,55586.73461462708,82198.44722261856,7152.52320674205
2024-07-08,11,59597.442102063054,86662.95965414465,7609.9729200460415
2024-07-08,12,61298.28386299292,89690.64374827385,8423.158036847615
2024-07-08,13,61388.199223452044,89269.39918380455,10079.204196342273
2024-07-08,14,62615.32220976442,89400.31816462021,11526.07919344138
2024-07-08,15,63253.892343124426,88746.13625417225,12572.641321325982
2024-07-08,16,62935.65941988342,86420.98211539575,13276.948318992958
2024-07-08,17,61298.84796524807,80971.53116314778,13762.158734412722
2024-07-08,18,58966.65063154691,72508.46569035768,14778.835403207133
2024-07-08,19,55527.11279535758,57655.149775420374,15676.160588883384
2024-07-08,20,52809.8309629838,29420.014250423315,16610.223950383886
2024-07-08,21,49856.22152738933,7873.72356230446,16697.4057355005
2024-07-08,22,48685.42868211862,3884.618086915067,16671.517694505175
2024-07-08,23,46369.74190699863,3784.2606347440737,16240.938659715255
2024-12-02,0,37323.04626379068,0.0,7484.328958414308
2024-12-02,1,35516.67886807684,0.0,7501.235752637928
2024-12-02,2,34939.93327921366,0.0,7444.32793697484
2024-12-02,3,34482.95296357835,0.0,7417.678112704793
2024-12-02,4,34569.814309691654,0.0,7531.478074902507
2024-12-02,5,35693.62466518324,0.0,7896.871447457008
2024-12-02,6,40000.16682075412,0.0,7871.423115642741
2024-12-02,7,45787.808082302305,0.0,6984.74708214103
2024-12-02,8,48625.729118258016,5371.904114962151,6511.754976681483
2024-12-02,9,51307.11904748112,20071.23726175952,6305.365412431978
2024-12-02,10,52348.20418191728,37769.31606135793,5439.381419169413
2024-12-02,11,52334.22087301277,47485.99631736348,4808.2979283130735
2024-12-02,12,53078.43384187811,50431.63831929437,4847.648228169508
2024-12-02,13,53415.86558384562,50812.67130805818,5617.3241895006695
2024-12-02,14,53229.5552610326,48476.36634126267,6574.229940114694
2024-12-02,15,52506.48991611012,41735.07131333214,7442.050373185977
2024-12-02,16,51124.45904193324,25354.917947052592,8562.279205961697
2024-12-02,17,51877.79374425453,7810.535536863465,10631.038246676479
2024-12-02,18,53578.705014557956,0.0,12103.801284770912
2024-12-02,19,54465.419131299706,0.0,13183.865583355351
2024-12-02,20,54817.644381031365,0.0,13829.163075812392
2024-12-02,21,54046.50417435781,0.0,13975.735072624168
2024-12-02,22,49656.47614220144,0.0,13676.69012847962
2024-12-02,23,44779.062895457726,0.0,13359.180919801645
