date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,2,1613,LTGES1063b,1059,609,-7.47,0.0,786.49,0.9
2024-07-08,2,2246,TR_6b7707a8,598,599,-15.75,0.0,160.0,9.8
2024-07-08,2,346,LTGES0238b,757,259,10.38,0.0,270.7,3.8
2024-07-08,2,1220,LTGES0801b,527,958,-18.7,0.0,786.49,2.4
2024-07-08,2,542,LTGES0377a,819,333,-95.61,0.0,786.49,12.2
2024-07-08,2,638,LTGES0443a,205,80,-430.96,0.0,2859.96,15.1
2024-07-08,2,966,LTGES0648b,31,29,-0.7,0.0,2859.96,0.0
2024-07-08,2,2265,TR_026f4709,606,607,-134.77,0.0,384.0,35.1
2024-07-08,2,1223,LTGES0803a,150,528,12.6,0.0,2859.96,0.4
2024-07-08,2,389,LTGES0264,773,1139,72.21,0.0,393.24,18.4
2024-07-08,2,1149,LTGES0757,841,400,55.73,0.0,393.24,14.2
2024-07-08,2,1923,LTGES1260a,541,544,67.87,0.0,786.49,8.6
2024-07-08,2,219,LTGES0156,190,194,9.26,0.0,393.24,2.4
2024-07-08,2,559,LTGES0387a,8,823,-3.59,0.0,786.49,0.5
2024-07-08,2,1288,LTGES0849a,553,980,64.77,0.0,786.49,8.2
2024-07-08,2,1132,LTGES0747a,932,940,26.19,0.0,786.49,3.3
2024-07-08,2,1985,LTGES1306,99,1176,2.1,0.0,1429.98,0.1
2024-07-08,2,1592,LTGES1048a,606,1049,34.25,0.0,786.49,4.4
2024-07-08,2,203,LTGES0147b,176,178,78.97,0.0,2859.96,2.8
2024-07-08,2,1212,LTGES0797c,181,726,10.81,0.0,5719.92,0.2
2024-07-08,2,1313,LTGES0864,454,524,2.91,0.0,393.24,0.7
2024-07-08,2,1997,LTGES1317,1023,95,-122.11,0.0,393.24,31.1
2024-07-08,2,1876,LTGES1231,149,133,-19.49,0.0,393.24,5.0
2024-07-08,2,1942,LTGES1270b,684,652,-60.5,0.0,2859.96,2.1
2024-07-08,2,799,LTGES0549a,435,443,-27.53,0.0,786.49,3.5
2024-07-08,2,1110,LTGES0733,509,365,-96.54,0.0,393.24,24.5
2024-07-08,2,157,LTGES0115b,150,134,-135.64,0.0,2859.96,4.7
2024-07-08,2,1969,LTGES1294,1171,659,45.68,0.0,393.24,11.6
2024-07-08,2,1460,LTGES0957,579,580,-98.01,0.0,1429.98,6.9
2024-07-08,2,1049,LTGES0693,1046,489,1.74,0.0,393.24,0.4
2024-07-08,2,793,LTGES0546a,439,441,-54.29,0.0,786.49,6.9
2024-07-08,2,57,LTGES0038,684,686,267.87,0.0,1429.98,18.7
2024-07-08,2,165,LTGES0122,159,161,-93.06,0.0,393.24,23.7
2024-07-08,2,2271,TR_c22e81d6,293,294,-27.53,0.0,160.0,17.2
2024-07-08,2,876,LTGES0593b,276,461,-19.6,0.0,786.49,2.5
2024-07-08,2,1075,LTGES0710b,498,925,37.01,0.0,786.49,4.7
2024-07-08,2,2248,TR_4eff5937,485,486,-165.51,0.0,384.0,43.1
2024-07-08,2,1162,LTGES0765,482,467,-144.26,0.0,393.24,36.7
2024-07-08,2,2012,LTGES1327b,142,679,40.55,0.0,1572.98,2.6
2024-07-08,2,1267,LTGES0833b,540,780,-107.64,0.0,2859.96,3.8
2024-07-08,2,973,LTGES0651b,200,903,37.48,0.0,2859.96,1.3
2024-07-08,2,885,LTGES0599b,275,463,17.82,0.0,786.49,2.3
2024-07-08,2,1271,LTGES0836,108,543,38.91,0.0,393.24,9.9
2024-07-08,2,1593,LTGES1048b,606,1049,34.25,0.0,786.49,4.4
2024-07-08,2,1830,LTGES1205a,636,1098,-103.5,0.0,2859.96,3.6
2024-07-08,2,200,LTGES0145,160,725,-48.5,0.0,1429.98,3.4
2024-07-08,2,1085,LTGES0716a,927,177,-105.26,0.0,786.49,13.4
2024-07-08,2,428,LTGES0294,785,303,75.06,0.0,393.24,19.1
2024-07-08,2,1158,LTGES0762b,111,946,75.71,0.0,2859.96,2.6
2024-07-08,2,2005,LTGES1322,1188,57,2.04,0.0,393.24,0.5
2024-07-08,2,641,LTGES0444b,367,205,-118.37,0.0,2859.96,4.1
2024-07-08,2,1425,LTGES0936,531,1009,-26.63,0.0,393.24,6.8
2024-07-08,2,1074,LTGES0710a,498,925,37.01,0.0,786.49,4.7
2024-07-08,2,1356,LTGES0894a,162,780,110.86,0.0,2859.96,3.9
2024-07-08,2,734,LTGES0506a,29,33,-37.28,0.0,2859.96,1.3
2024-07-08,2,1612,LTGES1063a,1059,609,-7.47,0.0,786.49,0.9
2024-07-08,2,273,LTGES0199,151,745,-130.88,0.0,393.24,33.3
2024-07-08,2,2301,TR_2ab84c9d,831,832,-230.09,0.0,240.0,95.9
2024-07-08,2,2101,LTGES1392a,1141,237,-29.63,0.0,5719.92,0.5
2024-07-08,2,717,LTGES0493,845,407,13.04,0.0,393.24,3.3
2024-07-08,2,1361,LTGES0895d,562,564,95.6,0.0,1572.98,6.1
2024-07-08,2,772,LTGES0534a,70,431,28.02,0.0,786.49,3.6
2024-07-08,2,1810,LTGES1188b,154,714,-19.4,0.0,2859.96,0.7
2024-07-08,2,2309,TR_f4298876,754,755,-21.23,0.0,160.0,13.3
2024-07-08,2,1552,LTGES1020b,602,488,71.0,0.0,786.49,9.0
2024-07-08,2,1135,LTGES0748b,756,252,-5.37,0.0,786.49,0.7
2024-07-08,2,1011,LTGES0672b,147,143,240.0,0.0,2859.96,8.4
2024-07-08,2,583,LTGES0405b,273,345,67.33,0.0,2859.96,2.4
2024-07-08,2,822,LTGES0560b,702,11,-117.09,0.0,786.49,14.9
2024-07-08,2,61,LTGES0041a,68,69,387.76,0.0,2859.96,13.6
2024-07-08,2,247,LTGES0176,214,215,74.3,0.0,393.24,18.9
2024-07-08,2,2325,TR_e8bfe4d3,259,260,-7.15,0.0,240.0,3.0
2024-07-08,2,2226,TR_24f95bfa,40,41,240.0,0.0,240.0,100.0
2024-07-08,2,835,LTGES0566b,870,875,-83.57,0.0,2859.96,2.9
2024-07-08,2,457,LTGES0315,1119,310,17.44,0.0,393.24,4.4
2024-07-08,2,385,LTGES0261b,277,772,-208.85,0.0,2859.96,7.3
2024-07-08,2,1681,LTGES1111a,1084,624,-7.79,0.0,786.49,1.0
2024-07-08,2,611,LTGES0425,356,929,588.16,0.0,1429.98,41.1
2024-07-08,2,1179,LTGES0774a,3,517,99.44,0.0,786.49,12.6
2024-07-08,2,1949,LTGES1276,355,1154,22.49,0.0,393.24,5.7
2024-07-08,2,1836,LTGES1207c,638,1131,86.94,0.0,5719.92,1.5
2024-07-08,2,1914,LTGES1254,1206,623,106.82,0.0,393.24,27.2
2024-07-08,2,1786,LTGES1177a,254,247,-63.29,0.0,786.49,8.0
2024-07-08,2,1862,LTGES1222b,156,643,130.23,0.0,2859.96,4.6
2024-07-08,2,992,LTGES0661b,904,477,-94.97,0.0,2859.96,3.3
2024-07-08,2,56,LTGES0037,41,684,37.12,0.0,1429.98,2.6
2024-07-08,2,528,LTGES0367,329,901,3.24,0.0,393.24,0.8
2024-07-08,2,2015,LTGES1328,1140,149,-142.3,0.0,393.24,36.2
2024-07-08,2,2126,LTGES1412a,666,403,38.76,0.0,2859.96,1.4
2024-07-08,2,438,LTGES0301b,699,306,-182.31,0.0,786.49,23.2
2024-07-08,2,1704,LTGES1122b,626,1,9.94,0.0,786.49,1.3
2024-07-08,2,723,LTGES0498b,64,412,-26.12,0.0,2859.96,0.9
2024-07-08,2,1731,LTGES1139b,983,557,-5.9,0.0,786.49,0.8
2024-07-08,2,2220,TR_b42e8356,54,55,132.93,0.0,600.0,22.2
2024-07-08,2,1285,LTGES0846,1069,549,-21.43,0.0,1429.98,1.5
2024-07-08,2,264,LTGES0191,752,1030,305.93,0.0,1429.98,21.4
2024-07-08,2,1797,LTGES1182a,90,697,10.38,0.0,406.05,2.6
2024-07-08,2,1842,LTGES1209a,395,1130,-130.91,0.0,786.49,16.6
2024-07-08,2,1081,LTGES0714a,192,503,-62.28,0.0,786.49,7.9
2024-07-08,2,1807,LTGES1186,1114,1070,174.97,0.0,393.24,44.5
2024-07-08,2,1178,LTGES0773b,520,175,16.15,0.0,786.49,2.1
2024-07-08,2,1735,LTGES1142,954,1093,21.23,0.0,1429.98,1.5
2024-07-08,2,106,LTGES0073,109,971,-102.13,0.0,393.24,26.0
2024-07-08,2,1841,LTGES1208d,637,1130,24.99,0.0,1572.98,1.6
2024-07-08,2,435,LTGES0299,1105,783,42.47,0.0,393.24,10.8
2024-07-08,2,489,LTGES0339a,797,796,-12.61,0.0,786.49,1.6
2024-07-08,2,2312,TR_60f77458,91,92,-215.23,0.0,240.0,89.7
2024-07-08,2,1246,LTGES0819,965,534,3.92,0.0,393.24,1.0
2024-07-08,2,2344,TR_cbe8a5bf,11,12,-231.83,0.0,384.0,60.4
2024-07-08,2,1607,LTGES1057b,259,232,-1.97,0.0,270.7,0.7
2024-07-08,2,846,LTGES0573b,879,450,20.08,0.0,786.49,2.6
2024-07-08,2,576,LTGES0399,340,825,-33.52,0.0,393.24,8.5
2024-07-08,2,584,LTGES0406a,271,346,371.4,0.0,2859.96,13.0
2024-07-08,2,287,LTGES0208b,749,235,-157.39,0.0,2859.96,5.5
2024-07-08,2,213,LTGES0152b,177,182,-37.43,0.0,786.49,4.8
2024-07-08,2,474,LTGES0328a,763,765,9.21,0.0,2859.96,0.3
2024-07-08,2,1734,LTGES1141b,954,993,97.23,0.0,2859.96,3.4
2024-07-08,2,1959,LTGES1284,1163,426,11.14,0.0,393.24,2.8
2024-07-08,2,1311,LTGES0862b,443,372,-43.57,0.0,786.49,5.5
