date,hour,load_mw,solar_mw,wind_mw
2024-07-08,0,34034.30139698918,1718.096496313985,8482.513778050285
2024-07-08,1,32866.382411416664,2259.603113637089,9256.609997436488
2024-07-08,2,31087.50742767278,1965.4216771232832,9556.21211761998
2024-07-08,3,30546.48979025875,2351.7016142408497,8855.482021458392
2024-07-08,4,30316.856779872403,2566.5077778188697,8366.296621496394
2024-07-08,5,30463.299977376446,3439.302764342009,8200.47728057349
2024-07-08,6,33349.41757614531,2012.5943116945973,8330.044961662532
2024-07-08,7,37059.97763626117,6038.160215625562,7846.129630447208
2024-07-08,8,40334.291438459724,21333.827216397836,6823.003682255443
2024-07-08,9,44623.163519853624,40808.85615578732,6681.815544087049
2024-07-08,10,48706.509255859855,55897.1774232559,5881.532858649034
2024-07-08,11,52123.92670087959,59526.482123591864,5527.369230864698
2024-07-08,12,53547.48552769295,59682.06899344915,6950.223183576093
2024-07-08,13,54162.57708845129,60144.66067277685,8240.364545320257
2024-07-08,14,55752.01469289451,60774.53009296409,9659.521326352338
2024-07-08,15,56050.27564988274,61521.78795242312,11021.574608672081
2024-07-08,16,55502.70040395819,60080.61484042908,10844.892365355914
2024-07-08,17,54062.453780890726,56318.546393090604,11136.973654895952
2024-07-08,18,52066.433180952896,50158.71900412239,14046.080709198679
2024-07-08,19,49635.77571257789,47903.15617505473,15417.24577490671
2024-07-08,20,46725.73545984145,13468.519174201021,14743.685160744744
2024-07-08,21,43886.961341801456,6794.824660983616,14403.363297508471
2024-07-08,22,43278.51626745688,2426.0501560823504,14277.161961344653
2024-07-08,23,41090.457589311234,3049.6474771043527,14266.242256356334
2024-12-02,0,33250.74561002797,0.0,6546.887569140724
2024-12-02,1,31445.38200246913,0.0,6907.21313368981
2024-12-02,2,31158.114384174954,0.0,6064.731521282531
2024-12-02,3,30601.42561584618,0.0,6171.980466176541
2024-12-02,4,30378.859814496816,0.0,6985.346307725231
2024-12-02,5,30999.391042243482,0.0,7925.260118879217
2024-12-02,6,34093.38605878293,0.0,9076.482252403868
2024-12-02,7,38537.897611458975,0.0,7452.125068143679
2024-12-02,8,42127.94589059899,4416.076438041517,6415.88399027668
2024-12-02,9,44860.234985762865,11938.472805647236,5336.117263088682
2024-12-02,10,46022.65251105896,23413.878795549037,6403.857510924195
2024-12-02,11,45945.771210148436,32435.224631238285,3980.3440154765267
2024-12-02,12,47097.51578430706,33649.00370104871,3422.8029190746333
2024-12-02,13,46911.19168061981,32328.405339162477,3555.466709531191
2024-12-02,14,46796.87751666118,29332.81489864135,3793.2134561683574
2024-12-02,15,46442.97559441246,22915.02554994864,4211.559077084571
2024-12-02,16,44162.95936691974,9361.447238128076,4360.804842330045
2024-12-02,17,45127.195636223725,0.0,5637.226341295696
2024-12-02,18,46903.286183403994,0.0,7273.941676309452
2024-12-02,19,47616.54403045336,0.0,8199.516655059955
2024-12-02,20,48254.047734402484,0.0,7461.374624165646
2024-12-02,21,47976.62930882238,0.0,7228.1342189745465
2024-12-02,22,44684.29907948241,0.0,5911.830403487901
2024-12-02,23,40540.945552872676,0.0,6719.916162933496
