date,hour,gen_id,unit_name,fuel,technology,bus_i,capacity_mw,dispatch_mw,dispatch_mvar,utilization_pct,cost_eur_per_mwh
2024-12-02,15,527,G0239,Solar,PV,329,299.36,68.45,19.75,100.0,0.0
2024-12-02,15,1581,LS_ES00343,LoadShed,LoadShed,340,15.87,-0.0,3.69,-0.0,10000.0
2024-12-02,15,872,G0225,Hydro,run_of_river,314,1474.76,1474.76,-115.66,100.0,0.0
2024-12-02,15,440,G0657,Hydro,pumped_storage,882,332.0,332.0,-13.64,100.0,0.04
2024-12-02,15,1002,LS_ES00950,LoadShed,LoadShed,939,3.75,-0.0,3.75,-0.0,10000.0
2024-12-02,15,105,G0754,Oil,Combined_cycle,1033,59.91,-0.0,4.39,-0.0,138.88
2024-12-02,15,1872,LS_ES01041,LoadShed,LoadShed,1027,1.0,-0.0,1.0,-0.0,10000.0
2024-12-02,15,1916,LS_ES00786,LoadShed,LoadShed,777,1.19,-0.0,-1.19,-0.0,10000.0
2024-12-02,15,547,G0278,Solar,PV,362,229.9,52.57,-0.54,100.0,0.0
2024-12-02,15,400,G0843,Wind,Onshore,1150,18.88,1.34,0.0,100.0,0.18
2024-12-02,15,695,G0617,Solar,PV,825,5.65,1.29,0.0,100.0,0.0
2024-12-02,15,480,G0091,Solar,PV,155,606.26,138.63,0.09,100.0,0.0
2024-12-02,15,728,G0688,Solar,PV,914,441.23,100.89,1.82,100.0,0.0
2024-12-02,15,1214,LS_ES00650,LoadShed,LoadShed,644,2.75,-0.0,2.74,-0.0,10000.0
2024-12-02,15,744,G0723,Solar,PV,966,585.53,133.89,5.38,100.0,0.0
2024-12-02,15,296,G0548,Wind,Onshore,701,15.74,1.12,0.0,100.0,0.18
2024-12-02,15,1679,LS_ES00835,LoadShed,LoadShed,826,15.23,-0.0,0.89,-0.0,10000.0
2024-12-02,15,722,G0677,Solar,PV,899,86.15,19.7,6.47,100.0,0.0
2024-12-02,15,1039,LS_ES00484,LoadShed,LoadShed,481,4.24,-0.0,1.03,-0.0,10000.0
2024-12-02,15,775,G0817,Solar,PV,1123,16.69,3.82,0.03,100.0,0.0
2024-12-02,15,1103,LS_ES00241,LoadShed,LoadShed,238,1.35,-0.0,-0.0,-0.0,10000.0
2024-12-02,15,625,G0452,Solar,PV,557,4.31,0.98,0.32,100.0,0.0
2024-12-02,15,1247,LS_ES00318,LoadShed,LoadShed,315,13.36,-0.0,2.17,-0.0,10000.0
2024-12-02,15,1962,LS_ES00308,LoadShed,LoadShed,305,16.52,-0.0,16.51,-0.0,10000.0
2024-12-02,15,50,G0189,Gas,Combined_cycle,284,195.19,12.32,7.01,6.3,44.98
2024-12-02,15,526,G0238,Solar,PV,328,166.64,38.1,-12.51,100.0,0.0
2024-12-02,15,1674,LS_ES00419,LoadShed,LoadShed,416,23.03,-0.0,4.37,-0.0,10000.0
2024-12-02,15,624,G0450,Solar,PV,555,21.81,4.99,1.64,100.0,0.0
2024-12-02,15,162,G0068,Wind,Onshore,125,113.29,8.04,-2.64,100.0,0.18
2024-12-02,15,1639,LS_ES00394,LoadShed,LoadShed,391,64.97,-0.0,15.17,-0.0,10000.0
2024-12-02,15,392,G0815,Wind,Onshore,1122,39.34,2.79,-0.92,100.0,0.18
2024-12-02,15,63,G0263,Gas,Combined_cycle,344,37.7,9.62,-0.15,25.5,44.98
2024-12-02,15,92,G0528,Gas,Combined_cycle,676,20.94,12.4,0.0,59.2,44.98
2024-12-02,15,1757,LS_ES00361,LoadShed,LoadShed,358,34.57,-0.0,33.92,-0.0,10000.0
2024-12-02,15,1299,LS_ES00800,LoadShed,LoadShed,791,17.16,-0.0,13.65,-0.0,10000.0
2024-12-02,15,1775,LS_ES00086,LoadShed,LoadShed,86,62.8,-0.0,23.45,-0.0,10000.0
2024-12-02,15,214,G0290,Wind,Onshore,371,42.49,3.02,-0.01,100.0,0.18
2024-12-02,15,1917,LS_ES00096,LoadShed,LoadShed,96,13.57,-0.0,7.88,-0.0,10000.0
2024-12-02,15,573,G0326,Solar,PV,410,1352.24,309.2,7.77,100.0,0.0
2024-12-02,15,1387,LS_ES00163,LoadShed,LoadShed,160,4.08,-0.0,-4.08,-0.0,10000.0
2024-12-02,15,780,G0824,Solar,PV,1129,9.42,2.15,-0.71,100.0,0.0
