date,hour,gen_id,fuel,technology,dispatch_mw
2024-07-08,11,LS_ES00129,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00695,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00075,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00778,LoadShed,LoadShed,0.0
2024-07-08,11,G0784,Wind,Onshore,0.0
2024-07-08,11,G0165,Wind,Onshore,0.0
2024-07-08,11,LS_ES01022,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00409,LoadShed,LoadShed,0.0
2024-07-08,11,G0463,Wind,Onshore,0.0
2024-07-08,11,LS_ES00652,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01094,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00499,LoadShed,LoadShed,0.0
2024-07-08,11,G0788,Gas,Combined_cycle,0.0
2024-07-08,11,G0736,Gas,Combined_cycle,0.0
2024-07-08,11,G0329,Gas,Combined_cycle,0.0
2024-07-08,11,G0508,Wind,Onshore,0.0
2024-07-08,11,LS_ES01181,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00246,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01157,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00459,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00425,LoadShed,LoadShed,0.0
2024-07-08,11,G0039,Coal,Coal,0.0
2024-07-08,11,LS_ES00909,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00365,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00359,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00021,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00557,LoadShed,LoadShed,0.0
2024-07-08,11,G0113,Gas,Combined_cycle,0.0
2024-07-08,11,G0161,Hydro,reservoir,0.0
2024-07-08,11,LS_ES01182,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00649,LoadShed,LoadShed,0.0
2024-07-08,11,G0727,Solar,Solar Thermal,0.0
2024-07-08,11,LS_ES00288,LoadShed,LoadShed,0.0
2024-07-08,11,G0167,Wind,Onshore,0.0
2024-07-08,11,G0220,Wind,Onshore,0.0
2024-07-08,11,LS_ES00689,LoadShed,LoadShed,0.0
2024-07-08,11,G0622,Solar,PV,0.0
2024-07-08,11,G0787,Solar,PV,0.0
2024-07-08,11,G0286,Gas,Combined_cycle,0.0
2024-07-08,11,LS_ES00428,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00186,LoadShed,LoadShed,0.0
2024-07-08,11,G0062,Solar,PV,0.0
2024-07-08,11,LS_ES00511,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00669,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00471,LoadShed,LoadShed,0.0
2024-07-08,11,G0083,Solar,PV,0.0
2024-07-08,11,G0282,Solar,PV,0.0
2024-07-08,11,LS_ES00265,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES00582,LoadShed,LoadShed,0.0
2024-07-08,11,G0807,Wind,Onshore,0.0
2024-07-08,11,G0689,Solar,PV,0.0
2024-07-08,11,G0785,Solar,PV,0.0
2024-07-08,11,G0852,Wind,Onshore,0.0
2024-07-08,11,G0383,Wind,Onshore,0.0
2024-07-08,11,G0791,Solar,PV,0.0
2024-07-08,11,G0316,Solar,PV,0.0
2024-07-08,11,G0623,Solar,PV,0.0
